Sexo;Edad;Tiempo de búsqueda de empleo;Periodo;Total
Ambos sexos;Total;De 3 meses a menos de 6 meses;2011T4;654,5
Ambos sexos;Total;De 3 meses a menos de 6 meses;2011T3;567,1
Ambos sexos;Total;De 3 meses a menos de 6 meses;2011T2;642,4
Ambos sexos;Total;De 3 meses a menos de 6 meses;2011T1;667,3
Ambos sexos;Total;De 3 meses a menos de 6 meses;2010T4;609,3
Ambos sexos;Total;De 3 meses a menos de 6 meses;2010T3;537,8
Ambos sexos;Total;De 3 meses a menos de 6 meses;2010T2;693,4
Ambos sexos;Total;De 3 meses a menos de 6 meses;2010T1;706,2
Ambos sexos;Total;De 3 meses a menos de 6 meses;2009T4;714,8
Ambos sexos;Total;De 3 meses a menos de 6 meses;2009T3;694,2
Ambos sexos;Total;De 3 meses a menos de 6 meses;2009T2;873
Ambos sexos;Total;De 3 meses a menos de 6 meses;2009T1;889,7
Ambos sexos;Total;De 3 meses a menos de 6 meses;2008T4;625,7
Ambos sexos;Total;De 3 meses a menos de 6 meses;2008T3;430,6
Ambos sexos;Total;De 3 meses a menos de 6 meses;2008T2;432,4
Ambos sexos;Total;De 3 meses a menos de 6 meses;2008T1;357,8
Ambos sexos;Total;De 3 meses a menos de 6 meses;2007T4;306,9
Ambos sexos;Total;De 3 meses a menos de 6 meses;2007T3;235
Ambos sexos;Total;De 3 meses a menos de 6 meses;2007T2;260,9
Ambos sexos;Total;De 3 meses a menos de 6 meses;2007T1;290,2
Ambos sexos;Total;De 3 meses a menos de 6 meses;2006T4;259
Ambos sexos;Total;De 3 meses a menos de 6 meses;2006T3;216,8
Ambos sexos;Total;De 3 meses a menos de 6 meses;2006T2;284
Ambos sexos;Total;De 3 meses a menos de 6 meses;2006T1;299,4
Ambos sexos;Total;De 3 meses a menos de 6 meses;2005T4;287,1
Ambos sexos;Total;De 3 meses a menos de 6 meses;2005T3;220,3
Ambos sexos;Total;De 3 meses a menos de 6 meses;2005T2;316,4
Ambos sexos;Total;De 3 meses a menos de 6 meses;2005T1;339,3
Ambos sexos;Total;De 3 meses a menos de 6 meses;2004T4;378,8
Ambos sexos;Total;De 3 meses a menos de 6 meses;2004T3;338,1
Ambos sexos;Total;De 3 meses a menos de 6 meses;2004T2;403,9
Ambos sexos;Total;De 3 meses a menos de 6 meses;2004T1;404,8
Ambos sexos;Total;De 3 meses a menos de 6 meses;2003T4;378,6
Ambos sexos;Total;De 3 meses a menos de 6 meses;2003T3;302,9
Ambos sexos;Total;De 3 meses a menos de 6 meses;2003T2;397,2
Ambos sexos;Total;De 3 meses a menos de 6 meses;2003T1;423,2
Ambos sexos;Total;De 3 meses a menos de 6 meses;2002T4;380,5
Ambos sexos;Total;De 3 meses a menos de 6 meses;2002T3;319,5
Ambos sexos;Total;De 3 meses a menos de 6 meses;2002T2;374,3
Ambos sexos;Total;De 3 meses a menos de 6 meses;2002T1;383,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2025T4;352
Ambos sexos;Total;De 6 meses a menos de 1 año;2025T3;375,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2025T2;385,9
Ambos sexos;Total;De 6 meses a menos de 1 año;2025T1;414,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2024T4;338,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2024T3;358,7
Ambos sexos;Total;De 6 meses a menos de 1 año;2024T2;402,1
Ambos sexos;Total;De 6 meses a menos de 1 año;2024T1;408,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2023T4;372,7
Ambos sexos;Total;De 6 meses a menos de 1 año;2023T3;373,4
Ambos sexos;Total;De 6 meses a menos de 1 año;2023T2;444,8
Ambos sexos;Total;De 6 meses a menos de 1 año;2023T1;446
Ambos sexos;Total;De 6 meses a menos de 1 año;2022T4;389,2
Ambos sexos;Total;De 6 meses a menos de 1 año;2022T3;391,7
Ambos sexos;Total;De 6 meses a menos de 1 año;2022T2;378,6
Ambos sexos;Total;De 6 meses a menos de 1 año;2022T1;414,6
Ambos sexos;Total;De 6 meses a menos de 1 año;2021T4;376,6
Ambos sexos;Total;De 6 meses a menos de 1 año;2021T3;457,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2021T2;559,7
Ambos sexos;Total;De 6 meses a menos de 1 año;2021T1;701
Ambos sexos;Total;De 6 meses a menos de 1 año;2020T4;714,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2020T3;640,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2020T2;499,4
Ambos sexos;Total;De 6 meses a menos de 1 año;2020T1;486,9
Ambos sexos;Total;De 6 meses a menos de 1 año;2019T4;392,1
Ambos sexos;Total;De 6 meses a menos de 1 año;2019T3;404,1
Ambos sexos;Total;De 6 meses a menos de 1 año;2019T2;445,6
Ambos sexos;Total;De 6 meses a menos de 1 año;2019T1;440,5
Ambos sexos;Total;De 6 meses a menos de 1 año;2018T4;371,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2018T3;385,7
Ambos sexos;Total;De 6 meses a menos de 1 año;2018T2;431,7
Ambos sexos;Total;De 6 meses a menos de 1 año;2018T1;455,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2017T4;418,7
Ambos sexos;Total;De 6 meses a menos de 1 año;2017T3;422,4
Ambos sexos;Total;De 6 meses a menos de 1 año;2017T2;466,6
Ambos sexos;Total;De 6 meses a menos de 1 año;2017T1;502,5
Ambos sexos;Total;De 6 meses a menos de 1 año;2016T4;415,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2016T3;487,4
Ambos sexos;Total;De 6 meses a menos de 1 año;2016T2;542
Ambos sexos;Total;De 6 meses a menos de 1 año;2016T1;594,2
Ambos sexos;Total;De 6 meses a menos de 1 año;2015T4;493,4
Ambos sexos;Total;De 6 meses a menos de 1 año;2015T3;496,8
Ambos sexos;Total;De 6 meses a menos de 1 año;2015T2;629
Ambos sexos;Total;De 6 meses a menos de 1 año;2015T1;655
Ambos sexos;Total;De 6 meses a menos de 1 año;2014T4;595,5
Ambos sexos;Total;De 6 meses a menos de 1 año;2014T3;602,9
Ambos sexos;Total;De 6 meses a menos de 1 año;2014T2;746,8
Ambos sexos;Total;De 6 meses a menos de 1 año;2014T1;745,4
Ambos sexos;Total;De 6 meses a menos de 1 año;2013T4;719,2
Ambos sexos;Total;De 6 meses a menos de 1 año;2013T3;838
Ambos sexos;Total;De 6 meses a menos de 1 año;2013T2;955
Ambos sexos;Total;De 6 meses a menos de 1 año;2013T1;966,1
Ambos sexos;Total;De 6 meses a menos de 1 año;2012T4;877,1
Ambos sexos;Total;De 6 meses a menos de 1 año;2012T3;940
Ambos sexos;Total;De 6 meses a menos de 1 año;2012T2;949,5
Ambos sexos;Total;De 6 meses a menos de 1 año;2012T1;947,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2011T4;814,8
Ambos sexos;Total;De 6 meses a menos de 1 año;2011T3;822,7
Ambos sexos;Total;De 6 meses a menos de 1 año;2011T2;846,1
Ambos sexos;Total;De 6 meses a menos de 1 año;2011T1;824,9
Ambos sexos;Total;De 6 meses a menos de 1 año;2010T4;788,1
Ambos sexos;Total;De 6 meses a menos de 1 año;2010T3;884
Ambos sexos;Total;De 6 meses a menos de 1 año;2010T2;900,8
Ambos sexos;Total;De 6 meses a menos de 1 año;2010T1;973,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2009T4;907,6
Ambos sexos;Total;De 6 meses a menos de 1 año;2009T3;948,7
Ambos sexos;Total;De 6 meses a menos de 1 año;2009T2;959,6
Ambos sexos;Total;De 6 meses a menos de 1 año;2009T1;784,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2008T4;496,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2008T3;385,9
Ambos sexos;Total;De 6 meses a menos de 1 año;2008T2;351,6
Ambos sexos;Total;De 6 meses a menos de 1 año;2008T1;297,7
Ambos sexos;Total;De 6 meses a menos de 1 año;2007T4;235,5
Ambos sexos;Total;De 6 meses a menos de 1 año;2007T3;227,9
Ambos sexos;Total;De 6 meses a menos de 1 año;2007T2;243
Ambos sexos;Total;De 6 meses a menos de 1 año;2007T1;235,9
Ambos sexos;Total;De 6 meses a menos de 1 año;2006T4;224,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2006T3;208,1
Ambos sexos;Total;De 6 meses a menos de 1 año;2006T2;258,1
Ambos sexos;Total;De 6 meses a menos de 1 año;2006T1;256,5
Ambos sexos;Total;De 6 meses a menos de 1 año;2005T4;220
Ambos sexos;Total;De 6 meses a menos de 1 año;2005T3;226
Ambos sexos;Total;De 6 meses a menos de 1 año;2005T2;278,6
Ambos sexos;Total;De 6 meses a menos de 1 año;2005T1;312,5
Ambos sexos;Total;De 6 meses a menos de 1 año;2004T4;394,6
Ambos sexos;Total;De 6 meses a menos de 1 año;2004T3;438,6
Ambos sexos;Total;De 6 meses a menos de 1 año;2004T2;446,3
Ambos sexos;Total;De 6 meses a menos de 1 año;2004T1;407,2
Ambos sexos;Total;De 6 meses a menos de 1 año;2003T4;375,4
Ambos sexos;Total;De 6 meses a menos de 1 año;2003T3;445,5
Ambos sexos;Total;De 6 meses a menos de 1 año;2003T2;468,2
Ambos sexos;Total;De 6 meses a menos de 1 año;2003T1;388,5
Ambos sexos;Total;De 6 meses a menos de 1 año;2002T4;367,4
Ambos sexos;Total;De 6 meses a menos de 1 año;2002T3;408,2
Ambos sexos;Total;De 6 meses a menos de 1 año;2002T2;413,1
Ambos sexos;Total;De 6 meses a menos de 1 año;2002T1;352,6
Ambos sexos;Total;De 1 año a menos de 2 años;2025T4;379,5
Ambos sexos;Total;De 1 año a menos de 2 años;2025T3;329,6
Ambos sexos;Total;De 1 año a menos de 2 años;2025T2;374,3
Ambos sexos;Total;De 1 año a menos de 2 años;2025T1;409,6
Ambos sexos;Total;De 1 año a menos de 2 años;2024T4;375,2
Ambos sexos;Total;De 1 año a menos de 2 años;2024T3;383,6
Ambos sexos;Total;De 1 año a menos de 2 años;2024T2;400,5
Ambos sexos;Total;De 1 año a menos de 2 años;2024T1;404,7
Ambos sexos;Total;De 1 año a menos de 2 años;2023T4;428,7
Ambos sexos;Total;De 1 año a menos de 2 años;2023T3;414,3
Ambos sexos;Total;De 1 año a menos de 2 años;2023T2;366,6
Ambos sexos;Total;De 1 año a menos de 2 años;2023T1;448,1
Ambos sexos;Total;De 1 año a menos de 2 años;2022T4;436,2
Ambos sexos;Total;De 1 año a menos de 2 años;2022T3;412,8
Ambos sexos;Total;De 1 año a menos de 2 años;2022T2;448,1
Ambos sexos;Total;De 1 año a menos de 2 años;2022T1;535,1
Ambos sexos;Total;De 1 año a menos de 2 años;2021T4;587,8
Ambos sexos;Total;De 1 año a menos de 2 años;2021T3;703,6
Ambos sexos;Total;De 1 año a menos de 2 años;2021T2;806,5
Ambos sexos;Total;De 1 año a menos de 2 años;2021T1;761,7
Ambos sexos;Total;De 1 año a menos de 2 años;2020T4;635,6
Ambos sexos;Total;De 1 año a menos de 2 años;2020T3;508,3
Ambos sexos;Total;De 1 año a menos de 2 años;2020T2;397,5
Ambos sexos;Total;De 1 año a menos de 2 años;2020T1;444,3
Ambos sexos;Total;De 1 año a menos de 2 años;2019T4;433
Ambos sexos;Total;De 1 año a menos de 2 años;2019T3;447,5
Ambos sexos;Total;De 1 año a menos de 2 años;2019T2;451,1
Ambos sexos;Total;De 1 año a menos de 2 años;2019T1;461,7
Ambos sexos;Total;De 1 año a menos de 2 años;2018T4;462,9
Ambos sexos;Total;De 1 año a menos de 2 años;2018T3;465,3
Ambos sexos;Total;De 1 año a menos de 2 años;2018T2;505,5
Ambos sexos;Total;De 1 año a menos de 2 años;2018T1;525,9
Ambos sexos;Total;De 1 año a menos de 2 años;2017T4;534,1
Ambos sexos;Total;De 1 año a menos de 2 años;2017T3;530,2
Ambos sexos;Total;De 1 año a menos de 2 años;2017T2;542,6
Ambos sexos;Total;De 1 año a menos de 2 años;2017T1;613,8
Ambos sexos;Total;De 1 año a menos de 2 años;2016T4;633,8
Ambos sexos;Total;De 1 año a menos de 2 años;2016T3;635,2
Ambos sexos;Total;De 1 año a menos de 2 años;2016T2;702,9
Ambos sexos;Total;De 1 año a menos de 2 años;2016T1;692,6
Ambos sexos;Total;De 1 año a menos de 2 años;2015T4;761,4
Ambos sexos;Total;De 1 año a menos de 2 años;2015T3;783,7
Ambos sexos;Total;De 1 año a menos de 2 años;2015T2;880,1
Ambos sexos;Total;De 1 año a menos de 2 años;2015T1;951,3
Ambos sexos;Total;De 1 año a menos de 2 años;2014T4;965,7
Ambos sexos;Total;De 1 año a menos de 2 años;2014T3;1.016,3
Ambos sexos;Total;De 1 año a menos de 2 años;2014T2;1.109,3
Ambos sexos;Total;De 1 año a menos de 2 años;2014T1;1.238,2
Ambos sexos;Total;De 1 año a menos de 2 años;2013T4;1.292,9
Ambos sexos;Total;De 1 año a menos de 2 años;2013T3;1.290,5
Ambos sexos;Total;De 1 año a menos de 2 años;2013T2;1.409,9
Ambos sexos;Total;De 1 año a menos de 2 años;2013T1;1.419,6
Ambos sexos;Total;De 1 año a menos de 2 años;2012T4;1.370,5
Ambos sexos;Total;De 1 año a menos de 2 años;2012T3;1.294,7
Ambos sexos;Total;De 1 año a menos de 2 años;2012T2;1.272,7
Ambos sexos;Total;De 1 año a menos de 2 años;2012T1;1.278,1
Ambos sexos;Total;De 1 año a menos de 2 años;2011T4;1.212,2
Ambos sexos;Total;De 1 año a menos de 2 años;2011T3;1.158,4
Ambos sexos;Total;De 1 año a menos de 2 años;2011T2;1.128,6
Ambos sexos;Total;De 1 año a menos de 2 años;2011T1;1.210,7
Ambos sexos;Total;De 1 año a menos de 2 años;2010T4;1.219
Ambos sexos;Total;De 1 año a menos de 2 años;2010T3;1.132,4
Ambos sexos;Total;De 1 año a menos de 2 años;2010T2;1.233,8
Ambos sexos;Total;De 1 año a menos de 2 años;2010T1;1.163,8
Ambos sexos;Total;De 1 año a menos de 2 años;2009T4;990,5
Ambos sexos;Total;De 1 año a menos de 2 años;2009T3;791,7
Ambos sexos;Total;De 1 año a menos de 2 años;2009T2;671,5
Ambos sexos;Total;De 1 año a menos de 2 años;2009T1;552,9
Ambos sexos;Total;De 1 año a menos de 2 años;2008T4;393,7
Ambos sexos;Total;De 1 año a menos de 2 años;2008T3;298,5
Ambos sexos;Total;De 1 año a menos de 2 años;2008T2;252,3
Ambos sexos;Total;De 1 año a menos de 2 años;2008T1;254,4
Ambos sexos;Total;De 1 año a menos de 2 años;2007T4;219,3
Ambos sexos;Total;De 1 año a menos de 2 años;2007T3;191,7
Ambos sexos;Total;De 1 año a menos de 2 años;2007T2;207,8
Ambos sexos;Total;De 1 año a menos de 2 años;2007T1;227,7
Ambos sexos;Total;De 1 año a menos de 2 años;2006T4;237,2
Ambos sexos;Total;De 1 año a menos de 2 años;2006T3;225,7
Ambos sexos;Total;De 1 año a menos de 2 años;2006T2;224,6
Ambos sexos;Total;De 1 año a menos de 2 años;2006T1;244,7
Ambos sexos;Total;De 1 año a menos de 2 años;2005T4;249,8
Ambos sexos;Total;De 1 año a menos de 2 años;2005T3;231
Ambos sexos;Total;De 1 año a menos de 2 años;2005T2;260,1
Ambos sexos;Total;De 1 año a menos de 2 años;2005T1;285,7
Ambos sexos;Total;De 1 año a menos de 2 años;2004T4;343,2
Ambos sexos;Total;De 1 año a menos de 2 años;2004T3;325,8
Ambos sexos;Total;De 1 año a menos de 2 años;2004T2;343,4
Ambos sexos;Total;De 1 año a menos de 2 años;2004T1;348,2
Ambos sexos;Total;De 1 año a menos de 2 años;2003T4;361,5
Ambos sexos;Total;De 1 año a menos de 2 años;2003T3;354,3
Ambos sexos;Total;De 1 año a menos de 2 años;2003T2;350,6
Ambos sexos;Total;De 1 año a menos de 2 años;2003T1;369,3
Ambos sexos;Total;De 1 año a menos de 2 años;2002T4;369,8
Ambos sexos;Total;De 1 año a menos de 2 años;2002T3;330,4
Ambos sexos;Total;De 1 año a menos de 2 años;2002T2;310
Ambos sexos;Total;De 1 año a menos de 2 años;2002T1;319,8
Ambos sexos;Total;2 años o más;2025T4;521,3
Ambos sexos;Total;2 años o más;2025T3;568,9
Ambos sexos;Total;2 años o más;2025T2;617,2
Ambos sexos;Total;2 años o más;2025T1;655,8
Ambos sexos;Total;2 años o más;2024T4;624,5
Ambos sexos;Total;2 años o más;2024T3;641,4
Ambos sexos;Total;2 años o más;2024T2;702,2
Ambos sexos;Total;2 años o más;2024T1;741,3
Ambos sexos;Total;2 años o más;2023T4;726,3
Ambos sexos;Total;2 años o más;2023T3;732,9
Ambos sexos;Total;2 años o más;2023T2;767,9
Ambos sexos;Total;2 años o más;2023T1;881
Ambos sexos;Total;2 años o más;2022T4;871,1
Ambos sexos;Total;2 años o más;2022T3;860,8
Ambos sexos;Total;2 años o más;2022T2;982,1
Ambos sexos;Total;2 años o más;2022T1;993,5
Ambos sexos;Total;2 años o más;2021T4;932,5
Ambos sexos;Total;2 años o más;2021T3;958,4
Ambos sexos;Total;2 años o más;2021T2;954,1
Ambos sexos;Total;2 años o más;2021T1;934
Ambos sexos;Total;2 años o más;2020T4;885,4
Ambos sexos;Total;2 años o más;2020T3;828,2
Ambos sexos;Total;2 años o más;2020T2;744,8
Ambos sexos;Total;2 años o más;2020T1;930,8
Ambos sexos;Total;2 años o más;2019T4;954
Ambos sexos;Total;2 años o más;2019T3;950,7
Ambos sexos;Total;2 años o más;2019T2;1.006,9
Ambos sexos;Total;2 años o más;2019T1;1.053,9
Ambos sexos;Total;2 años o más;2018T4;1.089,2
Ambos sexos;Total;2 años o más;2018T3;1.134,8
Ambos sexos;Total;2 años o más;2018T2;1.274,6
Ambos sexos;Total;2 años o más;2018T1;1.363,8
Ambos sexos;Total;2 años o más;2017T4;1.365,5
Ambos sexos;Total;2 años o más;2017T3;1.360,9
Ambos sexos;Total;2 años o más;2017T2;1.593
Ambos sexos;Total;2 años o más;2017T1;1.699,7
Ambos sexos;Total;2 años o más;2016T4;1.758,2
Ambos sexos;Total;2 años o más;2016T3;1.811,2
Ambos sexos;Total;2 años o más;2016T2;1.959,6
Ambos sexos;Total;2 años o más;2016T1;2.071
Ambos sexos;Total;2 años o más;2015T4;2.083,9
Ambos sexos;Total;2 años o más;2015T3;2.158,6
Ambos sexos;Total;2 años o más;2015T2;2.306
Ambos sexos;Total;2 años o más;2015T1;2.379,5
Ambos sexos;Total;2 años o más;2014T4;2.387,2
Ambos sexos;Total;2 años o más;2014T3;2.343,6
Ambos sexos;Total;2 años o más;2014T2;2.384,3
Ambos sexos;Total;2 años o más;2014T1;2.419,4
Ambos sexos;Total;2 años o más;2013T4;2.311,8
Ambos sexos;Total;2 años o más;2013T3;2.181,7
Ambos sexos;Total;2 años o más;2013T2;2.116,8
Ambos sexos;Total;2 años o más;2013T1;2.113,4
Ambos sexos;Total;2 años o más;2012T4;1.931,9
Ambos sexos;Total;2 años o más;2012T3;1.755
Ambos sexos;Total;2 años o más;2012T2;1.716,5
Ambos sexos;Total;2 años o más;2012T1;1.552,1
Ambos sexos;Total;2 años o más;2011T4;1.431
Ambos sexos;Total;2 años o más;2011T3;1.249,2
Ambos sexos;Total;2 años o más;2011T2;1.186,6
Ambos sexos;Total;2 años o más;2011T1;1.082,5
Ambos sexos;Total;2 años o más;2010T4;943,5
Ambos sexos;Total;2 años o más;2010T3;841,3
Ambos sexos;Total;2 años o más;2010T2;740,5
Ambos sexos;Total;2 años o más;2010T1;625,5
Ambos sexos;Total;2 años o más;2009T4;508,8
Ambos sexos;Total;2 años o más;2009T3;427,6
Ambos sexos;Total;2 años o más;2009T2;424,3
Ambos sexos;Total;2 años o más;2009T1;376,4
Ambos sexos;Total;2 años o más;2008T4;290,9
Ambos sexos;Total;2 años o más;2008T3;239,4
Ambos sexos;Total;2 años o más;2008T2;254,6
Ambos sexos;Total;2 años o más;2008T1;242,8
Ambos sexos;Total;2 años o más;2007T4;223,8
Ambos sexos;Total;2 años o más;2007T3;205,3
Ambos sexos;Total;2 años o más;2007T2;229,1
Ambos sexos;Total;2 años o más;2007T1;246,4
Ambos sexos;Total;2 años o más;2006T4;217,3
Ambos sexos;Total;2 años o más;2006T3;225,2
Ambos sexos;Total;2 años o más;2006T2;248,5
Ambos sexos;Total;2 años o más;2006T1;261,8
Ambos sexos;Total;2 años o más;2005T4;281,9
Ambos sexos;Total;2 años o más;2005T3;279,5
Ambos sexos;Total;2 años o más;2005T2;301,7
Ambos sexos;Total;2 años o más;2005T1;339,4
Ambos sexos;Total;2 años o más;2004T4;408,4
Ambos sexos;Total;2 años o más;2004T3;414,3
Ambos sexos;Total;2 años o más;2004T2;450,1
Ambos sexos;Total;2 años o más;2004T1;471,9
Ambos sexos;Total;2 años o más;2003T4;467,4
Ambos sexos;Total;2 años o más;2003T3;461,2
Ambos sexos;Total;2 años o más;2003T2;460,4
Ambos sexos;Total;2 años o más;2003T1;481,9
Ambos sexos;Total;2 años o más;2002T4;468,9
Ambos sexos;Total;2 años o más;2002T3;460,3
Ambos sexos;Total;2 años o más;2002T2;452,4
Ambos sexos;Total;2 años o más;2002T1;479
Ambos sexos;De 16 a 19 años;Total;2025T4;76,7
Ambos sexos;De 16 a 19 años;Total;2025T3;139,2
Ambos sexos;De 16 a 19 años;Total;2025T2;127,6
Ambos sexos;De 16 a 19 años;Total;2025T1;104,3
Ambos sexos;De 16 a 19 años;Total;2024T4;116,3
Ambos sexos;De 16 a 19 años;Total;2024T3;149,1
Ambos sexos;De 16 a 19 años;Total;2024T2;148,4
Ambos sexos;De 16 a 19 años;Total;2024T1;116,3
Ambos sexos;De 16 a 19 años;Total;2023T4;118,1
Ambos sexos;De 16 a 19 años;Total;2023T3;148,7
Ambos sexos;De 16 a 19 años;Total;2023T2;124,8
Ambos sexos;De 16 a 19 años;Total;2023T1;115,6
Ambos sexos;De 16 a 19 años;Total;2022T4;109,6
Ambos sexos;De 16 a 19 años;Total;2022T3;143,7
Ambos sexos;De 16 a 19 años;Total;2022T2;147,3
Ambos sexos;De 16 a 19 años;Total;2022T1;117,1
Ambos sexos;De 16 a 19 años;Total;2021T4;120,8
Ambos sexos;De 16 a 19 años;Total;2021T3;141,4
Ambos sexos;De 16 a 19 años;Total;2021T2;144,9
Ambos sexos;De 16 a 19 años;Total;2021T1;115,7
Ambos sexos;De 16 a 19 años;Total;2020T4;131,1
Ambos sexos;De 16 a 19 años;Total;2020T3;150,2
Ambos sexos;De 16 a 19 años;Total;2020T2;108,2
Ambos sexos;De 16 a 19 años;Total;2020T1;116,5
Ambos sexos;De 16 a 19 años;Total;2019T4;114,7
Ambos sexos;De 16 a 19 años;Total;2019T3;130,1
Ambos sexos;De 16 a 19 años;Total;2019T2;128,9
Ambos sexos;De 16 a 19 años;Total;2019T1;123,3
Ambos sexos;De 16 a 19 años;Total;2018T4;120,1
Ambos sexos;De 16 a 19 años;Total;2018T3;137,8
Ambos sexos;De 16 a 19 años;Total;2018T2;139,7
Ambos sexos;De 16 a 19 años;Total;2018T1;132,8
Ambos sexos;De 16 a 19 años;Total;2017T4;140,2
Ambos sexos;De 16 a 19 años;Total;2017T3;150,3
Ambos sexos;De 16 a 19 años;Total;2017T2;141,1
Ambos sexos;De 16 a 19 años;Total;2017T1;134,5
Ambos sexos;De 16 a 19 años;Total;2016T4;137,5
Ambos sexos;De 16 a 19 años;Total;2016T3;146,3
Ambos sexos;De 16 a 19 años;Total;2016T2;147,8
Ambos sexos;De 16 a 19 años;Total;2016T1;143,6
Ambos sexos;De 16 a 19 años;Total;2015T4;155,1
Ambos sexos;De 16 a 19 años;Total;2015T3;185,9
Ambos sexos;De 16 a 19 años;Total;2015T2;177,3
Ambos sexos;De 16 a 19 años;Total;2015T1;170,8
Ambos sexos;De 16 a 19 años;Total;2014T4;168,2
Ambos sexos;De 16 a 19 años;Total;2014T3;183,6
Ambos sexos;De 16 a 19 años;Total;2014T2;171,2
Ambos sexos;De 16 a 19 años;Total;2014T1;169,5
Ambos sexos;De 16 a 19 años;Total;2013T4;201,1
Ambos sexos;De 16 a 19 años;Total;2013T3;232,8
Ambos sexos;De 16 a 19 años;Total;2013T2;205
Ambos sexos;De 16 a 19 años;Total;2013T1;206,8
Ambos sexos;De 16 a 19 años;Total;2012T4;194,2
Ambos sexos;De 16 a 19 años;Total;2012T3;242,5
Ambos sexos;De 16 a 19 años;Total;2012T2;236,5
Ambos sexos;De 16 a 19 años;Total;2012T1;214,7
Ambos sexos;De 16 a 19 años;Total;2011T4;208
Ambos sexos;De 16 a 19 años;Total;2011T3;238,1
Ambos sexos;De 16 a 19 años;Total;2011T2;220,7
Ambos sexos;De 16 a 19 años;Total;2011T1;216,4
Ambos sexos;De 16 a 19 años;Total;2010T4;219,2
Ambos sexos;De 16 a 19 años;Total;2010T3;245,8
Ambos sexos;De 16 a 19 años;Total;2010T2;259,2
Ambos sexos;De 16 a 19 años;Total;2010T1;233,8
Ambos sexos;De 16 a 19 años;Total;2009T4;220,7
Ambos sexos;De 16 a 19 años;Total;2009T3;263
Ambos sexos;De 16 a 19 años;Total;2009T2;266,4
Ambos sexos;De 16 a 19 años;Total;2009T1;258,4
Ambos sexos;De 16 a 19 años;Total;2008T4;228
Ambos sexos;De 16 a 19 años;Total;2008T3;230,9
Ambos sexos;De 16 a 19 años;Total;2008T2;224,4
Ambos sexos;De 16 a 19 años;Total;2008T1;172,1
Ambos sexos;De 16 a 19 años;Total;2007T4;164,1
Ambos sexos;De 16 a 19 años;Total;2007T3;169
Ambos sexos;De 16 a 19 años;Total;2007T2;165,8
Ambos sexos;De 16 a 19 años;Total;2007T1;141,5
Ambos sexos;De 16 a 19 años;Total;2006T4;165,4
Ambos sexos;De 16 a 19 años;Total;2006T3;149,9
Ambos sexos;De 16 a 19 años;Total;2006T2;170,4
Ambos sexos;De 16 a 19 años;Total;2006T1;149,4
Ambos sexos;De 16 a 19 años;Total;2005T4;144,7
Ambos sexos;De 16 a 19 años;Total;2005T3;159,9
Ambos sexos;De 16 a 19 años;Total;2005T2;171,9
Ambos sexos;De 16 a 19 años;Total;2005T1;158,5
Ambos sexos;De 16 a 19 años;Total;2004T4;139,2
Ambos sexos;De 16 a 19 años;Total;2004T3;154,9
Ambos sexos;De 16 a 19 años;Total;2004T2;150,9
