Número de perceptores de ingresos en el hogar;Número de parados en el hogar;Periodo;Total
Ningún perceptor;1;2025T4;172,2
Ningún perceptor;1;2025T3;172,1
Ningún perceptor;1;2025T2;180,2
Ningún perceptor;1;2025T1;196,6
Ningún perceptor;1;2024T4;180,7
Ningún perceptor;1;2024T3;213,8
Ningún perceptor;1;2024T2;182,4
Ningún perceptor;1;2024T1;205,6
Ningún perceptor;1;2023T4;196,2
Ningún perceptor;1;2023T3;214,8
Ningún perceptor;1;2023T2;196,7
Ningún perceptor;1;2023T1;218,8
Ningún perceptor;1;2022T4;232,3
Ningún perceptor;1;2022T3;208,4
Ningún perceptor;1;2022T2;219,7
Ningún perceptor;1;2022T1;220,2
Ningún perceptor;1;2021T4;220,6
Ningún perceptor;1;2021T3;224,2
Ningún perceptor;1;2021T2;253,3
Ningún perceptor;1;2021T1;259,8
Ningún perceptor;1;2020T4;254,8
Ningún perceptor;1;2020T3;237,4
Ningún perceptor;1;2020T2;256,6
Ningún perceptor;1;2020T1;244,6
Ningún perceptor;1;2019T4;233,4
Ningún perceptor;1;2019T3;224,4
Ningún perceptor;1;2019T2;207
Ningún perceptor;1;2019T1;244
Ningún perceptor;1;2018T4;241,5
Ningún perceptor;1;2018T3;245,1
Ningún perceptor;1;2018T2;254,9
Ningún perceptor;1;2018T1;265,4
Ningún perceptor;1;2017T4;251,7
Ningún perceptor;1;2017T3;262
Ningún perceptor;1;2017T2;281,2
Ningún perceptor;1;2017T1;289,7
Ningún perceptor;1;2016T4;309
Ningún perceptor;1;2016T3;306,7
Ningún perceptor;1;2016T2;319,4
Ningún perceptor;1;2016T1;368,6
Ningún perceptor;1;2015T4;331,3
Ningún perceptor;1;2015T3;327,2
Ningún perceptor;1;2015T2;340,2
Ningún perceptor;1;2015T1;355,9
Ningún perceptor;1;2014T4;340,5
Ningún perceptor;1;2014T3;346,3
Ningún perceptor;1;2014T2;358,7
Ningún perceptor;1;2014T1;397,1
Ningún perceptor;1;2013T4;374,9
Ningún perceptor;1;2013T3;352,3
Ningún perceptor;1;2013T2;345,9
Ningún perceptor;1;2013T1;369,2
Ningún perceptor;1;2012T4;345,3
Ningún perceptor;1;2012T3;326,3
Ningún perceptor;1;2012T2;302,5
Ningún perceptor;1;2012T1;292,9
Ningún perceptor;1;2011T4;290,3
Ningún perceptor;1;2011T3;267,9
Ningún perceptor;1;2011T2;255,6
Ningún perceptor;1;2011T1;244,4
Ningún perceptor;1;2010T4;223,7
Ningún perceptor;1;2010T3;226,3
Ningún perceptor;1;2010T2;215,1
Ningún perceptor;1;2010T1;187,1
Ningún perceptor;1;2009T4;217,6
Ningún perceptor;1;2009T3;208,9
Ningún perceptor;1;2009T2;228
Ningún perceptor;1;2009T1;203,7
Ningún perceptor;1;2008T4;186,4
Ningún perceptor;1;2008T3;152,4
Ningún perceptor;1;2008T2;142,6
Ningún perceptor;1;2008T1;126,4
Ningún perceptor;1;2007T4;127,8
Ningún perceptor;1;2007T3;100,2
Ningún perceptor;1;2007T2;103,8
Ningún perceptor;1;2007T1;99
Ningún perceptor;1;2006T4;99,3
Ningún perceptor;1;2006T3;99,4
Ningún perceptor;1;2006T2;108,6
Ningún perceptor;1;2006T1;108,2
Ningún perceptor;1;2005T4;108
Ningún perceptor;1;2005T3;95,6
Ningún perceptor;1;2005T2;111,3
Ningún perceptor;1;2005T1;118,1
Ningún perceptor;1;2004T4;132,6
Ningún perceptor;1;2004T3;138
Ningún perceptor;1;2004T2;139,9
Ningún perceptor;1;2004T1;147,6
Ningún perceptor;1;2003T4;138
Ningún perceptor;1;2003T3;126
Ningún perceptor;1;2003T2;132,1
Ningún perceptor;1;2003T1;135,3
Ningún perceptor;1;2002T4;136,1
Ningún perceptor;1;2002T3;123
Ningún perceptor;1;2002T2;112,1
Ningún perceptor;1;2002T1;117
Ningún perceptor;2;2025T4;18,2
Ningún perceptor;2;2025T3;28,5
Ningún perceptor;2;2025T2;25,3
Ningún perceptor;2;2025T1;26,8
Ningún perceptor;2;2024T4;32,1
Ningún perceptor;2;2024T3;34,4
Ningún perceptor;2;2024T2;31,1
Ningún perceptor;2;2024T1;42
Ningún perceptor;2;2023T4;43
Ningún perceptor;2;2023T3;46
Ningún perceptor;2;2023T2;34,7
Ningún perceptor;2;2023T1;37,3
Ningún perceptor;2;2022T4;40,5
Ningún perceptor;2;2022T3;35,8
Ningún perceptor;2;2022T2;46
Ningún perceptor;2;2022T1;43,7
Ningún perceptor;2;2021T4;40,6
Ningún perceptor;2;2021T3;59
Ningún perceptor;2;2021T2;51,1
Ningún perceptor;2;2021T1;58,6
Ningún perceptor;2;2020T4;82,1
Ningún perceptor;2;2020T3;63
Ningún perceptor;2;2020T2;67,1
Ningún perceptor;2;2020T1;62,9
Ningún perceptor;2;2019T4;57,3
Ningún perceptor;2;2019T3;69,9
Ningún perceptor;2;2019T2;57,6
Ningún perceptor;2;2019T1;65,8
Ningún perceptor;2;2018T4;66,1
Ningún perceptor;2;2018T3;71,3
Ningún perceptor;2;2018T2;70,6
Ningún perceptor;2;2018T1;80,2
Ningún perceptor;2;2017T4;82,2
Ningún perceptor;2;2017T3;72,1
Ningún perceptor;2;2017T2;76,3
Ningún perceptor;2;2017T1;98,6
Ningún perceptor;2;2016T4;86
Ningún perceptor;2;2016T3;103,6
Ningún perceptor;2;2016T2;117,7
Ningún perceptor;2;2016T1;115,3
Ningún perceptor;2;2015T4;126,6
Ningún perceptor;2;2015T3;126,7
Ningún perceptor;2;2015T2;153,2
Ningún perceptor;2;2015T1;142,6
Ningún perceptor;2;2014T4;142,3
Ningún perceptor;2;2014T3;125,8
Ningún perceptor;2;2014T2;127,1
Ningún perceptor;2;2014T1;127
Ningún perceptor;2;2013T4;136
Ningún perceptor;2;2013T3;122,2
Ningún perceptor;2;2013T2;126,2
Ningún perceptor;2;2013T1;135
Ningún perceptor;2;2012T4;130,6
Ningún perceptor;2;2012T3;122,8
Ningún perceptor;2;2012T2;119,7
Ningún perceptor;2;2012T1;120,7
Ningún perceptor;2;2011T4;99,5
Ningún perceptor;2;2011T3;95,7
Ningún perceptor;2;2011T2;84
Ningún perceptor;2;2011T1;72,8
Ningún perceptor;2;2010T4;77,1
Ningún perceptor;2;2010T3;66,8
Ningún perceptor;2;2010T2;70
Ningún perceptor;2;2010T1;65,7
Ningún perceptor;2;2009T4;66,1
Ningún perceptor;2;2009T3;73,3
Ningún perceptor;2;2009T2;55,9
Ningún perceptor;2;2009T1;65,3
Ningún perceptor;2;2008T4;58,4
Ningún perceptor;2;2008T3;43,1
Ningún perceptor;2;2008T2;35,7
Ningún perceptor;2;2008T1;26
Ningún perceptor;2;2007T4;20,6
Ningún perceptor;2;2007T3;19,5
Ningún perceptor;2;2007T2;14,7
Ningún perceptor;2;2007T1;19,9
Ningún perceptor;2;2006T4;21,8
Ningún perceptor;2;2006T3;15,4
Ningún perceptor;2;2006T2;20,8
Ningún perceptor;2;2006T1;20,9
Ningún perceptor;2;2005T4;17,9
Ningún perceptor;2;2005T3;17,8
Ningún perceptor;2;2005T2;18,1
Ningún perceptor;2;2005T1;27,9
Ningún perceptor;2;2004T4;27,9
Ningún perceptor;2;2004T3;24,2
Ningún perceptor;2;2004T2;30,8
Ningún perceptor;2;2004T1;36,2
Ningún perceptor;2;2003T4;38,4
Ningún perceptor;2;2003T3;36,5
Ningún perceptor;2;2003T2;23,9
Ningún perceptor;2;2003T1;30
Ningún perceptor;2;2002T4;27,3
Ningún perceptor;2;2002T3;31,7
Ningún perceptor;2;2002T2;27,4
Ningún perceptor;2;2002T1;33,3
Ningún perceptor;3;2025T4;4,3
Ningún perceptor;3;2025T3;6
Ningún perceptor;3;2025T2;4,1
Ningún perceptor;3;2025T1;6,2
Ningún perceptor;3;2024T4;7
Ningún perceptor;3;2024T3;7,7
Ningún perceptor;3;2024T2;1,4
Ningún perceptor;3;2024T1;3,5
Ningún perceptor;3;2023T4;5
Ningún perceptor;3;2023T3;6,9
Ningún perceptor;3;2023T2;2,6
Ningún perceptor;3;2023T1;6,4
Ningún perceptor;3;2022T4;11,4
Ningún perceptor;3;2022T3;5,5
Ningún perceptor;3;2022T2;2,4
Ningún perceptor;3;2022T1;6,4
Ningún perceptor;3;2021T4;10,5
Ningún perceptor;3;2021T3;11,8
Ningún perceptor;3;2021T2;10,2
Ningún perceptor;3;2021T1;13,7
Ningún perceptor;3;2020T4;10,9
Ningún perceptor;3;2020T3;11,2
Ningún perceptor;3;2020T2;7,7
Ningún perceptor;3;2020T1;8,2
Ningún perceptor;3;2019T4;6,1
Ningún perceptor;3;2019T3;7
Ningún perceptor;3;2019T2;6,2
Ningún perceptor;3;2019T1;7,8
Ningún perceptor;3;2018T4;8,4
Ningún perceptor;3;2018T3;8,6
Ningún perceptor;3;2018T2;7,8
Ningún perceptor;3;2018T1;10,2
Ningún perceptor;3;2017T4;10,2
Ningún perceptor;3;2017T3;10,8
Ningún perceptor;3;2017T2;11,8
Ningún perceptor;3;2017T1;11,4
Ningún perceptor;3;2016T4;12
Ningún perceptor;3;2016T3;13,8
Ningún perceptor;3;2016T2;15,3
Ningún perceptor;3;2016T1;16,2
Ningún perceptor;3;2015T4;12
Ningún perceptor;3;2015T3;19,3
Ningún perceptor;3;2015T2;26
Ningún perceptor;3;2015T1;25
Ningún perceptor;3;2014T4;18,1
Ningún perceptor;3;2014T3;19
Ningún perceptor;3;2014T2;18
Ningún perceptor;3;2014T1;21,8
Ningún perceptor;3;2013T4;17,3
Ningún perceptor;3;2013T3;15,6
Ningún perceptor;3;2013T2;15,6
Ningún perceptor;3;2013T1;19,1
Ningún perceptor;3;2012T4;14,7
Ningún perceptor;3;2012T3;15,4
Ningún perceptor;3;2012T2;16,4
Ningún perceptor;3;2012T1;18,3
Ningún perceptor;3;2011T4;12,4
Ningún perceptor;3;2011T3;12,4
Ningún perceptor;3;2011T2;19,1
Ningún perceptor;3;2011T1;16
Ningún perceptor;3;2010T4;8,2
Ningún perceptor;3;2010T3;15,2
Ningún perceptor;3;2010T2;8,9
Ningún perceptor;3;2010T1;13
Ningún perceptor;3;2009T4;8,5
Ningún perceptor;3;2009T3;11,3
Ningún perceptor;3;2009T2;10
Ningún perceptor;3;2009T1;12,9
Ningún perceptor;3;2008T4;7,4
Ningún perceptor;3;2008T3;4,4
Ningún perceptor;3;2008T2;1,3
Ningún perceptor;3;2008T1;4,1
Ningún perceptor;3;2007T4;4,1
Ningún perceptor;3;2007T3;2,9
Ningún perceptor;3;2007T2;2,2
Ningún perceptor;3;2007T1;2,7
Ningún perceptor;3;2006T4;1,5
Ningún perceptor;3;2006T3;1,3
Ningún perceptor;3;2006T2;4,1
Ningún perceptor;3;2006T1;4,4
Ningún perceptor;3;2005T4;3,4
Ningún perceptor;3;2005T3;1,4
Ningún perceptor;3;2005T2;2,3
Ningún perceptor;3;2005T1;5,7
Ningún perceptor;3;2004T4;4
Ningún perceptor;3;2004T3;2,9
Ningún perceptor;3;2004T2;3,7
Ningún perceptor;3;2004T1;4,8
Ningún perceptor;3;2003T4;5,3
Ningún perceptor;3;2003T3;6,8
Ningún perceptor;3;2003T2;5,5
Ningún perceptor;3;2003T1;4,3
Ningún perceptor;3;2002T4;3,8
Ningún perceptor;3;2002T3;3,1
Ningún perceptor;3;2002T2;6,2
Ningún perceptor;3;2002T1;2,5
Ningún perceptor;4;2025T4;..
Ningún perceptor;4;2025T3;0,7
Ningún perceptor;4;2025T2;1,5
Ningún perceptor;4;2025T1;1,4
Ningún perceptor;4;2024T4;0,9
Ningún perceptor;4;2024T3;0,7
Ningún perceptor;4;2024T2;2,5
Ningún perceptor;4;2024T1;0,6
Ningún perceptor;4;2023T4;2,5
Ningún perceptor;4;2023T3;0,5
Ningún perceptor;4;2023T2;0,5
Ningún perceptor;4;2023T1;0,9
Ningún perceptor;4;2022T4;1,7
Ningún perceptor;4;2022T3;1,3
Ningún perceptor;4;2022T2;1
Ningún perceptor;4;2022T1;4,7
Ningún perceptor;4;2021T4;0,2
Ningún perceptor;4;2021T3;3
Ningún perceptor;4;2021T2;0,8
Ningún perceptor;4;2021T1;1,6
Ningún perceptor;4;2020T4;0,3
Ningún perceptor;4;2020T3;1,9
Ningún perceptor;4;2020T2;1,9
Ningún perceptor;4;2020T1;0,7
Ningún perceptor;4;2019T4;1,2
Ningún perceptor;4;2019T3;0,1
Ningún perceptor;4;2019T2;1
Ningún perceptor;4;2019T1;0,6
Ningún perceptor;4;2018T4;1,3
Ningún perceptor;4;2018T3;1
Ningún perceptor;4;2018T2;2,4
Ningún perceptor;4;2018T1;2,2
Ningún perceptor;4;2017T4;0,4
Ningún perceptor;4;2017T3;0,2
Ningún perceptor;4;2017T2;2,5
Ningún perceptor;4;2017T1;1,9
Ningún perceptor;4;2016T4;3,3
Ningún perceptor;4;2016T3;1,9
Ningún perceptor;4;2016T2;2,4
Ningún perceptor;4;2016T1;2,1
Ningún perceptor;4;2015T4;4,4
Ningún perceptor;4;2015T3;4,1
Ningún perceptor;4;2015T2;6,6
Ningún perceptor;4;2015T1;6,9
Ningún perceptor;4;2014T4;4,2
Ningún perceptor;4;2014T3;4,7
Ningún perceptor;4;2014T2;4,6
Ningún perceptor;4;2014T1;4,1
Ningún perceptor;4;2013T4;4,7
Ningún perceptor;4;2013T3;2,9
Ningún perceptor;4;2013T2;3,9
Ningún perceptor;4;2013T1;4,5
Ningún perceptor;4;2012T4;4,1
Ningún perceptor;4;2012T3;2,6
Ningún perceptor;4;2012T2;4,6
Ningún perceptor;4;2012T1;2,7
Ningún perceptor;4;2011T4;2,3
Ningún perceptor;4;2011T3;2,6
Ningún perceptor;4;2011T2;2,8
Ningún perceptor;4;2011T1;2,8
Ningún perceptor;4;2010T4;2,3
Ningún perceptor;4;2010T3;1,7
Ningún perceptor;4;2010T2;2,8
Ningún perceptor;4;2010T1;3,3
Ningún perceptor;4;2009T4;2,3
Ningún perceptor;4;2009T3;2,2
Ningún perceptor;4;2009T2;1,8
Ningún perceptor;4;2009T1;1,9
Ningún perceptor;4;2008T4;0,9
Ningún perceptor;4;2008T3;1,9
Ningún perceptor;4;2008T2;1,1
Ningún perceptor;4;2008T1;0,4
Ningún perceptor;4;2007T4;0,6
Ningún perceptor;4;2007T3;0,3
Ningún perceptor;4;2007T2;1
Ningún perceptor;4;2007T1;0,7
Ningún perceptor;4;2006T4;0,3
Ningún perceptor;4;2006T3;0,5
Ningún perceptor;4;2006T2;0,2
Ningún perceptor;4;2006T1;0,2
Ningún perceptor;4;2005T4;0,2
Ningún perceptor;4;2005T3;0,2
Ningún perceptor;4;2005T2;..
Ningún perceptor;4;2005T1;..
Ningún perceptor;4;2004T4;..
Ningún perceptor;4;2004T3;1,1
Ningún perceptor;4;2004T2;0,9
Ningún perceptor;4;2004T1;0,5
Ningún perceptor;4;2003T4;0,2
Ningún perceptor;4;2003T3;1,2
Ningún perceptor;4;2003T2;0,4
Ningún perceptor;4;2003T1;0,3
Ningún perceptor;4;2002T4;0,6
Ningún perceptor;4;2002T3;2,1
Ningún perceptor;4;2002T2;..
Ningún perceptor;4;2002T1;0,8
Ningún perceptor;5 y más;2025T4;..
Ningún perceptor;5 y más;2025T3;0,7
Ningún perceptor;5 y más;2025T2;..
Ningún perceptor;5 y más;2025T1;..
Ningún perceptor;5 y más;2024T4;..
Ningún perceptor;5 y más;2024T3;..
Ningún perceptor;5 y más;2024T2;..
Ningún perceptor;5 y más;2024T1;..
Ningún perceptor;5 y más;2023T4;..
Ningún perceptor;5 y más;2023T3;..
Ningún perceptor;5 y más;2023T2;..
Ningún perceptor;5 y más;2023T1;3
Ningún perceptor;5 y más;2022T4;0,7
Ningún perceptor;5 y más;2022T3;0,7
Ningún perceptor;5 y más;2022T2;..
Ningún perceptor;5 y más;2022T1;..
Ningún perceptor;5 y más;2021T4;..
Ningún perceptor;5 y más;2021T3;1,8
Ningún perceptor;5 y más;2021T2;..
Ningún perceptor;5 y más;2021T1;..
Ningún perceptor;5 y más;2020T4;2,9
Ningún perceptor;5 y más;2020T3;..
Ningún perceptor;5 y más;2020T2;0,8
Ningún perceptor;5 y más;2020T1;..
Ningún perceptor;5 y más;2019T4;..
Ningún perceptor;5 y más;2019T3;0,1
Ningún perceptor;5 y más;2019T2;..
Ningún perceptor;5 y más;2019T1;0,1
Ningún perceptor;5 y más;2018T4;0,4
Ningún perceptor;5 y más;2018T3;0,5
Ningún perceptor;5 y más;2018T2;..
Ningún perceptor;5 y más;2018T1;..
Ningún perceptor;5 y más;2017T4;0,2
Ningún perceptor;5 y más;2017T3;0,2
Ningún perceptor;5 y más;2017T2;0,2
Ningún perceptor;5 y más;2017T1;0,2
Ningún perceptor;5 y más;2016T4;0,5
Ningún perceptor;5 y más;2016T3;0,6
Ningún perceptor;5 y más;2016T2;0,4
Ningún perceptor;5 y más;2016T1;0,9
Ningún perceptor;5 y más;2015T4;2,1
Ningún perceptor;5 y más;2015T3;1,7
Ningún perceptor;5 y más;2015T2;0,3
Ningún perceptor;5 y más;2015T1;2,4
Ningún perceptor;5 y más;2014T4;1,5
Ningún perceptor;5 y más;2014T3;0,8
Ningún perceptor;5 y más;2014T2;0,8
Ningún perceptor;5 y más;2014T1;0,3
Ningún perceptor;5 y más;2013T4;0,6
Ningún perceptor;5 y más;2013T3;3,5
Ningún perceptor;5 y más;2013T2;0,6
Ningún perceptor;5 y más;2013T1;2,7
Ningún perceptor;5 y más;2012T4;1,3
Ningún perceptor;5 y más;2012T3;0,8
Ningún perceptor;5 y más;2012T2;0,4
Ningún perceptor;5 y más;2012T1;0,9
Ningún perceptor;5 y más;2011T4;1
Ningún perceptor;5 y más;2011T3;0,7
Ningún perceptor;5 y más;2011T2;1,1
Ningún perceptor;5 y más;2011T1;0,6
Ningún perceptor;5 y más;2010T4;0,6
Ningún perceptor;5 y más;2010T3;0,7
Ningún perceptor;5 y más;2010T2;0,7
Ningún perceptor;5 y más;2010T1;0,5
Ningún perceptor;5 y más;2009T4;0,2
Ningún perceptor;5 y más;2009T3;0,8
Ningún perceptor;5 y más;2009T2;0,4
Ningún perceptor;5 y más;2009T1;1,2
Ningún perceptor;5 y más;2008T4;0,4
Ningún perceptor;5 y más;2008T3;0,6
Ningún perceptor;5 y más;2008T2;..
Ningún perceptor;5 y más;2008T1;..
Ningún perceptor;5 y más;2007T4;..
Ningún perceptor;5 y más;2007T3;..
Ningún perceptor;5 y más;2007T2;..
Ningún perceptor;5 y más;2007T1;..
Ningún perceptor;5 y más;2006T4;..
Ningún perceptor;5 y más;2006T3;..
Ningún perceptor;5 y más;2006T2;..
Ningún perceptor;5 y más;2006T1;0,4
Ningún perceptor;5 y más;2005T4;..
Ningún perceptor;5 y más;2005T3;..
Ningún perceptor;5 y más;2005T2;..
Ningún perceptor;5 y más;2005T1;..
Ningún perceptor;5 y más;2004T4;..
Ningún perceptor;5 y más;2004T3;1,4
Ningún perceptor;5 y más;2004T2;0,9
Ningún perceptor;5 y más;2004T1;0,9
Ningún perceptor;5 y más;2003T4;..
Ningún perceptor;5 y más;2003T3;..
Ningún perceptor;5 y más;2003T2;..
Ningún perceptor;5 y más;2003T1;..
Ningún perceptor;5 y más;2002T4;..
Ningún perceptor;5 y más;2002T3;..
Ningún perceptor;5 y más;2002T2;..
Ningún perceptor;5 y más;2002T1;..
Un perceptor;Total;2025T4;4.076,4
Un perceptor;Total;2025T3;4.007,7
Un perceptor;Total;2025T2;4.064,7
Un perceptor;Total;2025T1;4.141,3
Un perceptor;Total;2024T4;4.102,7
Un perceptor;Total;2024T3;4.017,1
Un perceptor;Total;2024T2;4.046,2
Un perceptor;Total;2024T1;4.151,4
Un perceptor;Total;2023T4;4.066,3
Un perceptor;Total;2023T3;4.081
Un perceptor;Total;2023T2;4.120,9
Un perceptor;Total;2023T1;4.201,8
Un perceptor;Total;2022T4;4.191,9
Un perceptor;Total;2022T3;4.113
Un perceptor;Total;2022T2;4.143,5
Un perceptor;Total;2022T1;4.161,7
Un perceptor;Total;2021T4;4.137,1
Un perceptor;Total;2021T3;4.122,3
Un perceptor;Total;2021T2;4.140,8
Un perceptor;Total;2021T1;4.182,8
Un perceptor;Total;2020T4;4.229,3
Un perceptor;Total;2020T3;4.238,9
Un perceptor;Total;2020T2;4.308,3
Un perceptor;Total;2020T1;4.140,8
Un perceptor;Total;2019T4;4.086,8
Un perceptor;Total;2019T3;4.143
Un perceptor;Total;2019T2;4.136,8
Un perceptor;Total;2019T1;4.206,6
Un perceptor;Total;2018T4;4.182,6
Un perceptor;Total;2018T3;4.202,7
Un perceptor;Total;2018T2;4.178,9
Un perceptor;Total;2018T1;4.280,6
Un perceptor;Total;2017T4;4.256,1
Un perceptor;Total;2017T3;4.213,4
Un perceptor;Total;2017T2;4.294,8
Un perceptor;Total;2017T1;4.336,8
Un perceptor;Total;2016T4;4.338,6
Un perceptor;Total;2016T3;4.332,6
Un perceptor;Total;2016T2;4.343,8
Un perceptor;Total;2016T1;4.364,1
Un perceptor;Total;2015T4;4.357,1
Un perceptor;Total;2015T3;4.365,1
Un perceptor;Total;2015T2;4.365,5
Un perceptor;Total;2015T1;4.428,2
Un perceptor;Total;2014T4;4.414,8
Un perceptor;Total;2014T3;4.488
Un perceptor;Total;2014T2;4.460
Un perceptor;Total;2014T1;4.514,6
Un perceptor;Total;2013T4;4.444,3
Un perceptor;Total;2013T3;4.409,5
Un perceptor;Total;2013T2;4.419,2
Un perceptor;Total;2013T1;4.419,4
Un perceptor;Total;2012T4;4.364,3
Un perceptor;Total;2012T3;4.255
Un perceptor;Total;2012T2;4.245,8
Un perceptor;Total;2012T1;4.232,2
Un perceptor;Total;2011T4;4.092,5
Un perceptor;Total;2011T3;3.993,8
Un perceptor;Total;2011T2;3.916,5
Un perceptor;Total;2011T1;3.944,7
Un perceptor;Total;2010T4;3.891,1
Un perceptor;Total;2010T3;3.889,8
Un perceptor;Total;2010T2;3.875,8
Un perceptor;Total;2010T1;3.877,3
Un perceptor;Total;2009T4;3.826,6
Un perceptor;Total;2009T3;3.710,7
Un perceptor;Total;2009T2;3.658,9
Un perceptor;Total;2009T1;3.644,5
Un perceptor;Total;2008T4;3.490,9
Un perceptor;Total;2008T3;3.374,2
Un perceptor;Total;2008T2;3.323,8
Un perceptor;Total;2008T1;3.356
Un perceptor;Total;2007T4;3.320,6
Un perceptor;Total;2007T3;3.261,7
Un perceptor;Total;2007T2;3.265,6
Un perceptor;Total;2007T1;3.272,1
Un perceptor;Total;2006T4;3.240,2
Un perceptor;Total;2006T3;3.227,4
Un perceptor;Total;2006T2;3.194
Un perceptor;Total;2006T1;3.188,1
Un perceptor;Total;2005T4;3.145,9
Un perceptor;Total;2005T3;3.108,5
Un perceptor;Total;2005T2;3.122,6
Un perceptor;Total;2005T1;3.129,1
Un perceptor;Total;2004T4;3.278,3
Un perceptor;Total;2004T3;3.261,1
Un perceptor;Total;2004T2;3.243
Un perceptor;Total;2004T1;3.229,1
Un perceptor;Total;2003T4;3.211,8
Un perceptor;Total;2003T3;3.172,5
Un perceptor;Total;2003T2;3.158,4
Un perceptor;Total;2003T1;3.157,2
Un perceptor;Total;2002T4;3.183,6
Un perceptor;Total;2002T3;3.178,4
Un perceptor;Total;2002T2;3.140,8
Un perceptor;Total;2002T1;3.191,3
Un perceptor;0;2025T4;3.677,7
Un perceptor;0;2025T3;3.626,6
Un perceptor;0;2025T2;3.670,8
Un perceptor;0;2025T1;3.694,4
Un perceptor;0;2024T4;3.684,5
Un perceptor;0;2024T3;3.608,2
Un perceptor;0;2024T2;3.613,8
Un perceptor;0;2024T1;3.667,2
Un perceptor;0;2023T4;3.585,5
Un perceptor;0;2023T3;3.628,1
Un perceptor;0;2023T2;3.654,5
Un perceptor;0;2023T1;3.642,2
Un perceptor;0;2022T4;3.656,5
Un perceptor;0;2022T3;3.621,3
Un perceptor;0;2022T2;3.649
Un perceptor;0;2022T1;3.637
Un perceptor;0;2021T4;3.627,9
Un perceptor;0;2021T3;3.568,9
Un perceptor;0;2021T2;3.586,8
Un perceptor;0;2021T1;3.599,4
Un perceptor;0;2020T4;3.640,5
Un perceptor;0;2020T3;3.645,1
Un perceptor;0;2020T2;3.748,7
Un perceptor;0;2020T1;3.624,5
Un perceptor;0;2019T4;3.601,9
Un perceptor;0;2019T3;3.655,9
Un perceptor;0;2019T2;3.641,6
Un perceptor;0;2019T1;3.679,8
Un perceptor;0;2018T4;3.669,4
Un perceptor;0;2018T3;3.676,6
Un perceptor;0;2018T2;3.634,2
Un perceptor;0;2018T1;3.659,6
Un perceptor;0;2017T4;3.642
Un perceptor;0;2017T3;3.618,3
Un perceptor;0;2017T2;3.647,9
Un perceptor;0;2017T1;3.638,3
Un perceptor;0;2016T4;3.644,4
Un perceptor;0;2016T3;3.612,5
Un perceptor;0;2016T2;3.609,6
Un perceptor;0;2016T1;3.570,4
Un perceptor;0;2015T4;3.594,5
Un perceptor;0;2015T3;3.587,6
Un perceptor;0;2015T2;3.554,9
Un perceptor;0;2015T1;3.533,9
Un perceptor;0;2014T4;3.524,7
Un perceptor;0;2014T3;3.571,1
Un perceptor;0;2014T2;3.530,3
Un perceptor;0;2014T1;3.523,3
Un perceptor;0;2013T4;3.499,2
Un perceptor;0;2013T3;3.469,1
Un perceptor;0;2013T2;3.446
Un perceptor;0;2013T1;3.419,1
Un perceptor;0;2012T4;3.399,2
Un perceptor;0;2012T3;3.347,3
Un perceptor;0;2012T2;3.312,2
Un perceptor;0;2012T1;3.302
Un perceptor;0;2011T4;3.285,4
Un perceptor;0;2011T3;3.281
Un perceptor;0;2011T2;3.234,4
Un perceptor;0;2011T1;3.256,4
Un perceptor;0;2010T4;3.230,5
Un perceptor;0;2010T3;3.238
Un perceptor;0;2010T2;3.220,3
Un perceptor;0;2010T1;3.223,3
Un perceptor;0;2009T4;3.218
Un perceptor;0;2009T3;3.165,8
Un perceptor;0;2009T2;3.120,9
Un perceptor;0;2009T1;3.112,1
Un perceptor;0;2008T4;3.102,9
Un perceptor;0;2008T3;3.062,5
Un perceptor;0;2008T2;3.079,7
Un perceptor;0;2008T1;3.098,8
Un perceptor;0;2007T4;3.115
Un perceptor;0;2007T3;3.072,3
Un perceptor;0;2007T2;3.079,3
Un perceptor;0;2007T1;3.060,9
Un perceptor;0;2006T4;3.053,3
Un perceptor;0;2006T3;3.037,8
Un perceptor;0;2006T2;2.997,1
Un perceptor;0;2006T1;2.986,3
Un perceptor;0;2005T4;2.944,5
Un perceptor;0;2005T3;2.921,8
Un perceptor;0;2005T2;2.893,1
Un perceptor;0;2005T1;2.899
Un perceptor;0;2004T4;3.036
Un perceptor;0;2004T3;2.999,7
Un perceptor;0;2004T2;2.978,2
Un perceptor;0;2004T1;2.969,5
Un perceptor;0;2003T4;2.955,8
Un perceptor;0;2003T3;2.920,3
Un perceptor;0;2003T2;2.914,8
Un perceptor;0;2003T1;2.882,7
Un perceptor;0;2002T4;2.922,9
Un perceptor;0;2002T3;2.922,6
Un perceptor;0;2002T2;2.890,9
Un perceptor;0;2002T1;2.936,5
Un perceptor;1;2025T4;347,9
Un perceptor;1;2025T3;327,8
Un perceptor;1;2025T2;324,7
Un perceptor;1;2025T1;373,5
Un perceptor;1;2024T4;350
Un perceptor;1;2024T3;350
Un perceptor;1;2024T2;368,9
Un perceptor;1;2024T1;397,2
Un perceptor;1;2023T4;400,4
Un perceptor;1;2023T3;370,5
Un perceptor;1;2023T2;397,5
Un perceptor;1;2023T1;456,6
Un perceptor;1;2022T4;440,8
Un perceptor;1;2022T3;393,2
Un perceptor;1;2022T2;413
Un perceptor;1;2022T1;421,8
Un perceptor;1;2021T4;402,7
Un perceptor;1;2021T3;439,4
Un perceptor;1;2021T2;428,5
Un perceptor;1;2021T1;464,1
