Ocupación CNO-11;Sexo;Unidad;Periodo;Total
1 Directores y gerentes;Hombres;Valor absoluto;2023T2;13
1 Directores y gerentes;Hombres;Valor absoluto;2023T1;21,6
1 Directores y gerentes;Hombres;Valor absoluto;2022T4;20
1 Directores y gerentes;Hombres;Valor absoluto;2022T3;13,2
1 Directores y gerentes;Hombres;Valor absoluto;2022T2;22,3
1 Directores y gerentes;Hombres;Valor absoluto;2022T1;19,4
1 Directores y gerentes;Hombres;Valor absoluto;2021T4;15,6
1 Directores y gerentes;Hombres;Valor absoluto;2021T3;8,8
1 Directores y gerentes;Hombres;Valor absoluto;2021T2;15,9
1 Directores y gerentes;Hombres;Valor absoluto;2021T1;19
1 Directores y gerentes;Hombres;Valor absoluto;2020T4;13,1
1 Directores y gerentes;Hombres;Valor absoluto;2020T3;17
1 Directores y gerentes;Hombres;Valor absoluto;2020T2;24,2
1 Directores y gerentes;Hombres;Valor absoluto;2020T1;14,9
1 Directores y gerentes;Hombres;Valor absoluto;2019T4;18,6
1 Directores y gerentes;Hombres;Valor absoluto;2019T3;17,8
1 Directores y gerentes;Hombres;Valor absoluto;2019T2;12
1 Directores y gerentes;Hombres;Valor absoluto;2019T1;14,8
1 Directores y gerentes;Hombres;Valor absoluto;2018T4;16,4
1 Directores y gerentes;Hombres;Valor absoluto;2018T3;14,2
1 Directores y gerentes;Hombres;Valor absoluto;2018T2;19,5
1 Directores y gerentes;Hombres;Valor absoluto;2018T1;18,7
1 Directores y gerentes;Hombres;Valor absoluto;2017T4;18,6
1 Directores y gerentes;Hombres;Valor absoluto;2017T3;15,6
1 Directores y gerentes;Hombres;Valor absoluto;2017T2;13,2
1 Directores y gerentes;Hombres;Valor absoluto;2017T1;13,9
1 Directores y gerentes;Hombres;Valor absoluto;2016T4;15,1
1 Directores y gerentes;Hombres;Valor absoluto;2016T3;17,4
1 Directores y gerentes;Hombres;Valor absoluto;2016T2;18
1 Directores y gerentes;Hombres;Valor absoluto;2016T1;19,4
1 Directores y gerentes;Hombres;Valor absoluto;2015T4;14,8
1 Directores y gerentes;Hombres;Valor absoluto;2015T3;14,3
1 Directores y gerentes;Hombres;Valor absoluto;2015T2;16,2
1 Directores y gerentes;Hombres;Valor absoluto;2015T1;12,1
1 Directores y gerentes;Hombres;Valor absoluto;2014T4;10,9
1 Directores y gerentes;Hombres;Valor absoluto;2014T3;12,8
1 Directores y gerentes;Hombres;Valor absoluto;2014T2;17,7
1 Directores y gerentes;Hombres;Valor absoluto;2014T1;22,9
1 Directores y gerentes;Hombres;Valor absoluto;2013T4;18,3
1 Directores y gerentes;Hombres;Valor absoluto;2013T3;15,4
1 Directores y gerentes;Hombres;Valor absoluto;2013T2;22,2
1 Directores y gerentes;Hombres;Valor absoluto;2013T1;23,7
1 Directores y gerentes;Hombres;Valor absoluto;2012T4;13,8
1 Directores y gerentes;Hombres;Valor absoluto;2012T3;17,6
1 Directores y gerentes;Hombres;Valor absoluto;2012T2;17,8
1 Directores y gerentes;Hombres;Valor absoluto;2012T1;19,4
1 Directores y gerentes;Hombres;Valor absoluto;2011T4;20
1 Directores y gerentes;Hombres;Valor absoluto;2011T3;18,2
1 Directores y gerentes;Hombres;Valor absoluto;2011T2;18,9
1 Directores y gerentes;Hombres;Valor absoluto;2011T1;21,5
1 Directores y gerentes;Hombres;Porcentaje;2025T4;0,3
1 Directores y gerentes;Hombres;Porcentaje;2025T3;0,2
1 Directores y gerentes;Hombres;Porcentaje;2025T2;0,3
1 Directores y gerentes;Hombres;Porcentaje;2025T1;0,2
1 Directores y gerentes;Hombres;Porcentaje;2024T4;0,2
1 Directores y gerentes;Hombres;Porcentaje;2024T3;0,3
1 Directores y gerentes;Hombres;Porcentaje;2024T2;0,3
1 Directores y gerentes;Hombres;Porcentaje;2024T1;0,3
1 Directores y gerentes;Hombres;Porcentaje;2023T4;0,2
1 Directores y gerentes;Hombres;Porcentaje;2023T3;0,3
1 Directores y gerentes;Hombres;Porcentaje;2023T2;0,2
1 Directores y gerentes;Hombres;Porcentaje;2023T1;0,4
1 Directores y gerentes;Hombres;Porcentaje;2022T4;0,4
1 Directores y gerentes;Hombres;Porcentaje;2022T3;0,2
1 Directores y gerentes;Hombres;Porcentaje;2022T2;0,4
1 Directores y gerentes;Hombres;Porcentaje;2022T1;0,3
1 Directores y gerentes;Hombres;Porcentaje;2021T4;0,3
1 Directores y gerentes;Hombres;Porcentaje;2021T3;0,2
1 Directores y gerentes;Hombres;Porcentaje;2021T2;0,3
1 Directores y gerentes;Hombres;Porcentaje;2021T1;0,3
1 Directores y gerentes;Hombres;Porcentaje;2020T4;0,2
1 Directores y gerentes;Hombres;Porcentaje;2020T3;0,3
1 Directores y gerentes;Hombres;Porcentaje;2020T2;0,4
1 Directores y gerentes;Hombres;Porcentaje;2020T1;0,3
1 Directores y gerentes;Hombres;Porcentaje;2019T4;0,3
1 Directores y gerentes;Hombres;Porcentaje;2019T3;0,3
1 Directores y gerentes;Hombres;Porcentaje;2019T2;0,2
1 Directores y gerentes;Hombres;Porcentaje;2019T1;0,3
1 Directores y gerentes;Hombres;Porcentaje;2018T4;0,3
1 Directores y gerentes;Hombres;Porcentaje;2018T3;0,3
1 Directores y gerentes;Hombres;Porcentaje;2018T2;0,4
1 Directores y gerentes;Hombres;Porcentaje;2018T1;0,3
1 Directores y gerentes;Hombres;Porcentaje;2017T4;0,3
1 Directores y gerentes;Hombres;Porcentaje;2017T3;0,3
1 Directores y gerentes;Hombres;Porcentaje;2017T2;0,2
1 Directores y gerentes;Hombres;Porcentaje;2017T1;0,3
1 Directores y gerentes;Hombres;Porcentaje;2016T4;0,3
1 Directores y gerentes;Hombres;Porcentaje;2016T3;0,3
1 Directores y gerentes;Hombres;Porcentaje;2016T2;0,3
1 Directores y gerentes;Hombres;Porcentaje;2016T1;0,4
1 Directores y gerentes;Hombres;Porcentaje;2015T4;0,3
1 Directores y gerentes;Hombres;Porcentaje;2015T3;0,3
1 Directores y gerentes;Hombres;Porcentaje;2015T2;0,3
1 Directores y gerentes;Hombres;Porcentaje;2015T1;0,2
1 Directores y gerentes;Hombres;Porcentaje;2014T4;0,2
1 Directores y gerentes;Hombres;Porcentaje;2014T3;0,2
1 Directores y gerentes;Hombres;Porcentaje;2014T2;0,3
1 Directores y gerentes;Hombres;Porcentaje;2014T1;0,4
1 Directores y gerentes;Hombres;Porcentaje;2013T4;0,4
1 Directores y gerentes;Hombres;Porcentaje;2013T3;0,3
1 Directores y gerentes;Hombres;Porcentaje;2013T2;0,4
1 Directores y gerentes;Hombres;Porcentaje;2013T1;0,5
1 Directores y gerentes;Hombres;Porcentaje;2012T4;0,3
1 Directores y gerentes;Hombres;Porcentaje;2012T3;0,3
1 Directores y gerentes;Hombres;Porcentaje;2012T2;0,4
1 Directores y gerentes;Hombres;Porcentaje;2012T1;0,4
1 Directores y gerentes;Hombres;Porcentaje;2011T4;0,4
1 Directores y gerentes;Hombres;Porcentaje;2011T3;0,4
1 Directores y gerentes;Hombres;Porcentaje;2011T2;0,4
1 Directores y gerentes;Hombres;Porcentaje;2011T1;0,4
1 Directores y gerentes;Mujeres;Valor absoluto;2025T4;9,6
1 Directores y gerentes;Mujeres;Valor absoluto;2025T3;7
1 Directores y gerentes;Mujeres;Valor absoluto;2025T2;12,1
1 Directores y gerentes;Mujeres;Valor absoluto;2025T1;10,4
1 Directores y gerentes;Mujeres;Valor absoluto;2024T4;10,1
1 Directores y gerentes;Mujeres;Valor absoluto;2024T3;6,1
1 Directores y gerentes;Mujeres;Valor absoluto;2024T2;9,1
1 Directores y gerentes;Mujeres;Valor absoluto;2024T1;7,1
1 Directores y gerentes;Mujeres;Valor absoluto;2023T4;8,8
1 Directores y gerentes;Mujeres;Valor absoluto;2023T3;8
1 Directores y gerentes;Mujeres;Valor absoluto;2023T2;8,5
1 Directores y gerentes;Mujeres;Valor absoluto;2023T1;8,8
1 Directores y gerentes;Mujeres;Valor absoluto;2022T4;9
1 Directores y gerentes;Mujeres;Valor absoluto;2022T3;8,9
1 Directores y gerentes;Mujeres;Valor absoluto;2022T2;6,9
1 Directores y gerentes;Mujeres;Valor absoluto;2022T1;12,7
1 Directores y gerentes;Mujeres;Valor absoluto;2021T4;9,6
1 Directores y gerentes;Mujeres;Valor absoluto;2021T3;10,3
1 Directores y gerentes;Mujeres;Valor absoluto;2021T2;6,6
1 Directores y gerentes;Mujeres;Valor absoluto;2021T1;12,9
1 Directores y gerentes;Mujeres;Valor absoluto;2020T4;5
1 Directores y gerentes;Mujeres;Valor absoluto;2020T3;5,8
1 Directores y gerentes;Mujeres;Valor absoluto;2020T2;9,1
1 Directores y gerentes;Mujeres;Valor absoluto;2020T1;10,4
1 Directores y gerentes;Mujeres;Valor absoluto;2019T4;9,9
1 Directores y gerentes;Mujeres;Valor absoluto;2019T3;10,6
1 Directores y gerentes;Mujeres;Valor absoluto;2019T2;8,5
1 Directores y gerentes;Mujeres;Valor absoluto;2019T1;8,4
1 Directores y gerentes;Mujeres;Valor absoluto;2018T4;9,3
1 Directores y gerentes;Mujeres;Valor absoluto;2018T3;4
1 Directores y gerentes;Mujeres;Valor absoluto;2018T2;4
1 Directores y gerentes;Mujeres;Valor absoluto;2018T1;7,8
1 Directores y gerentes;Mujeres;Valor absoluto;2017T4;6,5
1 Directores y gerentes;Mujeres;Valor absoluto;2017T3;6,9
1 Directores y gerentes;Mujeres;Valor absoluto;2017T2;4,5
1 Directores y gerentes;Mujeres;Valor absoluto;2017T1;6,8
1 Directores y gerentes;Mujeres;Valor absoluto;2016T4;6,1
1 Directores y gerentes;Mujeres;Valor absoluto;2016T3;7
1 Directores y gerentes;Mujeres;Valor absoluto;2016T2;9,2
1 Directores y gerentes;Mujeres;Valor absoluto;2016T1;5,9
1 Directores y gerentes;Mujeres;Valor absoluto;2015T4;6,4
1 Directores y gerentes;Mujeres;Valor absoluto;2015T3;6,9
1 Directores y gerentes;Mujeres;Valor absoluto;2015T2;7
1 Directores y gerentes;Mujeres;Valor absoluto;2015T1;8,6
1 Directores y gerentes;Mujeres;Valor absoluto;2014T4;6,8
1 Directores y gerentes;Mujeres;Valor absoluto;2014T3;6,1
1 Directores y gerentes;Mujeres;Valor absoluto;2014T2;8,2
1 Directores y gerentes;Mujeres;Valor absoluto;2014T1;5,4
1 Directores y gerentes;Mujeres;Valor absoluto;2013T4;5,1
1 Directores y gerentes;Mujeres;Valor absoluto;2013T3;5,4
1 Directores y gerentes;Mujeres;Valor absoluto;2013T2;5,8
1 Directores y gerentes;Mujeres;Valor absoluto;2013T1;5,5
1 Directores y gerentes;Mujeres;Valor absoluto;2012T4;5,6
1 Directores y gerentes;Mujeres;Valor absoluto;2012T3;4,1
1 Directores y gerentes;Mujeres;Valor absoluto;2012T2;9,1
1 Directores y gerentes;Mujeres;Valor absoluto;2012T1;10,4
1 Directores y gerentes;Mujeres;Valor absoluto;2011T4;7,3
1 Directores y gerentes;Mujeres;Valor absoluto;2011T3;9,4
1 Directores y gerentes;Mujeres;Valor absoluto;2011T2;8
1 Directores y gerentes;Mujeres;Valor absoluto;2011T1;10,6
1 Directores y gerentes;Mujeres;Porcentaje;2025T4;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2025T3;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2025T2;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2025T1;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2024T4;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2024T3;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2024T2;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2024T1;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2023T4;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2023T3;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2023T2;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2023T1;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2022T4;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2022T3;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2022T2;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2022T1;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2021T4;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2021T3;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2021T2;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2021T1;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2020T4;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2020T3;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2020T2;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2020T1;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2019T4;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2019T3;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2019T2;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2019T1;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2018T4;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2018T3;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2018T2;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2018T1;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2017T4;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2017T3;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2017T2;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2017T1;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2016T4;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2016T3;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2016T2;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2016T1;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2015T4;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2015T3;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2015T2;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2015T1;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2014T4;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2014T3;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2014T2;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2014T1;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2013T4;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2013T3;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2013T2;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2013T1;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2012T4;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2012T3;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2012T2;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2012T1;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2011T4;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2011T3;0,2
1 Directores y gerentes;Mujeres;Porcentaje;2011T2;0,1
1 Directores y gerentes;Mujeres;Porcentaje;2011T1;0,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2025T4;190,5
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2025T3;221,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2025T2;170,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2025T1;170,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2024T4;163,9
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2024T3;215
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2024T2;159,7
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2024T1;166,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2023T4;156,1
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2023T3;181,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2023T2;148,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2023T1;153,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2022T4;152,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2022T3;186,8
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2022T2;149,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2022T1;143,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2021T4;140,6
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2021T3;193,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2021T2;147,7
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2021T1;161,7
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2020T4;144,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2020T3;174,5
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2020T2;212,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2020T1;151,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2019T4;150,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2019T3;196,9
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2019T2;158,5
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2019T1;138,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2018T4;140,1
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2018T3;157,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2018T2;123,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2018T1;112,6
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2017T4;112
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2017T3;142,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2017T2;110,7
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2017T1;105,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2016T4;110,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2016T3;144,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2016T2;119,7
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2016T1;104,9
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2015T4;97,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2015T3;129,6
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2015T2;99
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2015T1;105,1
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2014T4;90,9
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2014T3;121,6
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2014T2;97,7
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2014T1;96,5
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2013T4;98,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2013T3;124,6
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2013T2;105,5
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2013T1;104,6
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2012T4;95,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2012T3;124
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2012T2;100,8
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2012T1;105,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2011T4;102,5
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2011T3;110,7
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2011T2;96
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Valor absoluto;2011T1;99,5
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2025T4;1,5
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2025T3;1,8
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2025T2;1,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2025T1;1,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2024T4;1,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2024T3;1,7
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2024T2;1,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2024T1;1,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2023T4;1,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2023T3;1,5
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2023T2;1,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2023T1;1,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2022T4;1,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2022T3;1,6
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2022T2;1,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2022T1;1,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2021T4;1,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2021T3;1,6
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2021T2;1,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2021T1;1,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2020T4;1,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2020T3;1,4
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2020T2;1,6
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2020T1;1,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2019T4;1,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2019T3;1,7
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2019T2;1,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2019T1;1,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2018T4;1,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2018T3;1,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2018T2;1,1
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2018T1;1
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2017T4;1
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2017T3;1,2
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2017T2;1
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2017T1;0,9
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2016T4;1
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2016T3;1,3
2 Técnicos y profesionales científicos e intelectuales;Ambos sexos;Porcentaje;2016T2;1,1
