Ocupación CNO-11;Sexo;Unidad;Periodo;Total
9 Ocupaciones elementales;Mujeres;Valor absoluto;2017T3;204,9
9 Ocupaciones elementales;Mujeres;Valor absoluto;2017T2;201,1
9 Ocupaciones elementales;Mujeres;Valor absoluto;2017T1;205,7
9 Ocupaciones elementales;Mujeres;Valor absoluto;2016T4;186
9 Ocupaciones elementales;Mujeres;Valor absoluto;2016T3;190,9
9 Ocupaciones elementales;Mujeres;Valor absoluto;2016T2;173,6
9 Ocupaciones elementales;Mujeres;Valor absoluto;2016T1;196,6
9 Ocupaciones elementales;Mujeres;Valor absoluto;2015T4;176,8
9 Ocupaciones elementales;Mujeres;Valor absoluto;2015T3;182,2
9 Ocupaciones elementales;Mujeres;Valor absoluto;2015T2;153,4
9 Ocupaciones elementales;Mujeres;Valor absoluto;2015T1;173,5
9 Ocupaciones elementales;Mujeres;Valor absoluto;2014T4;177,8
9 Ocupaciones elementales;Mujeres;Valor absoluto;2014T3;196,9
9 Ocupaciones elementales;Mujeres;Valor absoluto;2014T2;191,2
9 Ocupaciones elementales;Mujeres;Valor absoluto;2014T1;198
9 Ocupaciones elementales;Mujeres;Valor absoluto;2013T4;187,6
9 Ocupaciones elementales;Mujeres;Valor absoluto;2013T3;220,1
9 Ocupaciones elementales;Mujeres;Valor absoluto;2013T2;181,4
9 Ocupaciones elementales;Mujeres;Valor absoluto;2013T1;192,3
9 Ocupaciones elementales;Mujeres;Valor absoluto;2012T4;174,8
9 Ocupaciones elementales;Mujeres;Valor absoluto;2012T3;192
9 Ocupaciones elementales;Mujeres;Valor absoluto;2012T2;210
9 Ocupaciones elementales;Mujeres;Valor absoluto;2012T1;200
9 Ocupaciones elementales;Mujeres;Valor absoluto;2011T4;205,6
9 Ocupaciones elementales;Mujeres;Valor absoluto;2011T3;219,8
9 Ocupaciones elementales;Mujeres;Valor absoluto;2011T2;195,1
9 Ocupaciones elementales;Mujeres;Valor absoluto;2011T1;208,1
9 Ocupaciones elementales;Mujeres;Porcentaje;2025T4;3,8
9 Ocupaciones elementales;Mujeres;Porcentaje;2025T3;3,7
9 Ocupaciones elementales;Mujeres;Porcentaje;2025T2;3,6
9 Ocupaciones elementales;Mujeres;Porcentaje;2025T1;3,8
9 Ocupaciones elementales;Mujeres;Porcentaje;2024T4;3,7
9 Ocupaciones elementales;Mujeres;Porcentaje;2024T3;4
9 Ocupaciones elementales;Mujeres;Porcentaje;2024T2;4
9 Ocupaciones elementales;Mujeres;Porcentaje;2024T1;3,9
9 Ocupaciones elementales;Mujeres;Porcentaje;2023T4;4
9 Ocupaciones elementales;Mujeres;Porcentaje;2023T3;3,7
9 Ocupaciones elementales;Mujeres;Porcentaje;2023T2;3,8
9 Ocupaciones elementales;Mujeres;Porcentaje;2023T1;4
9 Ocupaciones elementales;Mujeres;Porcentaje;2022T4;4
9 Ocupaciones elementales;Mujeres;Porcentaje;2022T3;3,8
9 Ocupaciones elementales;Mujeres;Porcentaje;2022T2;3,6
9 Ocupaciones elementales;Mujeres;Porcentaje;2022T1;4
9 Ocupaciones elementales;Mujeres;Porcentaje;2021T4;3,4
9 Ocupaciones elementales;Mujeres;Porcentaje;2021T3;3,9
9 Ocupaciones elementales;Mujeres;Porcentaje;2021T2;3,5
9 Ocupaciones elementales;Mujeres;Porcentaje;2021T1;4,1
9 Ocupaciones elementales;Mujeres;Porcentaje;2020T4;3,8
9 Ocupaciones elementales;Mujeres;Porcentaje;2020T3;4,4
9 Ocupaciones elementales;Mujeres;Porcentaje;2020T2;5,5
9 Ocupaciones elementales;Mujeres;Porcentaje;2020T1;3,9
9 Ocupaciones elementales;Mujeres;Porcentaje;2019T4;3,9
9 Ocupaciones elementales;Mujeres;Porcentaje;2019T3;4
9 Ocupaciones elementales;Mujeres;Porcentaje;2019T2;3,6
9 Ocupaciones elementales;Mujeres;Porcentaje;2019T1;3,8
9 Ocupaciones elementales;Mujeres;Porcentaje;2018T4;3,8
9 Ocupaciones elementales;Mujeres;Porcentaje;2018T3;3,7
9 Ocupaciones elementales;Mujeres;Porcentaje;2018T2;3,6
9 Ocupaciones elementales;Mujeres;Porcentaje;2018T1;3,5
9 Ocupaciones elementales;Mujeres;Porcentaje;2017T4;3,3
9 Ocupaciones elementales;Mujeres;Porcentaje;2017T3;3,3
9 Ocupaciones elementales;Mujeres;Porcentaje;2017T2;3,3
9 Ocupaciones elementales;Mujeres;Porcentaje;2017T1;3,4
9 Ocupaciones elementales;Mujeres;Porcentaje;2016T4;3,1
9 Ocupaciones elementales;Mujeres;Porcentaje;2016T3;3,2
9 Ocupaciones elementales;Mujeres;Porcentaje;2016T2;2,9
9 Ocupaciones elementales;Mujeres;Porcentaje;2016T1;3,3
9 Ocupaciones elementales;Mujeres;Porcentaje;2015T4;3
9 Ocupaciones elementales;Mujeres;Porcentaje;2015T3;3
9 Ocupaciones elementales;Mujeres;Porcentaje;2015T2;2,6
9 Ocupaciones elementales;Mujeres;Porcentaje;2015T1;2,9
9 Ocupaciones elementales;Mujeres;Porcentaje;2014T4;3
9 Ocupaciones elementales;Mujeres;Porcentaje;2014T3;3,3
9 Ocupaciones elementales;Mujeres;Porcentaje;2014T2;3,2
9 Ocupaciones elementales;Mujeres;Porcentaje;2014T1;3,3
9 Ocupaciones elementales;Mujeres;Porcentaje;2013T4;3,2
9 Ocupaciones elementales;Mujeres;Porcentaje;2013T3;3,7
9 Ocupaciones elementales;Mujeres;Porcentaje;2013T2;3,1
9 Ocupaciones elementales;Mujeres;Porcentaje;2013T1;3,3
9 Ocupaciones elementales;Mujeres;Porcentaje;2012T4;3
9 Ocupaciones elementales;Mujeres;Porcentaje;2012T3;3,3
9 Ocupaciones elementales;Mujeres;Porcentaje;2012T2;3,6
9 Ocupaciones elementales;Mujeres;Porcentaje;2012T1;3,4
9 Ocupaciones elementales;Mujeres;Porcentaje;2011T4;3,5
9 Ocupaciones elementales;Mujeres;Porcentaje;2011T3;3,7
9 Ocupaciones elementales;Mujeres;Porcentaje;2011T2;3,3
9 Ocupaciones elementales;Mujeres;Porcentaje;2011T1;3,5
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2025T4;6,8
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2025T3;4,3
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2025T2;4,5
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2025T1;7,2
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2024T4;6,9
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2024T3;3,2
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2024T2;2,1
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2024T1;3
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2023T4;2,8
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2023T3;4,1
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2023T2;4,2
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2023T1;4,9
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2022T4;4
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2022T3;3,9
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2022T2;3,6
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2022T1;4,7
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2021T4;4,6
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2021T3;6,2
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2021T2;5,9
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2021T1;3,6
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2020T4;3,5
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2020T3;3,3
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2020T2;3,2
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2020T1;4
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2019T4;4,3
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2019T3;4,8
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2019T2;4,2
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2019T1;2,5
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2018T4;4,8
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2018T3;3,3
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2018T2;3,3
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2018T1;1,8
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2017T4;3,5
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2017T3;2,7
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2017T2;1,8
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2017T1;3,9
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2016T4;1,5
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2016T3;2,8
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2016T2;2
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2016T1;1,3
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2015T4;1,2
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2015T3;2,7
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2015T2;3,1
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2015T1;2,6
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2014T4;2
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2014T3;1,9
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2014T2;6,1
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2014T1;4,5
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2013T4;1,4
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2013T3;2,3
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2013T2;1,8
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2013T1;2,7
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2012T4;2,9
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2012T3;2,1
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2012T2;2,5
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2012T1;2,4
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2011T4;3,9
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2011T3;3,4
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2011T2;2
0 Ocupaciones militares;Ambos sexos;Valor absoluto;2011T1;2,7
0 Ocupaciones militares;Ambos sexos;Porcentaje;2025T4;0,1
0 Ocupaciones militares;Ambos sexos;Porcentaje;2025T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2025T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2025T1;0,1
0 Ocupaciones militares;Ambos sexos;Porcentaje;2024T4;0,1
0 Ocupaciones militares;Ambos sexos;Porcentaje;2024T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2024T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2024T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2023T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2023T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2023T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2023T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2022T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2022T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2022T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2022T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2021T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2021T3;0,1
0 Ocupaciones militares;Ambos sexos;Porcentaje;2021T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2021T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2020T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2020T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2020T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2020T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2019T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2019T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2019T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2019T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2018T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2018T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2018T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2018T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2017T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2017T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2017T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2017T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2016T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2016T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2016T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2016T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2015T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2015T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2015T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2015T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2014T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2014T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2014T2;0,1
0 Ocupaciones militares;Ambos sexos;Porcentaje;2014T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2013T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2013T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2013T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2013T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2012T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2012T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2012T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2012T1;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2011T4;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2011T3;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2011T2;0
0 Ocupaciones militares;Ambos sexos;Porcentaje;2011T1;0
0 Ocupaciones militares;Hombres;Valor absoluto;2025T4;6,2
0 Ocupaciones militares;Hombres;Valor absoluto;2025T3;4,3
0 Ocupaciones militares;Hombres;Valor absoluto;2025T2;4,3
0 Ocupaciones militares;Hombres;Valor absoluto;2025T1;6,4
0 Ocupaciones militares;Hombres;Valor absoluto;2024T4;6,3
0 Ocupaciones militares;Hombres;Valor absoluto;2024T3;3,2
0 Ocupaciones militares;Hombres;Valor absoluto;2024T2;2
0 Ocupaciones militares;Hombres;Valor absoluto;2024T1;2,9
0 Ocupaciones militares;Hombres;Valor absoluto;2023T4;2,8
0 Ocupaciones militares;Hombres;Valor absoluto;2023T3;4,1
0 Ocupaciones militares;Hombres;Valor absoluto;2023T2;4
0 Ocupaciones militares;Hombres;Valor absoluto;2023T1;4,3
0 Ocupaciones militares;Hombres;Valor absoluto;2022T4;3,1
0 Ocupaciones militares;Hombres;Valor absoluto;2022T3;3,2
0 Ocupaciones militares;Hombres;Valor absoluto;2022T2;3,1
0 Ocupaciones militares;Hombres;Valor absoluto;2022T1;4,3
0 Ocupaciones militares;Hombres;Valor absoluto;2021T4;4,6
0 Ocupaciones militares;Hombres;Valor absoluto;2021T3;6,1
0 Ocupaciones militares;Hombres;Valor absoluto;2021T2;5,4
0 Ocupaciones militares;Hombres;Valor absoluto;2021T1;3,4
0 Ocupaciones militares;Hombres;Valor absoluto;2020T4;3,3
0 Ocupaciones militares;Hombres;Valor absoluto;2020T3;3,3
0 Ocupaciones militares;Hombres;Valor absoluto;2020T2;3,2
0 Ocupaciones militares;Hombres;Valor absoluto;2020T1;4
0 Ocupaciones militares;Hombres;Valor absoluto;2019T4;4
0 Ocupaciones militares;Hombres;Valor absoluto;2019T3;4,6
0 Ocupaciones militares;Hombres;Valor absoluto;2019T2;4,2
0 Ocupaciones militares;Hombres;Valor absoluto;2019T1;2,5
0 Ocupaciones militares;Hombres;Valor absoluto;2018T4;4,8
0 Ocupaciones militares;Hombres;Valor absoluto;2018T3;3,3
0 Ocupaciones militares;Hombres;Valor absoluto;2018T2;3,3
0 Ocupaciones militares;Hombres;Valor absoluto;2018T1;1,5
0 Ocupaciones militares;Hombres;Valor absoluto;2017T4;3,5
0 Ocupaciones militares;Hombres;Valor absoluto;2017T3;2,7
0 Ocupaciones militares;Hombres;Valor absoluto;2017T2;1,8
0 Ocupaciones militares;Hombres;Valor absoluto;2017T1;3,9
0 Ocupaciones militares;Hombres;Valor absoluto;2016T4;1,5
0 Ocupaciones militares;Hombres;Valor absoluto;2016T3;2,7
0 Ocupaciones militares;Hombres;Valor absoluto;2016T2;2
0 Ocupaciones militares;Hombres;Valor absoluto;2016T1;1,3
0 Ocupaciones militares;Hombres;Valor absoluto;2015T4;1,2
0 Ocupaciones militares;Hombres;Valor absoluto;2015T3;2,7
0 Ocupaciones militares;Hombres;Valor absoluto;2015T2;3,1
0 Ocupaciones militares;Hombres;Valor absoluto;2015T1;2,6
0 Ocupaciones militares;Hombres;Valor absoluto;2014T4;1,8
0 Ocupaciones militares;Hombres;Valor absoluto;2014T3;1,9
0 Ocupaciones militares;Hombres;Valor absoluto;2014T2;5,9
0 Ocupaciones militares;Hombres;Valor absoluto;2014T1;4,4
0 Ocupaciones militares;Hombres;Valor absoluto;2013T4;1,1
0 Ocupaciones militares;Hombres;Valor absoluto;2013T3;2,1
0 Ocupaciones militares;Hombres;Valor absoluto;2013T2;1,8
0 Ocupaciones militares;Hombres;Valor absoluto;2013T1;2,2
0 Ocupaciones militares;Hombres;Valor absoluto;2012T4;2,4
0 Ocupaciones militares;Hombres;Valor absoluto;2012T3;2,1
0 Ocupaciones militares;Hombres;Valor absoluto;2012T2;2,5
0 Ocupaciones militares;Hombres;Valor absoluto;2012T1;2,4
0 Ocupaciones militares;Hombres;Valor absoluto;2011T4;3,9
0 Ocupaciones militares;Hombres;Valor absoluto;2011T3;3,4
0 Ocupaciones militares;Hombres;Valor absoluto;2011T2;2
0 Ocupaciones militares;Hombres;Valor absoluto;2011T1;2,7
0 Ocupaciones militares;Hombres;Porcentaje;2025T4;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2025T3;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2025T2;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2025T1;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2024T4;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2024T3;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2024T2;0
0 Ocupaciones militares;Hombres;Porcentaje;2024T1;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2023T4;0
0 Ocupaciones militares;Hombres;Porcentaje;2023T3;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2023T2;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2023T1;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2022T4;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2022T3;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2022T2;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2022T1;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2021T4;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2021T3;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2021T2;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2021T1;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2020T4;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2020T3;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2020T2;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2020T1;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2019T4;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2019T3;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2019T2;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2019T1;0
0 Ocupaciones militares;Hombres;Porcentaje;2018T4;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2018T3;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2018T2;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2018T1;0
0 Ocupaciones militares;Hombres;Porcentaje;2017T4;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2017T3;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2017T2;0
0 Ocupaciones militares;Hombres;Porcentaje;2017T1;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2016T4;0
0 Ocupaciones militares;Hombres;Porcentaje;2016T3;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2016T2;0
0 Ocupaciones militares;Hombres;Porcentaje;2016T1;0
0 Ocupaciones militares;Hombres;Porcentaje;2015T4;0
0 Ocupaciones militares;Hombres;Porcentaje;2015T3;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2015T2;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2015T1;0
0 Ocupaciones militares;Hombres;Porcentaje;2014T4;0
0 Ocupaciones militares;Hombres;Porcentaje;2014T3;0
0 Ocupaciones militares;Hombres;Porcentaje;2014T2;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2014T1;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2013T4;0
0 Ocupaciones militares;Hombres;Porcentaje;2013T3;0
0 Ocupaciones militares;Hombres;Porcentaje;2013T2;0
0 Ocupaciones militares;Hombres;Porcentaje;2013T1;0
0 Ocupaciones militares;Hombres;Porcentaje;2012T4;0
0 Ocupaciones militares;Hombres;Porcentaje;2012T3;0
0 Ocupaciones militares;Hombres;Porcentaje;2012T2;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2012T1;0
0 Ocupaciones militares;Hombres;Porcentaje;2011T4;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2011T3;0,1
0 Ocupaciones militares;Hombres;Porcentaje;2011T2;0
0 Ocupaciones militares;Hombres;Porcentaje;2011T1;0,1
0 Ocupaciones militares;Mujeres;Valor absoluto;2025T4;0,6
0 Ocupaciones militares;Mujeres;Valor absoluto;2025T3;..
0 Ocupaciones militares;Mujeres;Valor absoluto;2025T2;0,2
0 Ocupaciones militares;Mujeres;Valor absoluto;2025T1;0,8
0 Ocupaciones militares;Mujeres;Valor absoluto;2024T4;0,6
0 Ocupaciones militares;Mujeres;Valor absoluto;2024T3;..
0 Ocupaciones militares;Mujeres;Valor absoluto;2024T2;0,1
0 Ocupaciones militares;Mujeres;Valor absoluto;2024T1;0,1
0 Ocupaciones militares;Mujeres;Valor absoluto;2023T4;..
0 Ocupaciones militares;Mujeres;Valor absoluto;2023T3;..
0 Ocupaciones militares;Mujeres;Valor absoluto;2023T2;0,3
0 Ocupaciones militares;Mujeres;Valor absoluto;2023T1;0,6
0 Ocupaciones militares;Mujeres;Valor absoluto;2022T4;0,9
0 Ocupaciones militares;Mujeres;Valor absoluto;2022T3;0,7
0 Ocupaciones militares;Mujeres;Valor absoluto;2022T2;0,5
0 Ocupaciones militares;Mujeres;Valor absoluto;2022T1;0,4
0 Ocupaciones militares;Mujeres;Valor absoluto;2021T4;..
0 Ocupaciones militares;Mujeres;Valor absoluto;2021T3;0,2
0 Ocupaciones militares;Mujeres;Valor absoluto;2021T2;0,4
0 Ocupaciones militares;Mujeres;Valor absoluto;2021T1;0,2
0 Ocupaciones militares;Mujeres;Valor absoluto;2020T4;0,2
0 Ocupaciones militares;Mujeres;Valor absoluto;2020T3;..
0 Ocupaciones militares;Mujeres;Valor absoluto;2020T2;..
0 Ocupaciones militares;Mujeres;Valor absoluto;2020T1;..
0 Ocupaciones militares;Mujeres;Valor absoluto;2019T4;0,2
0 Ocupaciones militares;Mujeres;Valor absoluto;2019T3;0,2
0 Ocupaciones militares;Mujeres;Valor absoluto;2019T2;..
0 Ocupaciones militares;Mujeres;Valor absoluto;2019T1;..
0 Ocupaciones militares;Mujeres;Valor absoluto;2018T4;..
