Sexo;Edad;Relación con la actividad económica;Periodo;Total
Hombres;De 20 a 24 años;Inactivos;2021T2;540,4
Hombres;De 20 a 24 años;Inactivos;2021T1;565,6
Hombres;De 20 a 24 años;Inactivos;2020T4;561,3
Hombres;De 20 a 24 años;Inactivos;2020T3;526,0
Hombres;De 20 a 24 años;Inactivos;2020T2;604,1
Hombres;De 20 a 24 años;Inactivos;2020T1;530,2
Hombres;De 20 a 24 años;Inactivos;2019T4;502,0
Hombres;De 20 a 24 años;Inactivos;2019T3;441,9
Hombres;De 20 a 24 años;Inactivos;2019T2;493,0
Hombres;De 20 a 24 años;Inactivos;2019T1;522,0
Hombres;De 20 a 24 años;Inactivos;2018T4;491,0
Hombres;De 20 a 24 años;Inactivos;2018T3;445,5
Hombres;De 20 a 24 años;Inactivos;2018T2;480,2
Hombres;De 20 a 24 años;Inactivos;2018T1;501,7
Hombres;De 20 a 24 años;Inactivos;2017T4;496,0
Hombres;De 20 a 24 años;Inactivos;2017T3;435,2
Hombres;De 20 a 24 años;Inactivos;2017T2;490,7
Hombres;De 20 a 24 años;Inactivos;2017T1;506,1
Hombres;De 20 a 24 años;Inactivos;2016T4;499,2
Hombres;De 20 a 24 años;Inactivos;2016T3;472,6
Hombres;De 20 a 24 años;Inactivos;2016T2;475,7
Hombres;De 20 a 24 años;Inactivos;2016T1;499,6
Hombres;De 20 a 24 años;Inactivos;2015T4;485,9
Hombres;De 20 a 24 años;Inactivos;2015T3;452,3
Hombres;De 20 a 24 años;Inactivos;2015T2;486,4
Hombres;De 20 a 24 años;Inactivos;2015T1;485,9
Hombres;De 20 a 24 años;Inactivos;2014T4;480,3
Hombres;De 20 a 24 años;Inactivos;2014T3;439,9
Hombres;De 20 a 24 años;Inactivos;2014T2;475,8
Hombres;De 20 a 24 años;Inactivos;2014T1;478,9
Hombres;De 20 a 24 años;Inactivos;2013T4;466,7
Hombres;De 20 a 24 años;Inactivos;2013T3;435,5
Hombres;De 20 a 24 años;Inactivos;2013T2;461,8
Hombres;De 20 a 24 años;Inactivos;2013T1;469,1
Hombres;De 20 a 24 años;Inactivos;2012T4;466,7
Hombres;De 20 a 24 años;Inactivos;2012T3;422,5
Hombres;De 20 a 24 años;Inactivos;2012T2;471,5
Hombres;De 20 a 24 años;Inactivos;2012T1;477,0
Hombres;De 20 a 24 años;Inactivos;2011T4;459,0
Hombres;De 20 a 24 años;Inactivos;2011T3;424,2
Hombres;De 20 a 24 años;Inactivos;2011T2;449,1
Hombres;De 20 a 24 años;Inactivos;2011T1;458,6
Hombres;De 20 a 24 años;Inactivos;2010T4;437,1
Hombres;De 20 a 24 años;Inactivos;2010T3;404,6
Hombres;De 20 a 24 años;Inactivos;2010T2;423,0
Hombres;De 20 a 24 años;Inactivos;2010T1;451,4
Hombres;De 20 a 24 años;Inactivos;2009T4;431,4
Hombres;De 20 a 24 años;Inactivos;2009T3;394,5
Hombres;De 20 a 24 años;Inactivos;2009T2;415,9
Hombres;De 20 a 24 años;Inactivos;2009T1;410,5
Hombres;De 20 a 24 años;Inactivos;2008T4;385,7
Hombres;De 20 a 24 años;Inactivos;2008T3;346,1
Hombres;De 20 a 24 años;Inactivos;2008T2;399,9
Hombres;De 20 a 24 años;Inactivos;2008T1;412,6
Hombres;De 20 a 24 años;Inactivos;2007T4;407,4
Hombres;De 20 a 24 años;Inactivos;2007T3;369,6
Hombres;De 20 a 24 años;Inactivos;2007T2;408,1
Hombres;De 20 a 24 años;Inactivos;2007T1;412,0
Hombres;De 20 a 24 años;Inactivos;2006T4;404,1
Hombres;De 20 a 24 años;Inactivos;2006T3;378,1
Hombres;De 20 a 24 años;Inactivos;2006T2;404,0
Hombres;De 20 a 24 años;Inactivos;2006T1;418,0
Hombres;De 20 a 24 años;Inactivos;2005T4;404,5
Hombres;De 20 a 24 años;Inactivos;2005T3;390,1
Hombres;De 20 a 24 años;Inactivos;2005T2;429,8
Hombres;De 20 a 24 años;Inactivos;2005T1;436,3
Hombres;De 20 a 24 años;Inactivos;2004T4;460,7
Hombres;De 20 a 24 años;Inactivos;2004T3;441,4
Hombres;De 20 a 24 años;Inactivos;2004T2;467,4
Hombres;De 20 a 24 años;Inactivos;2004T1;470,4
Hombres;De 20 a 24 años;Inactivos;2003T4;480,5
Hombres;De 20 a 24 años;Inactivos;2003T3;459,5
Hombres;De 20 a 24 años;Inactivos;2003T2;508,0
Hombres;De 20 a 24 años;Inactivos;2003T1;520,0
Hombres;De 20 a 24 años;Inactivos;2002T4;534,9
Hombres;De 20 a 24 años;Inactivos;2002T3;513,9
Hombres;De 20 a 24 años;Inactivos;2002T2;539,3
Hombres;De 20 a 24 años;Inactivos;2002T1;539,4
Hombres;De 25 a 29 años;Total;2025T4;1.412,5
Hombres;De 25 a 29 años;Total;2025T3;1.397,0
Hombres;De 25 a 29 años;Total;2025T2;1.382,7
Hombres;De 25 a 29 años;Total;2025T1;1.370,7
Hombres;De 25 a 29 años;Total;2024T4;1.360,1
Hombres;De 25 a 29 años;Total;2024T3;1.348,5
Hombres;De 25 a 29 años;Total;2024T2;1.340,9
Hombres;De 25 a 29 años;Total;2024T1;1.330,6
Hombres;De 25 a 29 años;Total;2023T4;1.323,8
Hombres;De 25 a 29 años;Total;2023T3;1.318,7
Hombres;De 25 a 29 años;Total;2023T2;1.311,5
Hombres;De 25 a 29 años;Total;2023T1;1.302,3
Hombres;De 25 a 29 años;Total;2022T4;1.293,9
Hombres;De 25 a 29 años;Total;2022T3;1.286,0
Hombres;De 25 a 29 años;Total;2022T2;1.279,5
Hombres;De 25 a 29 años;Total;2022T1;1.274,0
Hombres;De 25 a 29 años;Total;2021T4;1.271,0
Hombres;De 25 a 29 años;Total;2021T3;1.270,8
Hombres;De 25 a 29 años;Total;2021T2;1.272,8
Hombres;De 25 a 29 años;Total;2021T1;1.277,1
Hombres;De 25 a 29 años;Total;2020T4;1.269,7
Hombres;De 25 a 29 años;Total;2020T3;1.271,7
Hombres;De 25 a 29 años;Total;2020T2;1.273,5
Hombres;De 25 a 29 años;Total;2020T1;1.273,9
Hombres;De 25 a 29 años;Total;2019T4;1.270,0
Hombres;De 25 a 29 años;Total;2019T3;1.267,1
Hombres;De 25 a 29 años;Total;2019T2;1.264,4
Hombres;De 25 a 29 años;Total;2019T1;1.261,3
Hombres;De 25 a 29 años;Total;2018T4;1.257,3
Hombres;De 25 a 29 años;Total;2018T3;1.253,7
Hombres;De 25 a 29 años;Total;2018T2;1.251,8
Hombres;De 25 a 29 años;Total;2018T1;1.249,3
Hombres;De 25 a 29 años;Total;2017T4;1.246,7
Hombres;De 25 a 29 años;Total;2017T3;1.244,9
Hombres;De 25 a 29 años;Total;2017T2;1.243,4
Hombres;De 25 a 29 años;Total;2017T1;1.245,2
Hombres;De 25 a 29 años;Total;2016T4;1.248,7
Hombres;De 25 a 29 años;Total;2016T3;1.252,7
Hombres;De 25 a 29 años;Total;2016T2;1.258,7
Hombres;De 25 a 29 años;Total;2016T1;1.265,0
Hombres;De 25 a 29 años;Total;2015T4;1.273,5
Hombres;De 25 a 29 años;Total;2015T3;1.287,2
Hombres;De 25 a 29 años;Total;2015T2;1.296,6
Hombres;De 25 a 29 años;Total;2015T1;1.305,9
Hombres;De 25 a 29 años;Total;2014T4;1.314,9
Hombres;De 25 a 29 años;Total;2014T3;1.326,5
Hombres;De 25 a 29 años;Total;2014T2;1.339,9
Hombres;De 25 a 29 años;Total;2014T1;1.350,9
Hombres;De 25 a 29 años;Total;2013T4;1.370,4
Hombres;De 25 a 29 años;Total;2013T3;1.389,1
Hombres;De 25 a 29 años;Total;2013T2;1.411,9
Hombres;De 25 a 29 años;Total;2013T1;1.431,7
Hombres;De 25 a 29 años;Total;2012T4;1.453,3
Hombres;De 25 a 29 años;Total;2012T3;1.474,5
Hombres;De 25 a 29 años;Total;2012T2;1.498,4
Hombres;De 25 a 29 años;Total;2012T1;1.521,8
Hombres;De 25 a 29 años;Total;2011T4;1.544,4
Hombres;De 25 a 29 años;Total;2011T3;1.567,7
Hombres;De 25 a 29 años;Total;2011T2;1.590,3
Hombres;De 25 a 29 años;Total;2011T1;1.612,4
Hombres;De 25 a 29 años;Total;2010T4;1.635,8
Hombres;De 25 a 29 años;Total;2010T3;1.660,3
Hombres;De 25 a 29 años;Total;2010T2;1.685,5
Hombres;De 25 a 29 años;Total;2010T1;1.709,7
Hombres;De 25 a 29 años;Total;2009T4;1.735,0
Hombres;De 25 a 29 años;Total;2009T3;1.759,5
Hombres;De 25 a 29 años;Total;2009T2;1.783,6
Hombres;De 25 a 29 años;Total;2009T1;1.805,6
Hombres;De 25 a 29 años;Total;2008T4;1.827,7
Hombres;De 25 a 29 años;Total;2008T3;1.846,9
Hombres;De 25 a 29 años;Total;2008T2;1.863,7
Hombres;De 25 a 29 años;Total;2008T1;1.878,7
Hombres;De 25 a 29 años;Total;2007T4;1.889,8
Hombres;De 25 a 29 años;Total;2007T3;1.894,2
Hombres;De 25 a 29 años;Total;2007T2;1.900,3
Hombres;De 25 a 29 años;Total;2007T1;1.904,7
Hombres;De 25 a 29 años;Total;2006T4;1.905,7
Hombres;De 25 a 29 años;Total;2006T3;1.909,6
Hombres;De 25 a 29 años;Total;2006T2;1.915,7
Hombres;De 25 a 29 años;Total;2006T1;1.922,0
Hombres;De 25 a 29 años;Total;2005T4;1.927,1
Hombres;De 25 a 29 años;Total;2005T3;1.930,6
Hombres;De 25 a 29 años;Total;2005T2;1.935,7
Hombres;De 25 a 29 años;Total;2005T1;1.930,8
Hombres;De 25 a 29 años;Total;2004T4;1.920,7
Hombres;De 25 a 29 años;Total;2004T3;1.909,7
Hombres;De 25 a 29 años;Total;2004T2;1.906,7
Hombres;De 25 a 29 años;Total;2004T1;1.904,5
Hombres;De 25 a 29 años;Total;2003T4;1.898,3
Hombres;De 25 a 29 años;Total;2003T3;1.887,4
Hombres;De 25 a 29 años;Total;2003T2;1.878,7
Hombres;De 25 a 29 años;Total;2003T1;1.867,9
Hombres;De 25 a 29 años;Total;2002T4;1.854,5
Hombres;De 25 a 29 años;Total;2002T3;1.839,8
Hombres;De 25 a 29 años;Total;2002T2;1.825,2
Hombres;De 25 a 29 años;Total;2002T1;1.808,5
Hombres;De 25 a 29 años;Activos;2025T4;1.225,6
Hombres;De 25 a 29 años;Activos;2025T3;1.218,2
Hombres;De 25 a 29 años;Activos;2025T2;1.186,8
Hombres;De 25 a 29 años;Activos;2025T1;1.170,1
Hombres;De 25 a 29 años;Activos;2024T4;1.145,9
Hombres;De 25 a 29 años;Activos;2024T3;1.171,7
Hombres;De 25 a 29 años;Activos;2024T2;1.147,7
Hombres;De 25 a 29 años;Activos;2024T1;1.131,6
Hombres;De 25 a 29 años;Activos;2023T4;1.150,3
Hombres;De 25 a 29 años;Activos;2023T3;1.133,4
Hombres;De 25 a 29 años;Activos;2023T2;1.150,7
Hombres;De 25 a 29 años;Activos;2023T1;1.124,7
Hombres;De 25 a 29 años;Activos;2022T4;1.127,4
Hombres;De 25 a 29 años;Activos;2022T3;1.120,2
Hombres;De 25 a 29 años;Activos;2022T2;1.112,4
Hombres;De 25 a 29 años;Activos;2022T1;1.092,9
Hombres;De 25 a 29 años;Activos;2021T4;1.095,1
Hombres;De 25 a 29 años;Activos;2021T3;1.098,3
Hombres;De 25 a 29 años;Activos;2021T2;1.090,6
Hombres;De 25 a 29 años;Activos;2021T1;1.070,2
Hombres;De 25 a 29 años;Activos;2020T4;1.090,4
Hombres;De 25 a 29 años;Activos;2020T3;1.050,2
Hombres;De 25 a 29 años;Activos;2020T2;1.015,5
Hombres;De 25 a 29 años;Activos;2020T1;1.083,5
Hombres;De 25 a 29 años;Activos;2019T4;1.103,0
Hombres;De 25 a 29 años;Activos;2019T3;1.090,6
Hombres;De 25 a 29 años;Activos;2019T2;1.085,7
Hombres;De 25 a 29 años;Activos;2019T1;1.093,7
Hombres;De 25 a 29 años;Activos;2018T4;1.097,9
Hombres;De 25 a 29 años;Activos;2018T3;1.090,4
Hombres;De 25 a 29 años;Activos;2018T2;1.074,1
Hombres;De 25 a 29 años;Activos;2018T1;1.074,6
Hombres;De 25 a 29 años;Activos;2017T4;1.078,9
Hombres;De 25 a 29 años;Activos;2017T3;1.083,4
Hombres;De 25 a 29 años;Activos;2017T2;1.081,6
Hombres;De 25 a 29 años;Activos;2017T1;1.075,0
Hombres;De 25 a 29 años;Activos;2016T4;1.086,0
Hombres;De 25 a 29 años;Activos;2016T3;1.105,7
Hombres;De 25 a 29 años;Activos;2016T2;1.095,1
Hombres;De 25 a 29 años;Activos;2016T1;1.097,8
Hombres;De 25 a 29 años;Activos;2015T4;1.111,4
Hombres;De 25 a 29 años;Activos;2015T3;1.132,7
Hombres;De 25 a 29 años;Activos;2015T2;1.130,7
Hombres;De 25 a 29 años;Activos;2015T1;1.156,8
Hombres;De 25 a 29 años;Activos;2014T4;1.180,9
Hombres;De 25 a 29 años;Activos;2014T3;1.190,6
Hombres;De 25 a 29 años;Activos;2014T2;1.194,7
Hombres;De 25 a 29 años;Activos;2014T1;1.195,8
Hombres;De 25 a 29 años;Activos;2013T4;1.218,7
Hombres;De 25 a 29 años;Activos;2013T3;1.250,4
Hombres;De 25 a 29 años;Activos;2013T2;1.263,9
Hombres;De 25 a 29 años;Activos;2013T1;1.279,0
Hombres;De 25 a 29 años;Activos;2012T4;1.313,8
Hombres;De 25 a 29 años;Activos;2012T3;1.328,0
Hombres;De 25 a 29 años;Activos;2012T2;1.350,0
Hombres;De 25 a 29 años;Activos;2012T1;1.365,5
Hombres;De 25 a 29 años;Activos;2011T4;1.384,5
Hombres;De 25 a 29 años;Activos;2011T3;1.408,9
Hombres;De 25 a 29 años;Activos;2011T2;1.425,0
Hombres;De 25 a 29 años;Activos;2011T1;1.422,7
Hombres;De 25 a 29 años;Activos;2010T4;1.455,8
Hombres;De 25 a 29 años;Activos;2010T3;1.483,9
Hombres;De 25 a 29 años;Activos;2010T2;1.497,7
Hombres;De 25 a 29 años;Activos;2010T1;1.530,1
Hombres;De 25 a 29 años;Activos;2009T4;1.554,2
Hombres;De 25 a 29 años;Activos;2009T3;1.569,2
Hombres;De 25 a 29 años;Activos;2009T2;1.593,3
Hombres;De 25 a 29 años;Activos;2009T1;1.636,2
Hombres;De 25 a 29 años;Activos;2008T4;1.643,4
Hombres;De 25 a 29 años;Activos;2008T3;1.659,8
Hombres;De 25 a 29 años;Activos;2008T2;1.681,5
Hombres;De 25 a 29 años;Activos;2008T1;1.691,2
Hombres;De 25 a 29 años;Activos;2007T4;1.707,0
Hombres;De 25 a 29 años;Activos;2007T3;1.727,6
Hombres;De 25 a 29 años;Activos;2007T2;1.725,3
Hombres;De 25 a 29 años;Activos;2007T1;1.714,3
Hombres;De 25 a 29 años;Activos;2006T4;1.731,2
Hombres;De 25 a 29 años;Activos;2006T3;1.737,6
Hombres;De 25 a 29 años;Activos;2006T2;1.727,9
Hombres;De 25 a 29 años;Activos;2006T1;1.730,5
Hombres;De 25 a 29 años;Activos;2005T4;1.739,0
Hombres;De 25 a 29 años;Activos;2005T3;1.738,2
Hombres;De 25 a 29 años;Activos;2005T2;1.726,7
Hombres;De 25 a 29 años;Activos;2005T1;1.742,9
Hombres;De 25 a 29 años;Activos;2004T4;1.730,1
Hombres;De 25 a 29 años;Activos;2004T3;1.726,7
Hombres;De 25 a 29 años;Activos;2004T2;1.707,1
Hombres;De 25 a 29 años;Activos;2004T1;1.707,8
Hombres;De 25 a 29 años;Activos;2003T4;1.710,4
Hombres;De 25 a 29 años;Activos;2003T3;1.704,8
Hombres;De 25 a 29 años;Activos;2003T2;1.674,5
Hombres;De 25 a 29 años;Activos;2003T1;1.664,6
Hombres;De 25 a 29 años;Activos;2002T4;1.654,7
Hombres;De 25 a 29 años;Activos;2002T3;1.648,4
Hombres;De 25 a 29 años;Activos;2002T2;1.621,6
Hombres;De 25 a 29 años;Activos;2002T1;1.599,5
Hombres;De 25 a 29 años;Ocupados;2025T4;1.063,3
Hombres;De 25 a 29 años;Ocupados;2025T3;1.069,0
Hombres;De 25 a 29 años;Ocupados;2025T2;1.019,1
Hombres;De 25 a 29 años;Ocupados;2025T1;994,4
Hombres;De 25 a 29 años;Ocupados;2024T4;981,0
Hombres;De 25 a 29 años;Ocupados;2024T3;992,6
Hombres;De 25 a 29 años;Ocupados;2024T2;991,6
Hombres;De 25 a 29 años;Ocupados;2024T1;949,7
Hombres;De 25 a 29 años;Ocupados;2023T4;980,8
Hombres;De 25 a 29 años;Ocupados;2023T3;976,6
Hombres;De 25 a 29 años;Ocupados;2023T2;979,2
Hombres;De 25 a 29 años;Ocupados;2023T1;933,5
Hombres;De 25 a 29 años;Ocupados;2022T4;936,2
Hombres;De 25 a 29 años;Ocupados;2022T3;956,7
Hombres;De 25 a 29 años;Ocupados;2022T2;958,8
Hombres;De 25 a 29 años;Ocupados;2022T1;888,3
Hombres;De 25 a 29 años;Ocupados;2021T4;879,1
Hombres;De 25 a 29 años;Ocupados;2021T3;860,7
Hombres;De 25 a 29 años;Ocupados;2021T2;853,0
Hombres;De 25 a 29 años;Ocupados;2021T1;821,1
Hombres;De 25 a 29 años;Ocupados;2020T4;839,8
Hombres;De 25 a 29 años;Ocupados;2020T3;800,2
Hombres;De 25 a 29 años;Ocupados;2020T2;779,8
Hombres;De 25 a 29 años;Ocupados;2020T1;880,1
Hombres;De 25 a 29 años;Ocupados;2019T4;894,1
Hombres;De 25 a 29 años;Ocupados;2019T3;889,5
Hombres;De 25 a 29 años;Ocupados;2019T2;879,4
Hombres;De 25 a 29 años;Ocupados;2019T1;884,9
Hombres;De 25 a 29 años;Ocupados;2018T4;894,4
Hombres;De 25 a 29 años;Ocupados;2018T3;893,5
Hombres;De 25 a 29 años;Ocupados;2018T2;864,1
Hombres;De 25 a 29 años;Ocupados;2018T1;842,9
Hombres;De 25 a 29 años;Ocupados;2017T4;853,6
Hombres;De 25 a 29 años;Ocupados;2017T3;855,6
Hombres;De 25 a 29 años;Ocupados;2017T2;844,9
Hombres;De 25 a 29 años;Ocupados;2017T1;817,0
Hombres;De 25 a 29 años;Ocupados;2016T4;834,5
Hombres;De 25 a 29 años;Ocupados;2016T3;856,0
Hombres;De 25 a 29 años;Ocupados;2016T2;816,0
Hombres;De 25 a 29 años;Ocupados;2016T1;793,3
Hombres;De 25 a 29 años;Ocupados;2015T4;790,8
Hombres;De 25 a 29 años;Ocupados;2015T3;818,1
Hombres;De 25 a 29 años;Ocupados;2015T2;804,0
Hombres;De 25 a 29 años;Ocupados;2015T1;809,1
Hombres;De 25 a 29 años;Ocupados;2014T4;823,7
Hombres;De 25 a 29 años;Ocupados;2014T3;850,9
Hombres;De 25 a 29 años;Ocupados;2014T2;833,0
Hombres;De 25 a 29 años;Ocupados;2014T1;796,3
Hombres;De 25 a 29 años;Ocupados;2013T4;805,2
Hombres;De 25 a 29 años;Ocupados;2013T3;834,5
Hombres;De 25 a 29 años;Ocupados;2013T2;826,0
Hombres;De 25 a 29 años;Ocupados;2013T1;818,4
Hombres;De 25 a 29 años;Ocupados;2012T4;859,9
Hombres;De 25 a 29 años;Ocupados;2012T3;880,6
Hombres;De 25 a 29 años;Ocupados;2012T2;899,8
Hombres;De 25 a 29 años;Ocupados;2012T1;924,2
Hombres;De 25 a 29 años;Ocupados;2011T4;993,4
Hombres;De 25 a 29 años;Ocupados;2011T3;1.031,9
Hombres;De 25 a 29 años;Ocupados;2011T2;1.050,8
Hombres;De 25 a 29 años;Ocupados;2011T1;1.029,7
Hombres;De 25 a 29 años;Ocupados;2010T4;1.072,9
Hombres;De 25 a 29 años;Ocupados;2010T3;1.111,4
Hombres;De 25 a 29 años;Ocupados;2010T2;1.116,8
Hombres;De 25 a 29 años;Ocupados;2010T1;1.118,1
Hombres;De 25 a 29 años;Ocupados;2009T4;1.170,9
Hombres;De 25 a 29 años;Ocupados;2009T3;1.198,5
Hombres;De 25 a 29 años;Ocupados;2009T2;1.238,7
Hombres;De 25 a 29 años;Ocupados;2009T1;1.263,1
Hombres;De 25 a 29 años;Ocupados;2008T4;1.350,2
Hombres;De 25 a 29 años;Ocupados;2008T3;1.428,6
Hombres;De 25 a 29 años;Ocupados;2008T2;1.485,5
Hombres;De 25 a 29 años;Ocupados;2008T1;1.520,0
Hombres;De 25 a 29 años;Ocupados;2007T4;1.571,1
Hombres;De 25 a 29 años;Ocupados;2007T3;1.598,0
Hombres;De 25 a 29 años;Ocupados;2007T2;1.610,7
Hombres;De 25 a 29 años;Ocupados;2007T1;1.580,8
Hombres;De 25 a 29 años;Ocupados;2006T4;1.590,7
Hombres;De 25 a 29 años;Ocupados;2006T3;1.606,1
Hombres;De 25 a 29 años;Ocupados;2006T2;1.595,8
Hombres;De 25 a 29 años;Ocupados;2006T1;1.584,2
Hombres;De 25 a 29 años;Ocupados;2005T4;1.588,0
Hombres;De 25 a 29 años;Ocupados;2005T3;1.588,2
Hombres;De 25 a 29 años;Ocupados;2005T2;1.566,8
Hombres;De 25 a 29 años;Ocupados;2005T1;1.571,6
Hombres;De 25 a 29 años;Ocupados;2004T4;1.567,0
Hombres;De 25 a 29 años;Ocupados;2004T3;1.547,0
Hombres;De 25 a 29 años;Ocupados;2004T2;1.536,4
Hombres;De 25 a 29 años;Ocupados;2004T1;1.512,5
Hombres;De 25 a 29 años;Ocupados;2003T4;1.526,5
Hombres;De 25 a 29 años;Ocupados;2003T3;1.523,9
Hombres;De 25 a 29 años;Ocupados;2003T2;1.502,2
Hombres;De 25 a 29 años;Ocupados;2003T1;1.475,0
Hombres;De 25 a 29 años;Ocupados;2002T4;1.467,1
Hombres;De 25 a 29 años;Ocupados;2002T3;1.475,5
Hombres;De 25 a 29 años;Ocupados;2002T2;1.452,8
Hombres;De 25 a 29 años;Ocupados;2002T1;1.428,4
Hombres;De 25 a 29 años;Parados;2025T4;162,3
Hombres;De 25 a 29 años;Parados;2025T3;149,2
Hombres;De 25 a 29 años;Parados;2025T2;167,6
Hombres;De 25 a 29 años;Parados;2025T1;175,7
Hombres;De 25 a 29 años;Parados;2024T4;164,9
Hombres;De 25 a 29 años;Parados;2024T3;179,1
Hombres;De 25 a 29 años;Parados;2024T2;156,2
Hombres;De 25 a 29 años;Parados;2024T1;181,9
Hombres;De 25 a 29 años;Parados;2023T4;169,5
Hombres;De 25 a 29 años;Parados;2023T3;156,7
Hombres;De 25 a 29 años;Parados;2023T2;171,5
Hombres;De 25 a 29 años;Parados;2023T1;191,2
Hombres;De 25 a 29 años;Parados;2022T4;191,1
Hombres;De 25 a 29 años;Parados;2022T3;163,5
Hombres;De 25 a 29 años;Parados;2022T2;153,5
Hombres;De 25 a 29 años;Parados;2022T1;204,6
Hombres;De 25 a 29 años;Parados;2021T4;216,0
Hombres;De 25 a 29 años;Parados;2021T3;237,6
Hombres;De 25 a 29 años;Parados;2021T2;237,6
Hombres;De 25 a 29 años;Parados;2021T1;249,2
Hombres;De 25 a 29 años;Parados;2020T4;250,6
Hombres;De 25 a 29 años;Parados;2020T3;250,0
Hombres;De 25 a 29 años;Parados;2020T2;235,7
Hombres;De 25 a 29 años;Parados;2020T1;203,3
Hombres;De 25 a 29 años;Parados;2019T4;208,9
Hombres;De 25 a 29 años;Parados;2019T3;201,0
Hombres;De 25 a 29 años;Parados;2019T2;206,4
Hombres;De 25 a 29 años;Parados;2019T1;208,8
Hombres;De 25 a 29 años;Parados;2018T4;203,5
Hombres;De 25 a 29 años;Parados;2018T3;197,0
Hombres;De 25 a 29 años;Parados;2018T2;210,0
Hombres;De 25 a 29 años;Parados;2018T1;231,7
Hombres;De 25 a 29 años;Parados;2017T4;225,3
Hombres;De 25 a 29 años;Parados;2017T3;227,8
Hombres;De 25 a 29 años;Parados;2017T2;236,7
Hombres;De 25 a 29 años;Parados;2017T1;258,0
Hombres;De 25 a 29 años;Parados;2016T4;251,5
Hombres;De 25 a 29 años;Parados;2016T3;249,7
Hombres;De 25 a 29 años;Parados;2016T2;279,0
Hombres;De 25 a 29 años;Parados;2016T1;304,5
Hombres;De 25 a 29 años;Parados;2015T4;320,6
Hombres;De 25 a 29 años;Parados;2015T3;314,6
Hombres;De 25 a 29 años;Parados;2015T2;326,7
Hombres;De 25 a 29 años;Parados;2015T1;347,8
Hombres;De 25 a 29 años;Parados;2014T4;357,2
Hombres;De 25 a 29 años;Parados;2014T3;339,7
Hombres;De 25 a 29 años;Parados;2014T2;361,7
Hombres;De 25 a 29 años;Parados;2014T1;399,5
Hombres;De 25 a 29 años;Parados;2013T4;413,5
Hombres;De 25 a 29 años;Parados;2013T3;415,9
Hombres;De 25 a 29 años;Parados;2013T2;437,9
Hombres;De 25 a 29 años;Parados;2013T1;460,7
Hombres;De 25 a 29 años;Parados;2012T4;453,9
Hombres;De 25 a 29 años;Parados;2012T3;447,3
Hombres;De 25 a 29 años;Parados;2012T2;450,2
Hombres;De 25 a 29 años;Parados;2012T1;441,3
Hombres;De 25 a 29 años;Parados;2011T4;391,1
Hombres;De 25 a 29 años;Parados;2011T3;376,9
Hombres;De 25 a 29 años;Parados;2011T2;374,1
Hombres;De 25 a 29 años;Parados;2011T1;393,0
Hombres;De 25 a 29 años;Parados;2010T4;382,9
Hombres;De 25 a 29 años;Parados;2010T3;372,5
Hombres;De 25 a 29 años;Parados;2010T2;381,0
Hombres;De 25 a 29 años;Parados;2010T1;412,0
Hombres;De 25 a 29 años;Parados;2009T4;383,3
Hombres;De 25 a 29 años;Parados;2009T3;370,7
Hombres;De 25 a 29 años;Parados;2009T2;354,6
Hombres;De 25 a 29 años;Parados;2009T1;373,0
Hombres;De 25 a 29 años;Parados;2008T4;293,2
Hombres;De 25 a 29 años;Parados;2008T3;231,2
Hombres;De 25 a 29 años;Parados;2008T2;196,0
Hombres;De 25 a 29 años;Parados;2008T1;171,2
Hombres;De 25 a 29 años;Parados;2007T4;135,9
Hombres;De 25 a 29 años;Parados;2007T3;129,6
Hombres;De 25 a 29 años;Parados;2007T2;114,6
Hombres;De 25 a 29 años;Parados;2007T1;133,5
Hombres;De 25 a 29 años;Parados;2006T4;140,6
Hombres;De 25 a 29 años;Parados;2006T3;131,5
Hombres;De 25 a 29 años;Parados;2006T2;132,1
Hombres;De 25 a 29 años;Parados;2006T1;146,3
Hombres;De 25 a 29 años;Parados;2005T4;151,0
Hombres;De 25 a 29 años;Parados;2005T3;150,0
Hombres;De 25 a 29 años;Parados;2005T2;159,9
Hombres;De 25 a 29 años;Parados;2005T1;171,3
Hombres;De 25 a 29 años;Parados;2004T4;163,2
Hombres;De 25 a 29 años;Parados;2004T3;179,6
Hombres;De 25 a 29 años;Parados;2004T2;170,7
Hombres;De 25 a 29 años;Parados;2004T1;195,3
Hombres;De 25 a 29 años;Parados;2003T4;183,9
Hombres;De 25 a 29 años;Parados;2003T3;180,9
Hombres;De 25 a 29 años;Parados;2003T2;172,3
Hombres;De 25 a 29 años;Parados;2003T1;189,7
Hombres;De 25 a 29 años;Parados;2002T4;187,6
Hombres;De 25 a 29 años;Parados;2002T3;173,0
Hombres;De 25 a 29 años;Parados;2002T2;168,8
Hombres;De 25 a 29 años;Parados;2002T1;171,1
Hombres;De 25 a 29 años;Parados que buscan primer empleo;2025T4;17,9
Hombres;De 25 a 29 años;Parados que buscan primer empleo;2025T3;21,4
Hombres;De 25 a 29 años;Parados que buscan primer empleo;2025T2;20,1
Hombres;De 25 a 29 años;Parados que buscan primer empleo;2025T1;23,2
Hombres;De 25 a 29 años;Parados que buscan primer empleo;2024T4;18,4
Hombres;De 25 a 29 años;Parados que buscan primer empleo;2024T3;21,3
Hombres;De 25 a 29 años;Parados que buscan primer empleo;2024T2;13,6
Hombres;De 25 a 29 años;Parados que buscan primer empleo;2024T1;20,2
