Nivel de formación alcanzado;Sexo;Unidad;Periodo;Total
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2019T1;36,5
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2018T4;39,1
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2018T3;46,2
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2018T2;40,7
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2018T1;35,4
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2017T4;41,8
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2017T3;42,3
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2017T2;45,2
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2017T1;31
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2016T4;34,3
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2016T3;49,2
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2016T2;53,7
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2016T1;40,9
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2015T4;40,8
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2015T3;62,5
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2015T2;47,3
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2015T1;43,3
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2014T4;57,4
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2014T3;50,9
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2014T2;45,7
Segunda etapa de educación secundaria, con orientación general;Mujeres;Valor absoluto;2014T1;39,2
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2025T4;25
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2025T3;20,4
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2025T2;20,6
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2025T1;23,4
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2024T4;20,8
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2024T3;22,2
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2024T2;20,6
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2024T1;17,7
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2023T4;17,3
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2023T3;24,1
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2023T2;26,2
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2023T1;18,6
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2022T4;19,3
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2022T3;22
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2022T2;20
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2022T1;20,4
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2021T4;21,4
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2021T3;24,6
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2021T2;25,6
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2021T1;23,1
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2020T4;21,7
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2020T3;22,3
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2020T2;21,7
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2020T1;19,8
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2019T4;20,3
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2019T3;25,1
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2019T2;24,4
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2019T1;20,9
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2018T4;22,3
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2018T3;24,3
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2018T2;20,9
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2018T1;18,5
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2017T4;19,5
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2017T3;19,7
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2017T2;20,9
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2017T1;14,5
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2016T4;14,3
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2016T3;18,5
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2016T2;19,6
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2016T1;16,7
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2015T4;15,6
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2015T3;20,8
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2015T2;15,6
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2015T1;15,7
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2014T4;18,5
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2014T3;16
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2014T2;15,5
Segunda etapa de educación secundaria, con orientación general;Mujeres;Porcentaje;2014T1;14,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2025T4;21,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2025T3;34,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2025T2;32,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2025T1;32
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2024T4;31,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2024T3;29,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2024T2;34,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2024T1;28,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2023T4;38,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2023T3;38,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2023T2;41,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2023T1;36,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2022T4;26,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2022T3;31,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2022T2;38,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2022T1;41,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2021T4;39,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2021T3;40,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2021T2;41,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2021T1;43,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2020T4;36,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2020T3;38,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2020T2;26,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2020T1;30
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2019T4;26,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2019T3;37,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2019T2;38,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2019T1;30,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2018T4;29,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2018T3;33
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2018T2;35
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2018T1;34,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2017T4;35,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2017T3;37
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2017T2;38,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2017T1;48,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2016T4;39,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2016T3;47,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2016T2;48,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2016T1;46,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2015T4;51,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2015T3;66,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2015T2;52,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2015T1;51,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2014T4;57,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2014T3;49,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2014T2;55,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Valor absoluto;2014T1;52,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2025T4;9,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2025T3;11
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2025T2;12,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2025T1;12,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2024T4;12,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2024T3;9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2024T2;12,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2024T1;10,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2023T4;12,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2023T3;11,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2023T2;14
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2023T1;11,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2022T4;7,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2022T3;8,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2022T2;11,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2022T1;13
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2021T4;12,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2021T3;11,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2021T2;10,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2021T1;12,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2020T4;11,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2020T3;11,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2020T2;11
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2020T1;9,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2019T4;8,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2019T3;10,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2019T2;11,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2019T1;9,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2018T4;9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2018T3;8,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2018T2;9,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2018T1;9,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2017T4;8,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2017T3;8,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2017T2;9,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2017T1;12
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2016T4;9,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2016T3;10,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2016T2;10,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2016T1;10,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2015T4;10,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2015T3;11,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2015T2;9,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2015T1;9,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2014T4;10,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2014T3;8,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2014T2;10,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Ambos sexos;Porcentaje;2014T1;10
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2025T4;10,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2025T3;19,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2025T2;15,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2025T1;17,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2024T4;18,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2024T3;13
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2024T2;18,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2024T1;19,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2023T4;18
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2023T3;26,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2023T2;22,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2023T1;17,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2022T4;11,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2022T3;11,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2022T2;16,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2022T1;22,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2021T4;19,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2021T3;24,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2021T2;23,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2021T1;27,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2020T4;21,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2020T3;21,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2020T2;16,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2020T1;15,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2019T4;14,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2019T3;18,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2019T2;20,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2019T1;16,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2018T4;17,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2018T3;16
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2018T2;19,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2018T1;17,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2017T4;16,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2017T3;20
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2017T2;21
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2017T1;27,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2016T4;22,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2016T3;23,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2016T2;19,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2016T1;17,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2015T4;21,1
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2015T3;30,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2015T2;20,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2015T1;26,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2014T4;30,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2014T3;26,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2014T2;24,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Valor absoluto;2014T1;23,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2025T4;10
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2025T3;13,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2025T2;12,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2025T1;14,2
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2024T4;15,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2024T3;8,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2024T2;14,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2024T1;13,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2023T4;12,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2023T3;15,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2023T2;15,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2023T1;11,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2022T4;7,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2022T3;6,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2022T2;10,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2022T1;14,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2021T4;13,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2021T3;14,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2021T2;12,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2021T1;17,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2020T4;14,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2020T3;13,3
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2020T2;13,8
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2020T1;11,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2019T4;9,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2019T3;11
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2019T2;12,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2019T1;11
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2018T4;11,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2018T3;8,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2018T2;11,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2018T1;10,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2017T4;8,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2017T3;9,5
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2017T2;10,6
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2017T1;14,4
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2016T4;11,9
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2016T3;11,7
Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);Hombres;Porcentaje;2016T2;9,6
