fecha,año,trimestre,pib_pm,vab_agricultura,vab_industria,vab_construccion,vab_servicios,impuestos_netos
2023-01-01,2023,1,383026.1933064602,9342.941600350743,63677.82503719716,18643.94320042367,252064.7785927961,39296.70487569255
2023-04-01,2023,2,397287.2847364855,9581.192134263132,55199.32763053591,22804.314648742256,274606.620640973,35095.829681971234
2023-07-01,2023,3,395013.48595709505,7780.032847856841,54447.409227201366,19706.49627557257,277381.35513936175,35698.19246710253
2023-10-01,2023,4,409914.3495815313,14495.740507431781,59728.37597534829,22215.96017313773,284648.52854653593,28825.744379077576
2024-01-01,2024,1,393743.48531970795,10945.97653749104,59975.11208814608,19247.448506311022,263495.6416582359,40079.3065295239
2024-04-01,2024,2,412578.7604732261,10452.185703624626,54732.17376165608,23403.360360376962,286769.257819403,37221.78282816539
2024-07-01,2024,3,409167.551031742,8524.951017962852,55996.49467046113,19699.548973941186,288044.54049468884,36902.01587468799
2024-10-01,2024,4,424525.1513319965,15136.717341965319,63107.14851573918,22819.572342059146,291668.0496556103,31793.66347662252
2025-01-01,2025,1,404753.9068413166,11017.235738974061,63533.67784904109,19575.886197804986,267170.006143601,43457.10091189546
2025-04-01,2025,2,423911.62445403176,10709.721730181904,56251.586127806695,24634.363669171453,292946.45481359214,39369.498113279544
2025-07-01,2025,3,420217.85180041834,8511.849652621708,57188.17024252546,21110.15379004675,293651.75175121945,39755.92636400499
2025-10-01,2025,4,437461.0247056178,14878.543404673575,63058.30227672854,24731.221074008743,298847.72540451674,35945.23254569021
