Sexo;Ocupación;Situación profesional;Periodo;Total
Hombres;0 Fuerzas armadas;Empleador;2009T1;..
Hombres;0 Fuerzas armadas;Empleador;2008T4;..
Hombres;0 Fuerzas armadas;Empleador;2008T3;..
Hombres;0 Fuerzas armadas;Empleador;2008T2;..
Hombres;0 Fuerzas armadas;Empleador;2008T1;..
Hombres;0 Fuerzas armadas;Empleador;2007T4;..
Hombres;0 Fuerzas armadas;Empleador;2007T3;..
Hombres;0 Fuerzas armadas;Empleador;2007T2;..
Hombres;0 Fuerzas armadas;Empleador;2007T1;..
Hombres;0 Fuerzas armadas;Empleador;2006T4;..
Hombres;0 Fuerzas armadas;Empleador;2006T3;..
Hombres;0 Fuerzas armadas;Empleador;2006T2;..
Hombres;0 Fuerzas armadas;Empleador;2006T1;..
Hombres;0 Fuerzas armadas;Empleador;2005T4;..
Hombres;0 Fuerzas armadas;Empleador;2005T3;..
Hombres;0 Fuerzas armadas;Empleador;2005T2;..
Hombres;0 Fuerzas armadas;Empleador;2005T1;..
Hombres;0 Fuerzas armadas;Empleador;2004T4;..
Hombres;0 Fuerzas armadas;Empleador;2004T3;..
Hombres;0 Fuerzas armadas;Empleador;2004T2;..
Hombres;0 Fuerzas armadas;Empleador;2004T1;..
Hombres;0 Fuerzas armadas;Empleador;2003T4;..
Hombres;0 Fuerzas armadas;Empleador;2003T3;..
Hombres;0 Fuerzas armadas;Empleador;2003T2;..
Hombres;0 Fuerzas armadas;Empleador;2003T1;..
Hombres;0 Fuerzas armadas;Empleador;2002T4;..
Hombres;0 Fuerzas armadas;Empleador;2002T3;..
Hombres;0 Fuerzas armadas;Empleador;2002T2;..
Hombres;0 Fuerzas armadas;Empleador;2002T1;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2010T4;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2010T3;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2010T2;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2010T1;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2009T4;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2009T3;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2009T2;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2009T1;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2008T4;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2008T3;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2008T2;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2008T1;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2007T4;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2007T3;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2007T2;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2007T1;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2006T4;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2006T3;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2006T2;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2006T1;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2005T4;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2005T3;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2005T2;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2005T1;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2004T4;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2004T3;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2004T2;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2004T1;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2003T4;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2003T3;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2003T2;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2003T1;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2002T4;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2002T3;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2002T2;..
Hombres;0 Fuerzas armadas;Empresario sin asalariados o trabajador independiente;2002T1;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2010T4;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2010T3;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2010T2;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2010T1;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2009T4;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2009T3;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2009T2;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2009T1;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2008T4;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2008T3;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2008T2;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2008T1;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2007T4;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2007T3;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2007T2;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2007T1;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2006T4;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2006T3;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2006T2;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2006T1;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2005T4;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2005T3;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2005T2;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2005T1;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2004T4;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2004T3;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2004T2;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2004T1;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2003T4;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2003T3;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2003T2;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2003T1;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2002T4;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2002T3;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2002T2;..
Hombres;0 Fuerzas armadas;Miembro de una cooperativa;2002T1;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2010T4;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2010T3;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2010T2;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2010T1;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2009T4;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2009T3;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2009T2;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2009T1;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2008T4;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2008T3;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2008T2;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2008T1;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2007T4;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2007T3;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2007T2;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2007T1;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2006T4;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2006T3;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2006T2;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2006T1;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2005T4;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2005T3;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2005T2;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2005T1;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2004T4;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2004T3;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2004T2;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2004T1;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2003T4;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2003T3;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2003T2;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2003T1;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2002T4;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2002T3;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2002T2;..
Hombres;0 Fuerzas armadas;Ayuda en la empresa o negocio familiar;2002T1;..
Hombres;0 Fuerzas armadas;Asalariados : Total;2010T4;96,9
Hombres;0 Fuerzas armadas;Asalariados : Total;2010T3;93,5
Hombres;0 Fuerzas armadas;Asalariados : Total;2010T2;93,7
Hombres;0 Fuerzas armadas;Asalariados : Total;2010T1;95,4
Hombres;0 Fuerzas armadas;Asalariados : Total;2009T4;92,0
Hombres;0 Fuerzas armadas;Asalariados : Total;2009T3;97,9
Hombres;0 Fuerzas armadas;Asalariados : Total;2009T2;99,4
Hombres;0 Fuerzas armadas;Asalariados : Total;2009T1;97,9
Hombres;0 Fuerzas armadas;Asalariados : Total;2008T4;95,7
Hombres;0 Fuerzas armadas;Asalariados : Total;2008T3;87,3
Hombres;0 Fuerzas armadas;Asalariados : Total;2008T2;87,8
Hombres;0 Fuerzas armadas;Asalariados : Total;2008T1;82,4
Hombres;0 Fuerzas armadas;Asalariados : Total;2007T4;76,9
Hombres;0 Fuerzas armadas;Asalariados : Total;2007T3;79,6
Hombres;0 Fuerzas armadas;Asalariados : Total;2007T2;77,5
Hombres;0 Fuerzas armadas;Asalariados : Total;2007T1;84,9
Hombres;0 Fuerzas armadas;Asalariados : Total;2006T4;78,1
Hombres;0 Fuerzas armadas;Asalariados : Total;2006T3;72,7
Hombres;0 Fuerzas armadas;Asalariados : Total;2006T2;78,7
Hombres;0 Fuerzas armadas;Asalariados : Total;2006T1;80,0
Hombres;0 Fuerzas armadas;Asalariados : Total;2005T4;83,5
Hombres;0 Fuerzas armadas;Asalariados : Total;2005T3;81,9
Hombres;0 Fuerzas armadas;Asalariados : Total;2005T2;80,6
Hombres;0 Fuerzas armadas;Asalariados : Total;2005T1;80,9
Hombres;0 Fuerzas armadas;Asalariados : Total;2004T4;77,2
Hombres;0 Fuerzas armadas;Asalariados : Total;2004T3;73,5
Hombres;0 Fuerzas armadas;Asalariados : Total;2004T2;78,5
Hombres;0 Fuerzas armadas;Asalariados : Total;2004T1;70,8
Hombres;0 Fuerzas armadas;Asalariados : Total;2003T4;74,6
Hombres;0 Fuerzas armadas;Asalariados : Total;2003T3;82,5
Hombres;0 Fuerzas armadas;Asalariados : Total;2003T2;78,6
Hombres;0 Fuerzas armadas;Asalariados : Total;2003T1;85,0
Hombres;0 Fuerzas armadas;Asalariados : Total;2002T4;90,5
Hombres;0 Fuerzas armadas;Asalariados : Total;2002T3;83,1
Hombres;0 Fuerzas armadas;Asalariados : Total;2002T2;82,0
Hombres;0 Fuerzas armadas;Asalariados : Total;2002T1;78,4
Hombres;0 Fuerzas armadas;Asalariado sector público;2010T4;96,9
Hombres;0 Fuerzas armadas;Asalariado sector público;2010T3;93,5
Hombres;0 Fuerzas armadas;Asalariado sector público;2010T2;93,7
Hombres;0 Fuerzas armadas;Asalariado sector público;2010T1;95,4
Hombres;0 Fuerzas armadas;Asalariado sector público;2009T4;92,0
Hombres;0 Fuerzas armadas;Asalariado sector público;2009T3;97,9
Hombres;0 Fuerzas armadas;Asalariado sector público;2009T2;99,4
Hombres;0 Fuerzas armadas;Asalariado sector público;2009T1;97,9
Hombres;0 Fuerzas armadas;Asalariado sector público;2008T4;95,7
Hombres;0 Fuerzas armadas;Asalariado sector público;2008T3;87,3
Hombres;0 Fuerzas armadas;Asalariado sector público;2008T2;87,8
Hombres;0 Fuerzas armadas;Asalariado sector público;2008T1;82,4
Hombres;0 Fuerzas armadas;Asalariado sector público;2007T4;76,9
Hombres;0 Fuerzas armadas;Asalariado sector público;2007T3;79,6
Hombres;0 Fuerzas armadas;Asalariado sector público;2007T2;77,5
Hombres;0 Fuerzas armadas;Asalariado sector público;2007T1;84,9
Hombres;0 Fuerzas armadas;Asalariado sector público;2006T4;78,1
Hombres;0 Fuerzas armadas;Asalariado sector público;2006T3;72,7
Hombres;0 Fuerzas armadas;Asalariado sector público;2006T2;78,7
Hombres;0 Fuerzas armadas;Asalariado sector público;2006T1;80,0
Hombres;0 Fuerzas armadas;Asalariado sector público;2005T4;83,5
Hombres;0 Fuerzas armadas;Asalariado sector público;2005T3;81,9
Hombres;0 Fuerzas armadas;Asalariado sector público;2005T2;80,6
Hombres;0 Fuerzas armadas;Asalariado sector público;2005T1;80,9
Hombres;0 Fuerzas armadas;Asalariado sector público;2004T4;77,2
Hombres;0 Fuerzas armadas;Asalariado sector público;2004T3;73,5
Hombres;0 Fuerzas armadas;Asalariado sector público;2004T2;78,5
Hombres;0 Fuerzas armadas;Asalariado sector público;2004T1;70,8
Hombres;0 Fuerzas armadas;Asalariado sector público;2003T4;74,6
Hombres;0 Fuerzas armadas;Asalariado sector público;2003T3;82,5
Hombres;0 Fuerzas armadas;Asalariado sector público;2003T2;78,6
Hombres;0 Fuerzas armadas;Asalariado sector público;2003T1;85,0
Hombres;0 Fuerzas armadas;Asalariado sector público;2002T4;90,5
Hombres;0 Fuerzas armadas;Asalariado sector público;2002T3;83,1
Hombres;0 Fuerzas armadas;Asalariado sector público;2002T2;82,0
Hombres;0 Fuerzas armadas;Asalariado sector público;2002T1;78,4
Hombres;0 Fuerzas armadas;Asalariado sector privado;2010T4;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2010T3;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2010T2;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2010T1;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2009T4;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2009T3;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2009T2;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2009T1;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2008T4;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2008T3;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2008T2;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2008T1;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2007T4;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2007T3;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2007T2;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2007T1;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2006T4;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2006T3;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2006T2;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2006T1;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2005T4;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2005T3;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2005T2;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2005T1;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2004T4;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2004T3;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2004T2;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2004T1;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2003T4;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2003T3;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2003T2;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2003T1;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2002T4;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2002T3;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2002T2;..
Hombres;0 Fuerzas armadas;Asalariado sector privado;2002T1;..
Hombres;0 Fuerzas armadas;Otra situación;2010T4;..
Hombres;0 Fuerzas armadas;Otra situación;2010T3;..
Hombres;0 Fuerzas armadas;Otra situación;2010T2;..
Hombres;0 Fuerzas armadas;Otra situación;2010T1;..
Hombres;0 Fuerzas armadas;Otra situación;2009T4;..
Hombres;0 Fuerzas armadas;Otra situación;2009T3;..
Hombres;0 Fuerzas armadas;Otra situación;2009T2;..
Hombres;0 Fuerzas armadas;Otra situación;2009T1;..
Hombres;0 Fuerzas armadas;Otra situación;2008T4;..
Hombres;0 Fuerzas armadas;Otra situación;2008T3;..
Hombres;0 Fuerzas armadas;Otra situación;2008T2;..
Hombres;0 Fuerzas armadas;Otra situación;2008T1;..
Hombres;0 Fuerzas armadas;Otra situación;2007T4;..
Hombres;0 Fuerzas armadas;Otra situación;2007T3;..
Hombres;0 Fuerzas armadas;Otra situación;2007T2;..
Hombres;0 Fuerzas armadas;Otra situación;2007T1;..
Hombres;0 Fuerzas armadas;Otra situación;2006T4;..
Hombres;0 Fuerzas armadas;Otra situación;2006T3;..
Hombres;0 Fuerzas armadas;Otra situación;2006T2;..
Hombres;0 Fuerzas armadas;Otra situación;2006T1;..
Hombres;0 Fuerzas armadas;Otra situación;2005T4;..
Hombres;0 Fuerzas armadas;Otra situación;2005T3;..
Hombres;0 Fuerzas armadas;Otra situación;2005T2;..
Hombres;0 Fuerzas armadas;Otra situación;2005T1;..
Hombres;0 Fuerzas armadas;Otra situación;2004T4;..
Hombres;0 Fuerzas armadas;Otra situación;2004T3;..
Hombres;0 Fuerzas armadas;Otra situación;2004T2;..
Hombres;0 Fuerzas armadas;Otra situación;2004T1;..
Hombres;0 Fuerzas armadas;Otra situación;2003T4;..
Hombres;0 Fuerzas armadas;Otra situación;2003T3;..
Hombres;0 Fuerzas armadas;Otra situación;2003T2;..
Hombres;0 Fuerzas armadas;Otra situación;2003T1;..
Hombres;0 Fuerzas armadas;Otra situación;2002T4;..
Hombres;0 Fuerzas armadas;Otra situación;2002T3;..
Hombres;0 Fuerzas armadas;Otra situación;2002T2;..
