Comunidades y Ciudades Autónomas;Proporción de parados;Periodo;Total
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2023T4;20,24
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2023T3;19,82
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2023T2;20,84
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2023T1;23,72
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2022T4;21,57
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2022T3;18,75
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2022T2;21,09
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2022T1;23,8
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2021T4;23,16
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2021T3;21,11
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2021T2;24,03
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2021T1;27,44
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2020T4;26,06
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2020T3;24,49
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2020T2;26,37
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2020T1;30,15
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2019T4;29,64
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2019T3;24,32
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2019T2;25,85
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2019T1;28,18
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2018T4;28,62
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2018T3;26,23
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2018T2;30,15
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2018T1;31,89
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2017T4;30,14
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2017T3;30,36
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2017T2;30,93
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2017T1;35,62
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2016T4;33,22
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2016T3;30,86
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2016T2;32,53
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2016T1;35,26
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2015T4;32,93
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2015T3;33,53
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2015T2;35,71
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2015T1;37,05
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2014T4;36,07
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2014T3;32,87
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2014T2;35,04
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2014T1;38,36
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2013T4;38,2
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2013T3;38,78
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2013T2;41,26
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2013T1;41,84
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2012T4;40
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2012T3;37,62
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2012T2;39,55
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2012T1;38,78
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2011T4;34,37
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2011T3;28,75
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2011T2;27,21
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2011T1;30,44
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2010T4;28,21
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2010T3;26,75
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2010T2;27,32
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2010T1;27,71
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2009T4;25,21
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2009T3;22,98
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2009T2;24,16
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2009T1;25,55
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2008T4;21,97
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2008T3;17,19
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2008T2;17,43
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2008T1;16,89
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2007T4;16,67
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2007T3;13,79
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2007T2;13,7
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2007T1;15,41
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2006T4;15,43
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2006T3;13,16
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2006T2;16,13
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2006T1;19,42
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2005T4;18,02
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2005T3;17,53
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2005T2;18,17
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2005T1;21,34
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2004T4;21,09
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2004T3;19,82
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2004T2;21,73
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2004T1;20,36
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2003T4;20,31
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2003T3;19,23
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2003T2;20,88
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2003T1;25,25
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2002T4;22,63
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2002T3;22,55
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2002T2;22,6
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2002T1;23,71
11 Extremadura;Todos los activos son ocupados (Porcentaje);2025T4;80,8
11 Extremadura;Todos los activos son ocupados (Porcentaje);2025T3;79,98
11 Extremadura;Todos los activos son ocupados (Porcentaje);2025T2;78,21
11 Extremadura;Todos los activos son ocupados (Porcentaje);2025T1;76,9
11 Extremadura;Todos los activos son ocupados (Porcentaje);2024T4;77,19
11 Extremadura;Todos los activos son ocupados (Porcentaje);2024T3;78,85
11 Extremadura;Todos los activos son ocupados (Porcentaje);2024T2;77,13
11 Extremadura;Todos los activos son ocupados (Porcentaje);2024T1;74,51
11 Extremadura;Todos los activos son ocupados (Porcentaje);2023T4;76,64
11 Extremadura;Todos los activos son ocupados (Porcentaje);2023T3;76,28
11 Extremadura;Todos los activos son ocupados (Porcentaje);2023T2;74,82
11 Extremadura;Todos los activos son ocupados (Porcentaje);2023T1;72,53
11 Extremadura;Todos los activos son ocupados (Porcentaje);2022T4;75,26
11 Extremadura;Todos los activos son ocupados (Porcentaje);2022T3;77,25
11 Extremadura;Todos los activos son ocupados (Porcentaje);2022T2;75,69
11 Extremadura;Todos los activos son ocupados (Porcentaje);2022T1;73,82
11 Extremadura;Todos los activos son ocupados (Porcentaje);2021T4;73,71
11 Extremadura;Todos los activos son ocupados (Porcentaje);2021T3;74,12
11 Extremadura;Todos los activos son ocupados (Porcentaje);2021T2;72,5
11 Extremadura;Todos los activos son ocupados (Porcentaje);2021T1;69,12
11 Extremadura;Todos los activos son ocupados (Porcentaje);2020T4;70,42
11 Extremadura;Todos los activos son ocupados (Porcentaje);2020T3;70,97
11 Extremadura;Todos los activos son ocupados (Porcentaje);2020T2;69,43
11 Extremadura;Todos los activos son ocupados (Porcentaje);2020T1;66,67
11 Extremadura;Todos los activos son ocupados (Porcentaje);2019T4;67,33
11 Extremadura;Todos los activos son ocupados (Porcentaje);2019T3;72,52
11 Extremadura;Todos los activos son ocupados (Porcentaje);2019T2;70,5
11 Extremadura;Todos los activos son ocupados (Porcentaje);2019T1;68,36
11 Extremadura;Todos los activos son ocupados (Porcentaje);2018T4;67,09
11 Extremadura;Todos los activos son ocupados (Porcentaje);2018T3;69,5
11 Extremadura;Todos los activos son ocupados (Porcentaje);2018T2;66,26
11 Extremadura;Todos los activos son ocupados (Porcentaje);2018T1;64,52
11 Extremadura;Todos los activos son ocupados (Porcentaje);2017T4;66,49
11 Extremadura;Todos los activos son ocupados (Porcentaje);2017T3;66,67
11 Extremadura;Todos los activos son ocupados (Porcentaje);2017T2;65,67
11 Extremadura;Todos los activos son ocupados (Porcentaje);2017T1;61,25
11 Extremadura;Todos los activos son ocupados (Porcentaje);2016T4;63,15
11 Extremadura;Todos los activos son ocupados (Porcentaje);2016T3;64,11
11 Extremadura;Todos los activos son ocupados (Porcentaje);2016T2;63,39
11 Extremadura;Todos los activos son ocupados (Porcentaje);2016T1;61,17
11 Extremadura;Todos los activos son ocupados (Porcentaje);2015T4;63,11
11 Extremadura;Todos los activos son ocupados (Porcentaje);2015T3;62,9
11 Extremadura;Todos los activos son ocupados (Porcentaje);2015T2;61,31
11 Extremadura;Todos los activos son ocupados (Porcentaje);2015T1;59,57
11 Extremadura;Todos los activos son ocupados (Porcentaje);2014T4;59,6
11 Extremadura;Todos los activos son ocupados (Porcentaje);2014T3;63,37
11 Extremadura;Todos los activos son ocupados (Porcentaje);2014T2;60,59
11 Extremadura;Todos los activos son ocupados (Porcentaje);2014T1;57,55
11 Extremadura;Todos los activos son ocupados (Porcentaje);2013T4;57,45
11 Extremadura;Todos los activos son ocupados (Porcentaje);2013T3;57,26
11 Extremadura;Todos los activos son ocupados (Porcentaje);2013T2;55,65
11 Extremadura;Todos los activos son ocupados (Porcentaje);2013T1;54,67
11 Extremadura;Todos los activos son ocupados (Porcentaje);2012T4;56,02
11 Extremadura;Todos los activos son ocupados (Porcentaje);2012T3;58,3
11 Extremadura;Todos los activos son ocupados (Porcentaje);2012T2;55,5
11 Extremadura;Todos los activos son ocupados (Porcentaje);2012T1;57,11
11 Extremadura;Todos los activos son ocupados (Porcentaje);2011T4;61,68
11 Extremadura;Todos los activos son ocupados (Porcentaje);2011T3;67,58
11 Extremadura;Todos los activos son ocupados (Porcentaje);2011T2;67,92
11 Extremadura;Todos los activos son ocupados (Porcentaje);2011T1;65,6
11 Extremadura;Todos los activos son ocupados (Porcentaje);2010T4;66,39
11 Extremadura;Todos los activos son ocupados (Porcentaje);2010T3;68,88
11 Extremadura;Todos los activos son ocupados (Porcentaje);2010T2;68,93
11 Extremadura;Todos los activos son ocupados (Porcentaje);2010T1;68,06
11 Extremadura;Todos los activos son ocupados (Porcentaje);2009T4;71,11
11 Extremadura;Todos los activos son ocupados (Porcentaje);2009T3;72,33
11 Extremadura;Todos los activos son ocupados (Porcentaje);2009T2;71,87
11 Extremadura;Todos los activos son ocupados (Porcentaje);2009T1;71,01
11 Extremadura;Todos los activos son ocupados (Porcentaje);2008T4;74,51
11 Extremadura;Todos los activos son ocupados (Porcentaje);2008T3;78,68
11 Extremadura;Todos los activos son ocupados (Porcentaje);2008T2;78,29
11 Extremadura;Todos los activos son ocupados (Porcentaje);2008T1;79,36
11 Extremadura;Todos los activos son ocupados (Porcentaje);2007T4;78,44
11 Extremadura;Todos los activos son ocupados (Porcentaje);2007T3;81,32
11 Extremadura;Todos los activos son ocupados (Porcentaje);2007T2;82,3
11 Extremadura;Todos los activos son ocupados (Porcentaje);2007T1;80,95
11 Extremadura;Todos los activos son ocupados (Porcentaje);2006T4;81,1
11 Extremadura;Todos los activos son ocupados (Porcentaje);2006T3;83,36
11 Extremadura;Todos los activos son ocupados (Porcentaje);2006T2;79,83
11 Extremadura;Todos los activos son ocupados (Porcentaje);2006T1;76,8
11 Extremadura;Todos los activos son ocupados (Porcentaje);2005T4;77,51
11 Extremadura;Todos los activos son ocupados (Porcentaje);2005T3;77,39
11 Extremadura;Todos los activos son ocupados (Porcentaje);2005T2;77,57
11 Extremadura;Todos los activos son ocupados (Porcentaje);2005T1;74,87
11 Extremadura;Todos los activos son ocupados (Porcentaje);2004T4;75,07
11 Extremadura;Todos los activos son ocupados (Porcentaje);2004T3;75,98
11 Extremadura;Todos los activos son ocupados (Porcentaje);2004T2;74,22
11 Extremadura;Todos los activos son ocupados (Porcentaje);2004T1;76,02
11 Extremadura;Todos los activos son ocupados (Porcentaje);2003T4;75,97
11 Extremadura;Todos los activos son ocupados (Porcentaje);2003T3;76,47
11 Extremadura;Todos los activos son ocupados (Porcentaje);2003T2;76,31
11 Extremadura;Todos los activos son ocupados (Porcentaje);2003T1;71,7
11 Extremadura;Todos los activos son ocupados (Porcentaje);2002T4;73,23
11 Extremadura;Todos los activos son ocupados (Porcentaje);2002T3;72,87
11 Extremadura;Todos los activos son ocupados (Porcentaje);2002T2;73,54
11 Extremadura;Todos los activos son ocupados (Porcentaje);2002T1;71,49
12 Galicia;Todos los activos son parados (Porcentaje);2025T4;4,62
12 Galicia;Todos los activos son parados (Porcentaje);2025T3;5,13
12 Galicia;Todos los activos son parados (Porcentaje);2025T2;4,82
12 Galicia;Todos los activos son parados (Porcentaje);2025T1;5,53
12 Galicia;Todos los activos son parados (Porcentaje);2024T4;5,36
12 Galicia;Todos los activos son parados (Porcentaje);2024T3;5,02
12 Galicia;Todos los activos son parados (Porcentaje);2024T2;5,66
12 Galicia;Todos los activos son parados (Porcentaje);2024T1;6,49
12 Galicia;Todos los activos son parados (Porcentaje);2023T4;6,09
12 Galicia;Todos los activos son parados (Porcentaje);2023T3;6,38
12 Galicia;Todos los activos son parados (Porcentaje);2023T2;6,18
12 Galicia;Todos los activos son parados (Porcentaje);2023T1;7,48
12 Galicia;Todos los activos son parados (Porcentaje);2022T4;6,88
12 Galicia;Todos los activos son parados (Porcentaje);2022T3;6,68
12 Galicia;Todos los activos son parados (Porcentaje);2022T2;6,87
12 Galicia;Todos los activos son parados (Porcentaje);2022T1;6,65
12 Galicia;Todos los activos son parados (Porcentaje);2021T4;6,63
12 Galicia;Todos los activos son parados (Porcentaje);2021T3;5,96
12 Galicia;Todos los activos son parados (Porcentaje);2021T2;7,64
12 Galicia;Todos los activos son parados (Porcentaje);2021T1;7,23
12 Galicia;Todos los activos son parados (Porcentaje);2020T4;6,87
12 Galicia;Todos los activos son parados (Porcentaje);2020T3;7,2
12 Galicia;Todos los activos son parados (Porcentaje);2020T2;7,82
12 Galicia;Todos los activos son parados (Porcentaje);2020T1;7,68
12 Galicia;Todos los activos son parados (Porcentaje);2019T4;7,03
12 Galicia;Todos los activos son parados (Porcentaje);2019T3;6,72
12 Galicia;Todos los activos son parados (Porcentaje);2019T2;7,01
12 Galicia;Todos los activos son parados (Porcentaje);2019T1;7,43
12 Galicia;Todos los activos son parados (Porcentaje);2018T4;7,34
12 Galicia;Todos los activos son parados (Porcentaje);2018T3;7,12
