Comunidades y Ciudades Autónomas;Proporción de parados;Periodo;Total
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2015T2;13,22
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2015T1;13,69
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2014T4;13,12
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2014T3;14,98
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2014T2;15,05
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2014T1;15,78
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2013T4;14
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2013T3;15,05
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2013T2;15,35
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2013T1;15,01
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2012T4;15,01
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2012T3;15,42
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2012T2;15,26
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2012T1;14,44
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2011T4;13,38
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2011T3;12,52
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2011T2;11,78
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2011T1;12,38
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2010T4;11,59
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2010T3;11,41
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2010T2;12,05
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2010T1;11,91
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2009T4;11,06
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2009T3;10,93
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2009T2;10,82
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2009T1;8,97
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2008T4;6,48
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2008T3;4,72
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2008T2;4,76
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2008T1;4,08
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2007T4;3,7
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2007T3;3,36
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2007T2;3,54
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2007T1;3,42
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2006T4;3,36
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2006T3;3,1
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2006T2;2,69
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2006T1;3,91
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2005T4;2,92
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2005T3;3,34
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2005T2;3,88
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2005T1;4,22
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2004T4;5,29
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2004T3;5,88
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2004T2;5,27
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2004T1;4,74
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2003T4;4,59
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2003T3;5,16
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2003T2;4,74
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2003T1;4,81
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2002T4;4,31
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2002T3;4,77
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2002T2;4,46
10 Comunitat Valenciana;Todos los activos son parados (Porcentaje);2002T1;3,72
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2025T4;12,88
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2025T3;13,52
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2025T2;14,33
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2025T1;15,88
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2024T4;14,89
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2024T3;15,09
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2024T2;14,1
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2024T1;15,81
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2023T4;15,47
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2023T3;14,21
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2023T2;15,28
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2023T1;17,21
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2022T4;16,12
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2022T3;16,36
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2022T2;15,61
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2022T1;15,14
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2021T4;17,09
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2021T3;19,15
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2021T2;19,81
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2021T1;20,13
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2020T4;19,99
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2020T3;21,15
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2020T2;19,74
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2020T1;17,61
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2019T4;18,02
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2019T3;17,04
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2019T2;17,17
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2019T1;17,27
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2018T4;17,66
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2018T3;17,66
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2018T2;19,21
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2018T1;20,77
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2017T4;20,58
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2017T3;21,73
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2017T2;23,1
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2017T1;24,63
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2016T4;23,46
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2016T3;24,35
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2016T2;25,62
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2016T1;26,45
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2015T4;25,38
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2015T3;26,97
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2015T2;27,52
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2015T1;28,88
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2014T4;27,84
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2014T3;30,12
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2014T2;31,31
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2014T1;33,37
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2013T4;32,76
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2013T3;33,1
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2013T2;34,6
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2013T1;34,54
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2012T4;33,1
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2012T3;33,3
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2012T2;31,34
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2012T1;31,89
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2011T4;29,77
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2011T3;28,57
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2011T2;27,48
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2011T1;28,64
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2010T4;27,44
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2010T3;27,8
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2010T2;27,73
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2010T1;26,83
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2009T4;26,17
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2009T3;25,03
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2009T2;24,89
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2009T1;22,33
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2008T4;17,31
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2008T3;14,52
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2008T2;13,29
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2008T1;11,6
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2007T4;10,72
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2007T3;9,95
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2007T2;10,64
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2007T1;10,29
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2006T4;10,12
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2006T3;9,55
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2006T2;8,94
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2006T1;10,46
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2005T4;9,59
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2005T3;9,84
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2005T2;10,87
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2005T1;12,23
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2004T4;11,81
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2004T3;13,47
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2004T2;12,6
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2004T1;12,36
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2003T4;12,55
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2003T3;13,31
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2003T2;12,96
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2003T1;14
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2002T4;13,01
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2002T3;13,65
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2002T2;12,48
10 Comunitat Valenciana;Al menos la mitad de los activos son parados (Porcentaje);2002T1;11,09
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2025T4;83,55
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2025T3;82,02
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2025T2;82,57
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2025T1;80,82
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2024T4;81,58
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2024T3;80,35
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2024T2;82,12
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2024T1;80,39
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2023T4;81,08
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2023T3;82,16
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2023T2;81,77
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2023T1;79,6
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2022T4;80,35
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2022T3;80,66
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2022T2;81,15
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2022T1;80,93
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2021T4;79,15
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2021T3;76,86
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2021T2;76,54
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2021T1;77,19
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2020T4;76,38
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2020T3;75,23
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2020T2;76,43
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2020T1;79,49
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2019T4;79,37
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2019T3;79,61
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2019T2;78,62
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2019T1;79,67
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2018T4;79,11
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2018T3;78,02
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2018T2;77,5
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2018T1;75,74
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2017T4;76,1
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2017T3;74,85
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2017T2;72,86
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2017T1;72,04
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2016T4;72,86
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2016T3;72,18
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2016T2;70,58
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2016T1;69,93
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2015T4;70,79
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2015T3;69,44
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2015T2;68,91
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2015T1;67,68
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2014T4;69,2
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2014T3;66,48
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2014T2;64,73
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2014T1;63,09
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2013T4;63,51
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2013T3;63,38
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2013T2;61,58
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2013T1;61,7
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2012T4;62,54
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2012T3;62,44
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2012T2;64,32
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2012T1;64,03
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2011T4;66,22
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2011T3;66,95
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2011T2;68,12
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2011T1;67,03
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2010T4;68,27
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2010T3;67,74
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2010T2;68,11
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2010T1;68,93
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2009T4;69,6
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2009T3;70,66
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2009T2;70,34
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2009T1;73,04
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2008T4;77,41
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2008T3;80,99
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2008T2;82,46
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2008T1;84,93
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2007T4;85,61
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2007T3;86,18
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2007T2;85,99
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2007T1;86,37
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2006T4;86,24
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2006T3;86,69
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2006T2;87,48
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2006T1;85,85
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2005T4;87,26
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2005T3;87,55
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2005T2;85,51
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2005T1;83,97
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2004T4;83,94
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2004T3;82,68
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2004T2;83,66
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2004T1;83,91
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2003T4;83,24
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2003T3;82,94
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2003T2;82,71
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2003T1;82,02
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2002T4;83,23
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2002T3;82,61
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2002T2;83,56
10 Comunitat Valenciana;Todos los activos son ocupados (Porcentaje);2002T1;84,7
11 Extremadura;Todos los activos son parados (Porcentaje);2025T4;6,7
11 Extremadura;Todos los activos son parados (Porcentaje);2025T3;6,96
11 Extremadura;Todos los activos son parados (Porcentaje);2025T2;7,74
11 Extremadura;Todos los activos son parados (Porcentaje);2025T1;10,45
11 Extremadura;Todos los activos son parados (Porcentaje);2024T4;8,68
11 Extremadura;Todos los activos son parados (Porcentaje);2024T3;8,28
11 Extremadura;Todos los activos son parados (Porcentaje);2024T2;9,3
11 Extremadura;Todos los activos son parados (Porcentaje);2024T1;10,49
11 Extremadura;Todos los activos son parados (Porcentaje);2023T4;11,12
11 Extremadura;Todos los activos son parados (Porcentaje);2023T3;9,24
11 Extremadura;Todos los activos son parados (Porcentaje);2023T2;9,79
11 Extremadura;Todos los activos son parados (Porcentaje);2023T1;11,36
11 Extremadura;Todos los activos son parados (Porcentaje);2022T4;10,54
11 Extremadura;Todos los activos son parados (Porcentaje);2022T3;9,48
11 Extremadura;Todos los activos son parados (Porcentaje);2022T2;10,18
11 Extremadura;Todos los activos son parados (Porcentaje);2022T1;11,48
11 Extremadura;Todos los activos son parados (Porcentaje);2021T4;11,03
11 Extremadura;Todos los activos son parados (Porcentaje);2021T3;9,3
11 Extremadura;Todos los activos son parados (Porcentaje);2021T2;11,09
11 Extremadura;Todos los activos son parados (Porcentaje);2021T1;14,58
11 Extremadura;Todos los activos son parados (Porcentaje);2020T4;12,12
11 Extremadura;Todos los activos son parados (Porcentaje);2020T3;11,16
11 Extremadura;Todos los activos son parados (Porcentaje);2020T2;13,63
11 Extremadura;Todos los activos son parados (Porcentaje);2020T1;13,48
11 Extremadura;Todos los activos son parados (Porcentaje);2019T4;13,85
11 Extremadura;Todos los activos son parados (Porcentaje);2019T3;11,46
11 Extremadura;Todos los activos son parados (Porcentaje);2019T2;11,16
11 Extremadura;Todos los activos son parados (Porcentaje);2019T1;12,63
11 Extremadura;Todos los activos son parados (Porcentaje);2018T4;13,14
11 Extremadura;Todos los activos son parados (Porcentaje);2018T3;12,44
11 Extremadura;Todos los activos son parados (Porcentaje);2018T2;13,32
11 Extremadura;Todos los activos son parados (Porcentaje);2018T1;14,36
11 Extremadura;Todos los activos son parados (Porcentaje);2017T4;14,63
11 Extremadura;Todos los activos son parados (Porcentaje);2017T3;14,77
11 Extremadura;Todos los activos son parados (Porcentaje);2017T2;14,96
11 Extremadura;Todos los activos son parados (Porcentaje);2017T1;17,46
11 Extremadura;Todos los activos son parados (Porcentaje);2016T4;16,84
11 Extremadura;Todos los activos son parados (Porcentaje);2016T3;15,26
11 Extremadura;Todos los activos son parados (Porcentaje);2016T2;15,8
11 Extremadura;Todos los activos son parados (Porcentaje);2016T1;17,94
11 Extremadura;Todos los activos son parados (Porcentaje);2015T4;17,1
11 Extremadura;Todos los activos son parados (Porcentaje);2015T3;17,32
11 Extremadura;Todos los activos son parados (Porcentaje);2015T2;17,71
11 Extremadura;Todos los activos son parados (Porcentaje);2015T1;19,34
11 Extremadura;Todos los activos son parados (Porcentaje);2014T4;16,82
11 Extremadura;Todos los activos son parados (Porcentaje);2014T3;14,48
11 Extremadura;Todos los activos son parados (Porcentaje);2014T2;16,49
11 Extremadura;Todos los activos son parados (Porcentaje);2014T1;18,47
11 Extremadura;Todos los activos son parados (Porcentaje);2013T4;19,22
11 Extremadura;Todos los activos son parados (Porcentaje);2013T3;18,34
11 Extremadura;Todos los activos son parados (Porcentaje);2013T2;19,53
11 Extremadura;Todos los activos son parados (Porcentaje);2013T1;20,14
11 Extremadura;Todos los activos son parados (Porcentaje);2012T4;17,96
11 Extremadura;Todos los activos son parados (Porcentaje);2012T3;18,56
11 Extremadura;Todos los activos son parados (Porcentaje);2012T2;19,63
11 Extremadura;Todos los activos son parados (Porcentaje);2012T1;18,77
11 Extremadura;Todos los activos son parados (Porcentaje);2011T4;16,95
11 Extremadura;Todos los activos son parados (Porcentaje);2011T3;13,07
11 Extremadura;Todos los activos son parados (Porcentaje);2011T2;11,9
11 Extremadura;Todos los activos son parados (Porcentaje);2011T1;12,06
11 Extremadura;Todos los activos son parados (Porcentaje);2010T4;12,32
11 Extremadura;Todos los activos son parados (Porcentaje);2010T3;11,45
11 Extremadura;Todos los activos son parados (Porcentaje);2010T2;10,38
11 Extremadura;Todos los activos son parados (Porcentaje);2010T1;11,37
11 Extremadura;Todos los activos son parados (Porcentaje);2009T4;9,51
11 Extremadura;Todos los activos son parados (Porcentaje);2009T3;9,56
11 Extremadura;Todos los activos son parados (Porcentaje);2009T2;9,64
11 Extremadura;Todos los activos son parados (Porcentaje);2009T1;11,58
11 Extremadura;Todos los activos son parados (Porcentaje);2008T4;9,41
11 Extremadura;Todos los activos son parados (Porcentaje);2008T3;7,23
11 Extremadura;Todos los activos son parados (Porcentaje);2008T2;7,01
11 Extremadura;Todos los activos son parados (Porcentaje);2008T1;6,74
11 Extremadura;Todos los activos son parados (Porcentaje);2007T4;5,92
11 Extremadura;Todos los activos son parados (Porcentaje);2007T3;5,18
11 Extremadura;Todos los activos son parados (Porcentaje);2007T2;5,42
11 Extremadura;Todos los activos son parados (Porcentaje);2007T1;5,6
11 Extremadura;Todos los activos son parados (Porcentaje);2006T4;4,73
11 Extremadura;Todos los activos son parados (Porcentaje);2006T3;4,86
11 Extremadura;Todos los activos son parados (Porcentaje);2006T2;7,25
11 Extremadura;Todos los activos son parados (Porcentaje);2006T1;7,18
11 Extremadura;Todos los activos son parados (Porcentaje);2005T4;7,65
11 Extremadura;Todos los activos son parados (Porcentaje);2005T3;7,02
11 Extremadura;Todos los activos son parados (Porcentaje);2005T2;7,59
11 Extremadura;Todos los activos son parados (Porcentaje);2005T1;8,62
11 Extremadura;Todos los activos son parados (Porcentaje);2004T4;8,02
11 Extremadura;Todos los activos son parados (Porcentaje);2004T3;6,9
11 Extremadura;Todos los activos son parados (Porcentaje);2004T2;8,48
11 Extremadura;Todos los activos son parados (Porcentaje);2004T1;8,11
11 Extremadura;Todos los activos son parados (Porcentaje);2003T4;7,85
11 Extremadura;Todos los activos son parados (Porcentaje);2003T3;7,52
11 Extremadura;Todos los activos son parados (Porcentaje);2003T2;8,68
11 Extremadura;Todos los activos son parados (Porcentaje);2003T1;10,49
11 Extremadura;Todos los activos son parados (Porcentaje);2002T4;9,75
11 Extremadura;Todos los activos son parados (Porcentaje);2002T3;9,28
11 Extremadura;Todos los activos son parados (Porcentaje);2002T2;9,29
11 Extremadura;Todos los activos son parados (Porcentaje);2002T1;9,82
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2025T4;15,85
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2025T3;16,05
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2025T2;18,08
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2025T1;19,75
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2024T4;20,04
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2024T3;16,63
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2024T2;19,06
11 Extremadura;Al menos la mitad de los activos son parados (Porcentaje);2024T1;21,91
