Sexo;Edad;Clase principal de la inactividad;Periodo;Total
Hombres;De 65 a 69 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T4;..
Hombres;De 65 a 69 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T3;..
Hombres;De 65 a 69 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T2;..
Hombres;De 65 a 69 años;Realizó sin remuneración trabajos sociales, actividades benéficas, etc.;2002T1;..
Hombres;De 65 a 69 años;Otras;2026T1;14,8
Hombres;De 65 a 69 años;Otras;2025T4;18
Hombres;De 65 a 69 años;Otras;2025T3;15,5
Hombres;De 65 a 69 años;Otras;2025T2;13,6
Hombres;De 65 a 69 años;Otras;2025T1;18,7
Hombres;De 65 a 69 años;Otras;2024T4;14
Hombres;De 65 a 69 años;Otras;2024T3;13,6
Hombres;De 65 a 69 años;Otras;2024T2;11,4
Hombres;De 65 a 69 años;Otras;2024T1;9,7
Hombres;De 65 a 69 años;Otras;2023T4;19,1
Hombres;De 65 a 69 años;Otras;2023T3;16,9
Hombres;De 65 a 69 años;Otras;2023T2;9,8
Hombres;De 65 a 69 años;Otras;2023T1;17,7
Hombres;De 65 a 69 años;Otras;2022T4;11,5
Hombres;De 65 a 69 años;Otras;2022T3;9,8
Hombres;De 65 a 69 años;Otras;2022T2;8,5
Hombres;De 65 a 69 años;Otras;2022T1;16,3
Hombres;De 65 a 69 años;Otras;2021T4;11
Hombres;De 65 a 69 años;Otras;2021T3;12
Hombres;De 65 a 69 años;Otras;2021T2;7,5
Hombres;De 65 a 69 años;Otras;2021T1;11,7
Hombres;De 65 a 69 años;Otras;2020T4;6,9
Hombres;De 65 a 69 años;Otras;2020T3;7,7
Hombres;De 65 a 69 años;Otras;2020T2;13,6
Hombres;De 65 a 69 años;Otras;2020T1;13,3
Hombres;De 65 a 69 años;Otras;2019T4;8,8
Hombres;De 65 a 69 años;Otras;2019T3;10
Hombres;De 65 a 69 años;Otras;2019T2;7,3
Hombres;De 65 a 69 años;Otras;2019T1;4,1
Hombres;De 65 a 69 años;Otras;2018T4;6,5
Hombres;De 65 a 69 años;Otras;2018T3;9,1
Hombres;De 65 a 69 años;Otras;2018T2;5,4
Hombres;De 65 a 69 años;Otras;2018T1;5,4
Hombres;De 65 a 69 años;Otras;2017T4;4,4
Hombres;De 65 a 69 años;Otras;2017T3;3,2
Hombres;De 65 a 69 años;Otras;2017T2;5,6
Hombres;De 65 a 69 años;Otras;2017T1;6,1
Hombres;De 65 a 69 años;Otras;2016T4;6,5
Hombres;De 65 a 69 años;Otras;2016T3;5,3
Hombres;De 65 a 69 años;Otras;2016T2;4,1
Hombres;De 65 a 69 años;Otras;2016T1;4,9
Hombres;De 65 a 69 años;Otras;2015T4;4
Hombres;De 65 a 69 años;Otras;2015T3;10
Hombres;De 65 a 69 años;Otras;2015T2;4,4
Hombres;De 65 a 69 años;Otras;2015T1;4
Hombres;De 65 a 69 años;Otras;2014T4;6,2
Hombres;De 65 a 69 años;Otras;2014T3;5,8
Hombres;De 65 a 69 años;Otras;2014T2;3,5
Hombres;De 65 a 69 años;Otras;2014T1;3,2
Hombres;De 65 a 69 años;Otras;2013T4;3,5
Hombres;De 65 a 69 años;Otras;2013T3;5,3
Hombres;De 65 a 69 años;Otras;2013T2;7,4
Hombres;De 65 a 69 años;Otras;2013T1;6,7
Hombres;De 65 a 69 años;Otras;2012T4;4,6
Hombres;De 65 a 69 años;Otras;2012T3;5
Hombres;De 65 a 69 años;Otras;2012T2;2,7
Hombres;De 65 a 69 años;Otras;2012T1;1,2
Hombres;De 65 a 69 años;Otras;2011T4;2,4
Hombres;De 65 a 69 años;Otras;2011T3;3,4
Hombres;De 65 a 69 años;Otras;2011T2;2,1
Hombres;De 65 a 69 años;Otras;2011T1;4,5
Hombres;De 65 a 69 años;Otras;2010T4;4,7
Hombres;De 65 a 69 años;Otras;2010T3;1,1
Hombres;De 65 a 69 años;Otras;2010T2;5,3
Hombres;De 65 a 69 años;Otras;2010T1;5,8
Hombres;De 65 a 69 años;Otras;2009T4;3,7
Hombres;De 65 a 69 años;Otras;2009T3;3,9
Hombres;De 65 a 69 años;Otras;2009T2;4,9
Hombres;De 65 a 69 años;Otras;2009T1;3,9
Hombres;De 65 a 69 años;Otras;2008T4;3,3
Hombres;De 65 a 69 años;Otras;2008T3;4
Hombres;De 65 a 69 años;Otras;2008T2;3,5
Hombres;De 65 a 69 años;Otras;2008T1;2,2
Hombres;De 65 a 69 años;Otras;2007T4;2
Hombres;De 65 a 69 años;Otras;2007T3;2,3
Hombres;De 65 a 69 años;Otras;2007T2;2,3
Hombres;De 65 a 69 años;Otras;2007T1;6,4
Hombres;De 65 a 69 años;Otras;2006T4;6,5
Hombres;De 65 a 69 años;Otras;2006T3;7,7
Hombres;De 65 a 69 años;Otras;2006T2;4,3
Hombres;De 65 a 69 años;Otras;2006T1;4
Hombres;De 65 a 69 años;Otras;2005T4;6,9
Hombres;De 65 a 69 años;Otras;2005T3;9,4
Hombres;De 65 a 69 años;Otras;2005T2;7,8
Hombres;De 65 a 69 años;Otras;2005T1;11,6
Hombres;De 65 a 69 años;Otras;2004T4;14,5
Hombres;De 65 a 69 años;Otras;2004T3;15,1
Hombres;De 65 a 69 años;Otras;2004T2;14,2
Hombres;De 65 a 69 años;Otras;2004T1;13,8
Hombres;De 65 a 69 años;Otras;2003T4;13,7
Hombres;De 65 a 69 años;Otras;2003T3;22,2
Hombres;De 65 a 69 años;Otras;2003T2;15,7
Hombres;De 65 a 69 años;Otras;2003T1;16,4
Hombres;De 65 a 69 años;Otras;2002T4;16,3
Hombres;De 65 a 69 años;Otras;2002T3;19,1
Hombres;De 65 a 69 años;Otras;2002T2;22,5
Hombres;De 65 a 69 años;Otras;2002T1;16
Hombres;70 y más años;Total;2026T1;3.082,2
Hombres;70 y más años;Total;2025T4;3.055
Hombres;70 y más años;Total;2025T3;3.040
Hombres;70 y más años;Total;2025T2;3.010,9
Hombres;70 y más años;Total;2025T1;3.018,2
Hombres;70 y más años;Total;2024T4;2.978,3
Hombres;70 y más años;Total;2024T3;2.988,4
Hombres;70 y más años;Total;2024T2;2.967,1
Hombres;70 y más años;Total;2024T1;2.928,3
Hombres;70 y más años;Total;2023T4;2.904,5
Hombres;70 y más años;Total;2023T3;2.873,2
Hombres;70 y más años;Total;2023T2;2.879,3
Hombres;70 y más años;Total;2023T1;2.851,7
Hombres;70 y más años;Total;2022T4;2.838,1
Hombres;70 y más años;Total;2022T3;2.827,7
Hombres;70 y más años;Total;2022T2;2.834
Hombres;70 y más años;Total;2022T1;2.805,4
Hombres;70 y más años;Total;2021T4;2.807,8
Hombres;70 y más años;Total;2021T3;2.791,9
Hombres;70 y más años;Total;2021T2;2.775,3
Hombres;70 y más años;Total;2021T1;2.763
Hombres;70 y más años;Total;2020T4;2.748,3
Hombres;70 y más años;Total;2020T3;2.747,4
Hombres;70 y más años;Total;2020T2;2.719,2
Hombres;70 y más años;Total;2020T1;2.724,4
Hombres;70 y más años;Total;2019T4;2.727,6
Hombres;70 y más años;Total;2019T3;2.708,4
Hombres;70 y más años;Total;2019T2;2.694,4
Hombres;70 y más años;Total;2019T1;2.692
Hombres;70 y más años;Total;2018T4;2.671,6
Hombres;70 y más años;Total;2018T3;2.670,7
Hombres;70 y más años;Total;2018T2;2.669,8
Hombres;70 y más años;Total;2018T1;2.664,8
Hombres;70 y más años;Total;2017T4;2.654
Hombres;70 y más años;Total;2017T3;2.633,6
Hombres;70 y más años;Total;2017T2;2.625,4
Hombres;70 y más años;Total;2017T1;2.607
Hombres;70 y más años;Total;2016T4;2.602,1
Hombres;70 y más años;Total;2016T3;2.596,2
Hombres;70 y más años;Total;2016T2;2.572,9
Hombres;70 y más años;Total;2016T1;2.557
Hombres;70 y más años;Total;2015T4;2.540,5
Hombres;70 y más años;Total;2015T3;2.525,4
Hombres;70 y más años;Total;2015T2;2.511
Hombres;70 y más años;Total;2015T1;2.476,8
Hombres;70 y más años;Total;2014T4;2.454,4
Hombres;70 y más años;Total;2014T3;2.430,2
Hombres;70 y más años;Total;2014T2;2.425,2
Hombres;70 y más años;Total;2014T1;2.414,1
Hombres;70 y más años;Total;2013T4;2.408,3
Hombres;70 y más años;Total;2013T3;2.400,4
Hombres;70 y más años;Total;2013T2;2.387,1
Hombres;70 y más años;Total;2013T1;2.381,5
Hombres;70 y más años;Total;2012T4;2.367
Hombres;70 y más años;Total;2012T3;2.348
Hombres;70 y más años;Total;2012T2;2.334,2
Hombres;70 y más años;Total;2012T1;2.340,8
Hombres;70 y más años;Total;2011T4;2.333,6
Hombres;70 y más años;Total;2011T3;2.317,3
Hombres;70 y más años;Total;2011T2;2.312,6
Hombres;70 y más años;Total;2011T1;2.290,3
Hombres;70 y más años;Total;2010T4;2.285,5
Hombres;70 y más años;Total;2010T3;2.276,9
Hombres;70 y más años;Total;2010T2;2.284,2
Hombres;70 y más años;Total;2010T1;2.261,4
Hombres;70 y más años;Total;2009T4;2.248
Hombres;70 y más años;Total;2009T3;2.242,3
Hombres;70 y más años;Total;2009T2;2.237,2
Hombres;70 y más años;Total;2009T1;2.246,7
Hombres;70 y más años;Total;2008T4;2.257,7
Hombres;70 y más años;Total;2008T3;2.254,7
Hombres;70 y más años;Total;2008T2;2.246,7
Hombres;70 y más años;Total;2008T1;2.255,4
Hombres;70 y más años;Total;2007T4;2.236,5
Hombres;70 y más años;Total;2007T3;2.222
Hombres;70 y más años;Total;2007T2;2.215,1
Hombres;70 y más años;Total;2007T1;2.176,8
Hombres;70 y más años;Total;2006T4;2.173,9
Hombres;70 y más años;Total;2006T3;2.135,9
Hombres;70 y más años;Total;2006T2;2.126
Hombres;70 y más años;Total;2006T1;2.121,8
Hombres;70 y más años;Total;2005T4;2.100,7
Hombres;70 y más años;Total;2005T3;2.091,6
Hombres;70 y más años;Total;2005T2;2.063,2
Hombres;70 y más años;Total;2005T1;2.063,2
Hombres;70 y más años;Total;2004T4;2.085,5
Hombres;70 y más años;Total;2004T3;2.064,3
Hombres;70 y más años;Total;2004T2;2.048,9
Hombres;70 y más años;Total;2004T1;2.033
Hombres;70 y más años;Total;2003T4;2.032,2
Hombres;70 y más años;Total;2003T3;2.025,1
Hombres;70 y más años;Total;2003T2;2.012,3
Hombres;70 y más años;Total;2003T1;1.982,6
Hombres;70 y más años;Total;2002T4;1.970,4
Hombres;70 y más años;Total;2002T3;1.954,8
Hombres;70 y más años;Total;2002T2;1.929,2
Hombres;70 y más años;Total;2002T1;1.904,7
Hombres;70 y más años;Estudiante;2026T1;1,5
Hombres;70 y más años;Estudiante;2025T4;..
Hombres;70 y más años;Estudiante;2025T3;0,4
Hombres;70 y más años;Estudiante;2025T2;0,2
Hombres;70 y más años;Estudiante;2025T1;1,1
Hombres;70 y más años;Estudiante;2024T4;1
Hombres;70 y más años;Estudiante;2024T3;0,6
Hombres;70 y más años;Estudiante;2024T2;2,1
Hombres;70 y más años;Estudiante;2024T1;3,8
Hombres;70 y más años;Estudiante;2023T4;3,2
Hombres;70 y más años;Estudiante;2023T3;1,9
Hombres;70 y más años;Estudiante;2023T2;2
Hombres;70 y más años;Estudiante;2023T1;0,8
Hombres;70 y más años;Estudiante;2022T4;..
Hombres;70 y más años;Estudiante;2022T3;..
Hombres;70 y más años;Estudiante;2022T2;..
Hombres;70 y más años;Estudiante;2022T1;0,1
Hombres;70 y más años;Estudiante;2021T4;1,7
Hombres;70 y más años;Estudiante;2021T3;1,1
Hombres;70 y más años;Estudiante;2021T2;0,9
Hombres;70 y más años;Estudiante;2021T1;0,8
Hombres;70 y más años;Estudiante;2020T4;0,5
Hombres;70 y más años;Estudiante;2020T3;0,5
Hombres;70 y más años;Estudiante;2020T2;..
Hombres;70 y más años;Estudiante;2020T1;0,9
Hombres;70 y más años;Estudiante;2019T4;0,9
Hombres;70 y más años;Estudiante;2019T3;1,2
Hombres;70 y más años;Estudiante;2019T2;0,1
Hombres;70 y más años;Estudiante;2019T1;0,2
Hombres;70 y más años;Estudiante;2018T4;0,3
Hombres;70 y más años;Estudiante;2018T3;0,5
Hombres;70 y más años;Estudiante;2018T2;0,5
Hombres;70 y más años;Estudiante;2018T1;2,2
Hombres;70 y más años;Estudiante;2017T4;1,4
Hombres;70 y más años;Estudiante;2017T3;3,2
Hombres;70 y más años;Estudiante;2017T2;1,4
Hombres;70 y más años;Estudiante;2017T1;0,9
Hombres;70 y más años;Estudiante;2016T4;1,7
Hombres;70 y más años;Estudiante;2016T3;2,9
Hombres;70 y más años;Estudiante;2016T2;1,4
Hombres;70 y más años;Estudiante;2016T1;1,3
Hombres;70 y más años;Estudiante;2015T4;0,9
Hombres;70 y más años;Estudiante;2015T3;1,1
Hombres;70 y más años;Estudiante;2015T2;0,8
Hombres;70 y más años;Estudiante;2015T1;0,5
Hombres;70 y más años;Estudiante;2014T4;0,5
Hombres;70 y más años;Estudiante;2014T3;1,1
Hombres;70 y más años;Estudiante;2014T2;0,8
Hombres;70 y más años;Estudiante;2014T1;0,6
Hombres;70 y más años;Estudiante;2013T4;1,1
Hombres;70 y más años;Estudiante;2013T3;1,2
Hombres;70 y más años;Estudiante;2013T2;0,5
Hombres;70 y más años;Estudiante;2013T1;0,8
Hombres;70 y más años;Estudiante;2012T4;1,1
Hombres;70 y más años;Estudiante;2012T3;0,8
Hombres;70 y más años;Estudiante;2012T2;1
Hombres;70 y más años;Estudiante;2012T1;1,4
Hombres;70 y más años;Estudiante;2011T4;0,8
Hombres;70 y más años;Estudiante;2011T3;1,2
Hombres;70 y más años;Estudiante;2011T2;1,4
Hombres;70 y más años;Estudiante;2011T1;0,4
Hombres;70 y más años;Estudiante;2010T4;2,4
Hombres;70 y más años;Estudiante;2010T3;2
Hombres;70 y más años;Estudiante;2010T2;0,5
Hombres;70 y más años;Estudiante;2010T1;1,6
Hombres;70 y más años;Estudiante;2009T4;1,3
Hombres;70 y más años;Estudiante;2009T3;1,1
Hombres;70 y más años;Estudiante;2009T2;0,7
Hombres;70 y más años;Estudiante;2009T1;0,1
Hombres;70 y más años;Estudiante;2008T4;0,4
Hombres;70 y más años;Estudiante;2008T3;0,2
Hombres;70 y más años;Estudiante;2008T2;0,9
Hombres;70 y más años;Estudiante;2008T1;0,9
Hombres;70 y más años;Estudiante;2007T4;1,3
Hombres;70 y más años;Estudiante;2007T3;0,3
Hombres;70 y más años;Estudiante;2007T2;0,7
Hombres;70 y más años;Estudiante;2007T1;0,2
Hombres;70 y más años;Estudiante;2006T4;1,2
Hombres;70 y más años;Estudiante;2006T3;3,5
Hombres;70 y más años;Estudiante;2006T2;1
Hombres;70 y más años;Estudiante;2006T1;0,4
Hombres;70 y más años;Estudiante;2005T4;0,7
Hombres;70 y más años;Estudiante;2005T3;2,4
Hombres;70 y más años;Estudiante;2005T2;2
Hombres;70 y más años;Estudiante;2005T1;1,8
Hombres;70 y más años;Estudiante;2004T4;0,5
Hombres;70 y más años;Estudiante;2004T3;0,7
Hombres;70 y más años;Estudiante;2004T2;0,3
Hombres;70 y más años;Estudiante;2004T1;0,4
Hombres;70 y más años;Estudiante;2003T4;0,7
Hombres;70 y más años;Estudiante;2003T3;0,5
Hombres;70 y más años;Estudiante;2003T2;0,3
Hombres;70 y más años;Estudiante;2003T1;0,8
Hombres;70 y más años;Estudiante;2002T4;..
Hombres;70 y más años;Estudiante;2002T3;..
Hombres;70 y más años;Estudiante;2002T2;0,6
Hombres;70 y más años;Estudiante;2002T1;0,8
Hombres;70 y más años;Jubilado o prejubilado;2026T1;2.956,8
Hombres;70 y más años;Jubilado o prejubilado;2025T4;2.943,7
Hombres;70 y más años;Jubilado o prejubilado;2025T3;2.927,3
Hombres;70 y más años;Jubilado o prejubilado;2025T2;2.917,6
Hombres;70 y más años;Jubilado o prejubilado;2025T1;2.927,6
Hombres;70 y más años;Jubilado o prejubilado;2024T4;2.895
Hombres;70 y más años;Jubilado o prejubilado;2024T3;2.891,9
Hombres;70 y más años;Jubilado o prejubilado;2024T2;2.857,1
Hombres;70 y más años;Jubilado o prejubilado;2024T1;2.819,5
Hombres;70 y más años;Jubilado o prejubilado;2023T4;2.797,9
Hombres;70 y más años;Jubilado o prejubilado;2023T3;2.769,4
Hombres;70 y más años;Jubilado o prejubilado;2023T2;2.770,3
Hombres;70 y más años;Jubilado o prejubilado;2023T1;2.745,1
Hombres;70 y más años;Jubilado o prejubilado;2022T4;2.736
Hombres;70 y más años;Jubilado o prejubilado;2022T3;2.735
Hombres;70 y más años;Jubilado o prejubilado;2022T2;2.736,3
Hombres;70 y más años;Jubilado o prejubilado;2022T1;2.698,6
Hombres;70 y más años;Jubilado o prejubilado;2021T4;2.707
Hombres;70 y más años;Jubilado o prejubilado;2021T3;2.690,8
Hombres;70 y más años;Jubilado o prejubilado;2021T2;2.658,4
Hombres;70 y más años;Jubilado o prejubilado;2021T1;2.645,8
Hombres;70 y más años;Jubilado o prejubilado;2020T4;2.640,2
Hombres;70 y más años;Jubilado o prejubilado;2020T3;2.656,4
Hombres;70 y más años;Jubilado o prejubilado;2020T2;2.624,7
Hombres;70 y más años;Jubilado o prejubilado;2020T1;2.636,4
Hombres;70 y más años;Jubilado o prejubilado;2019T4;2.640,9
Hombres;70 y más años;Jubilado o prejubilado;2019T3;2.626
Hombres;70 y más años;Jubilado o prejubilado;2019T2;2.608,2
Hombres;70 y más años;Jubilado o prejubilado;2019T1;2.613,7
Hombres;70 y más años;Jubilado o prejubilado;2018T4;2.587,2
Hombres;70 y más años;Jubilado o prejubilado;2018T3;2.583,3
Hombres;70 y más años;Jubilado o prejubilado;2018T2;2.584,1
Hombres;70 y más años;Jubilado o prejubilado;2018T1;2.584,8
Hombres;70 y más años;Jubilado o prejubilado;2017T4;2.576,3
Hombres;70 y más años;Jubilado o prejubilado;2017T3;2.558,1
Hombres;70 y más años;Jubilado o prejubilado;2017T2;2.554,2
Hombres;70 y más años;Jubilado o prejubilado;2017T1;2.538,4
Hombres;70 y más años;Jubilado o prejubilado;2016T4;2.529,6
Hombres;70 y más años;Jubilado o prejubilado;2016T3;2.528,6
Hombres;70 y más años;Jubilado o prejubilado;2016T2;2.502,1
Hombres;70 y más años;Jubilado o prejubilado;2016T1;2.492,9
Hombres;70 y más años;Jubilado o prejubilado;2015T4;2.470,8
Hombres;70 y más años;Jubilado o prejubilado;2015T3;2.451,9
Hombres;70 y más años;Jubilado o prejubilado;2015T2;2.430,8
Hombres;70 y más años;Jubilado o prejubilado;2015T1;2.406
Hombres;70 y más años;Jubilado o prejubilado;2014T4;2.389,1
Hombres;70 y más años;Jubilado o prejubilado;2014T3;2.354,7
Hombres;70 y más años;Jubilado o prejubilado;2014T2;2.347,2
Hombres;70 y más años;Jubilado o prejubilado;2014T1;2.344,5
Hombres;70 y más años;Jubilado o prejubilado;2013T4;2.331,7
Hombres;70 y más años;Jubilado o prejubilado;2013T3;2.332,2
Hombres;70 y más años;Jubilado o prejubilado;2013T2;2.329,4
Hombres;70 y más años;Jubilado o prejubilado;2013T1;2.319,4
Hombres;70 y más años;Jubilado o prejubilado;2012T4;2.306,9
Hombres;70 y más años;Jubilado o prejubilado;2012T3;2.280
Hombres;70 y más años;Jubilado o prejubilado;2012T2;2.266,6
Hombres;70 y más años;Jubilado o prejubilado;2012T1;2.271,7
Hombres;70 y más años;Jubilado o prejubilado;2011T4;2.265,9
Hombres;70 y más años;Jubilado o prejubilado;2011T3;2.253,7
Hombres;70 y más años;Jubilado o prejubilado;2011T2;2.245,8
Hombres;70 y más años;Jubilado o prejubilado;2011T1;2.221,4
Hombres;70 y más años;Jubilado o prejubilado;2010T4;2.222,7
Hombres;70 y más años;Jubilado o prejubilado;2010T3;2.204,5
Hombres;70 y más años;Jubilado o prejubilado;2010T2;2.214
Hombres;70 y más años;Jubilado o prejubilado;2010T1;2.203,6
Hombres;70 y más años;Jubilado o prejubilado;2009T4;2.185,6
Hombres;70 y más años;Jubilado o prejubilado;2009T3;2.175,6
Hombres;70 y más años;Jubilado o prejubilado;2009T2;2.174,5
Hombres;70 y más años;Jubilado o prejubilado;2009T1;2.191,4
Hombres;70 y más años;Jubilado o prejubilado;2008T4;2.196,1
Hombres;70 y más años;Jubilado o prejubilado;2008T3;2.185,4
Hombres;70 y más años;Jubilado o prejubilado;2008T2;2.187
Hombres;70 y más años;Jubilado o prejubilado;2008T1;2.191,2
Hombres;70 y más años;Jubilado o prejubilado;2007T4;2.173,5
Hombres;70 y más años;Jubilado o prejubilado;2007T3;2.140,8
Hombres;70 y más años;Jubilado o prejubilado;2007T2;2.133,5
Hombres;70 y más años;Jubilado o prejubilado;2007T1;2.077,9
Hombres;70 y más años;Jubilado o prejubilado;2006T4;2.092,4
Hombres;70 y más años;Jubilado o prejubilado;2006T3;2.063,2
Hombres;70 y más años;Jubilado o prejubilado;2006T2;2.039,8
Hombres;70 y más años;Jubilado o prejubilado;2006T1;2.041,8
Hombres;70 y más años;Jubilado o prejubilado;2005T4;2.022,9
Hombres;70 y más años;Jubilado o prejubilado;2005T3;2.003,3
Hombres;70 y más años;Jubilado o prejubilado;2005T2;1.975,9
Hombres;70 y más años;Jubilado o prejubilado;2005T1;1.933,1
Hombres;70 y más años;Jubilado o prejubilado;2004T4;2.002,8
Hombres;70 y más años;Jubilado o prejubilado;2004T3;1.974,1
Hombres;70 y más años;Jubilado o prejubilado;2004T2;1.974,2
Hombres;70 y más años;Jubilado o prejubilado;2004T1;1.953,7
Hombres;70 y más años;Jubilado o prejubilado;2003T4;1.947,6
Hombres;70 y más años;Jubilado o prejubilado;2003T3;1.937,4
Hombres;70 y más años;Jubilado o prejubilado;2003T2;1.925,2
Hombres;70 y más años;Jubilado o prejubilado;2003T1;1.898,2
Hombres;70 y más años;Jubilado o prejubilado;2002T4;1.892,5
Hombres;70 y más años;Jubilado o prejubilado;2002T3;1.872,2
Hombres;70 y más años;Jubilado o prejubilado;2002T2;1.846,2
Hombres;70 y más años;Jubilado o prejubilado;2002T1;1.810,4
Hombres;70 y más años;Labores del hogar;2026T1;27,2
Hombres;70 y más años;Labores del hogar;2025T4;24
Hombres;70 y más años;Labores del hogar;2025T3;23,1
Hombres;70 y más años;Labores del hogar;2025T2;14,9
Hombres;70 y más años;Labores del hogar;2025T1;14,6
Hombres;70 y más años;Labores del hogar;2024T4;13,2
Hombres;70 y más años;Labores del hogar;2024T3;16,7
Hombres;70 y más años;Labores del hogar;2024T2;19,6
Hombres;70 y más años;Labores del hogar;2024T1;25,3
Hombres;70 y más años;Labores del hogar;2023T4;22,5
Hombres;70 y más años;Labores del hogar;2023T3;22,5
Hombres;70 y más años;Labores del hogar;2023T2;22,5
Hombres;70 y más años;Labores del hogar;2023T1;18
Hombres;70 y más años;Labores del hogar;2022T4;19,4
Hombres;70 y más años;Labores del hogar;2022T3;18,1
Hombres;70 y más años;Labores del hogar;2022T2;18,8
Hombres;70 y más años;Labores del hogar;2022T1;17,7
Hombres;70 y más años;Labores del hogar;2021T4;19,1
Hombres;70 y más años;Labores del hogar;2021T3;16,5
Hombres;70 y más años;Labores del hogar;2021T2;18,6
Hombres;70 y más años;Labores del hogar;2021T1;14,4
Hombres;70 y más años;Labores del hogar;2020T4;20,5
Hombres;70 y más años;Labores del hogar;2020T3;17,1
Hombres;70 y más años;Labores del hogar;2020T2;7,8
Hombres;70 y más años;Labores del hogar;2020T1;13,9
Hombres;70 y más años;Labores del hogar;2019T4;15
Hombres;70 y más años;Labores del hogar;2019T3;14
Hombres;70 y más años;Labores del hogar;2019T2;16,4
Hombres;70 y más años;Labores del hogar;2019T1;19,6
Hombres;70 y más años;Labores del hogar;2018T4;15
Hombres;70 y más años;Labores del hogar;2018T3;13,4
Hombres;70 y más años;Labores del hogar;2018T2;14,7
Hombres;70 y más años;Labores del hogar;2018T1;10,4
Hombres;70 y más años;Labores del hogar;2017T4;13,9
Hombres;70 y más años;Labores del hogar;2017T3;13
Hombres;70 y más años;Labores del hogar;2017T2;11,5
Hombres;70 y más años;Labores del hogar;2017T1;13,5
Hombres;70 y más años;Labores del hogar;2016T4;10,7
Hombres;70 y más años;Labores del hogar;2016T3;7,9
Hombres;70 y más años;Labores del hogar;2016T2;14
Hombres;70 y más años;Labores del hogar;2016T1;8,7
Hombres;70 y más años;Labores del hogar;2015T4;11,3
Hombres;70 y más años;Labores del hogar;2015T3;11,9
Hombres;70 y más años;Labores del hogar;2015T2;12,6
Hombres;70 y más años;Labores del hogar;2015T1;9,6
Hombres;70 y más años;Labores del hogar;2014T4;7,9
Hombres;70 y más años;Labores del hogar;2014T3;10,7
Hombres;70 y más años;Labores del hogar;2014T2;11,1
Hombres;70 y más años;Labores del hogar;2014T1;13,1
Hombres;70 y más años;Labores del hogar;2013T4;13,8
Hombres;70 y más años;Labores del hogar;2013T3;7,3
Hombres;70 y más años;Labores del hogar;2013T2;10,7
Hombres;70 y más años;Labores del hogar;2013T1;11,2
Hombres;70 y más años;Labores del hogar;2012T4;12,5
Hombres;70 y más años;Labores del hogar;2012T3;8,1
Hombres;70 y más años;Labores del hogar;2012T2;8,1
Hombres;70 y más años;Labores del hogar;2012T1;7,7
Hombres;70 y más años;Labores del hogar;2011T4;6,8
Hombres;70 y más años;Labores del hogar;2011T3;8,2
Hombres;70 y más años;Labores del hogar;2011T2;7,3
Hombres;70 y más años;Labores del hogar;2011T1;10,3
Hombres;70 y más años;Labores del hogar;2010T4;10,6
Hombres;70 y más años;Labores del hogar;2010T3;9,2
Hombres;70 y más años;Labores del hogar;2010T2;9,4
Hombres;70 y más años;Labores del hogar;2010T1;7,2
Hombres;70 y más años;Labores del hogar;2009T4;10
Hombres;70 y más años;Labores del hogar;2009T3;6,5
Hombres;70 y más años;Labores del hogar;2009T2;6,9
Hombres;70 y más años;Labores del hogar;2009T1;4,6
Hombres;70 y más años;Labores del hogar;2008T4;7,3
Hombres;70 y más años;Labores del hogar;2008T3;7,6
Hombres;70 y más años;Labores del hogar;2008T2;5,4
Hombres;70 y más años;Labores del hogar;2008T1;10,7
Hombres;70 y más años;Labores del hogar;2007T4;4,9
Hombres;70 y más años;Labores del hogar;2007T3;6,8
Hombres;70 y más años;Labores del hogar;2007T2;8,5
Hombres;70 y más años;Labores del hogar;2007T1;7,1
Hombres;70 y más años;Labores del hogar;2006T4;8
Hombres;70 y más años;Labores del hogar;2006T3;5,3
Hombres;70 y más años;Labores del hogar;2006T2;10,1
Hombres;70 y más años;Labores del hogar;2006T1;8
Hombres;70 y más años;Labores del hogar;2005T4;9,4
Hombres;70 y más años;Labores del hogar;2005T3;7
Hombres;70 y más años;Labores del hogar;2005T2;9,2
Hombres;70 y más años;Labores del hogar;2005T1;9,8
Hombres;70 y más años;Labores del hogar;2004T4;8,4
Hombres;70 y más años;Labores del hogar;2004T3;10,6
Hombres;70 y más años;Labores del hogar;2004T2;9
Hombres;70 y más años;Labores del hogar;2004T1;6,2
Hombres;70 y más años;Labores del hogar;2003T4;7,8
Hombres;70 y más años;Labores del hogar;2003T3;6,6
Hombres;70 y más años;Labores del hogar;2003T2;7,7
Hombres;70 y más años;Labores del hogar;2003T1;7,1
Hombres;70 y más años;Labores del hogar;2002T4;8
Hombres;70 y más años;Labores del hogar;2002T3;9,3
Hombres;70 y más años;Labores del hogar;2002T2;7,6
Hombres;70 y más años;Labores del hogar;2002T1;11,3
Hombres;70 y más años;Incapacitado permanente;2026T1;25,7
Hombres;70 y más años;Incapacitado permanente;2025T4;21,8
Hombres;70 y más años;Incapacitado permanente;2025T3;22,8
Hombres;70 y más años;Incapacitado permanente;2025T2;21,9
Hombres;70 y más años;Incapacitado permanente;2025T1;23,9
Hombres;70 y más años;Incapacitado permanente;2024T4;27,1
Hombres;70 y más años;Incapacitado permanente;2024T3;28,7
