Sexo;Edad;Motivos de la jornada parcial;Periodo;Total
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2017T3;150,6
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2017T2;142,5
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2017T1;148,9
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2016T4;151,6
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2016T3;142
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2016T2;139,5
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2016T1;141,9
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2015T4;127,1
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2015T3;134,3
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2015T2;144,1
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2015T1;143,8
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2014T4;149,3
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2014T3;124
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2014T2;139,3
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2014T1;141,8
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2013T4;145,1
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2013T3;111,4
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2013T2;128,7
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2013T1;129,7
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2012T4;121,2
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2012T3;99,8
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2012T2;103,7
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2012T1;116,2
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2011T4;107,2
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2011T3;96,3
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2011T2;101,8
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2011T1;90,5
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2010T4;94,2
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2010T3;78,1
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2010T2;92,8
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2010T1;85
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2009T4;78,1
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2009T3;75,3
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2009T2;66,3
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2009T1;68,6
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2008T4;61,4
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2008T3;59,8
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2008T2;59,3
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2008T1;57,6
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2007T4;56,4
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2007T3;53,3
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2007T2;51,3
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2007T1;50,3
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2006T4;52,3
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2006T3;46,1
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2006T2;50,6
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2006T1;45,2
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2005T4;49,7
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2005T3;34,9
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2005T2;41,7
Mujeres;De 50 a 54 años;No haber podido encontrar trabajo de jornada completa;2005T1;40,6
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2025T4;34,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2025T3;28
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2025T2;43,8
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2025T1;35
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2024T4;37,9
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2024T3;36,7
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2024T2;35,6
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2024T1;33,7
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2023T4;22,8
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2023T3;31,3
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2023T2;35,9
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2023T1;24,7
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2022T4;22,6
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2022T3;33,5
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2022T2;31,4
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2022T1;39,9
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2021T4;26,4
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2021T3;23,5
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2021T2;28,1
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2021T1;28,6
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2020T4;31,9
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2020T3;42
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2020T2;34,1
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2020T1;36,6
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2019T4;37,8
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2019T3;33
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2019T2;34,3
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2019T1;28,8
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2018T4;30,4
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2018T3;29,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2018T2;34,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2018T1;36
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2017T4;28
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2017T3;22,6
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2017T2;19
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2017T1;23,9
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2016T4;23,1
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2016T3;22
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2016T2;23,5
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2016T1;23,6
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2015T4;22,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2015T3;27,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2015T2;23,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2015T1;24,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2014T4;20,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2014T3;21,5
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2014T2;24,5
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2014T1;21,8
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2013T4;19
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2013T3;21,4
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2013T2;18,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2013T1;15,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2012T4;16,1
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2012T3;15,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2012T2;21,8
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2012T1;24,6
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2011T4;25,5
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2011T3;25,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2011T2;28,9
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2011T1;26,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2010T4;24,9
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2010T3;27,7
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2010T2;29,3
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2010T1;27,6
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2009T4;28,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2009T3;22,1
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2009T2;26,6
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2009T1;24,7
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2008T4;31,8
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2008T3;30,4
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2008T2;32,7
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2008T1;44,9
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2007T4;37,3
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2007T3;30,5
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2007T2;26,8
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2007T1;29,2
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2006T4;32,1
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2006T3;25,4
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2006T2;28,8
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2006T1;21
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2005T4;26
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2005T3;23,8
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2005T2;26
Mujeres;De 50 a 54 años;No querer trabajo de jornada completa;2005T1;21,9
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2025T4;24,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2025T3;28,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2025T2;25,6
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2025T1;23,3
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2024T4;23,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2024T3;26,8
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2024T2;21,2
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2024T1;29
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2023T4;22,9
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2023T3;31,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2023T2;25,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2023T1;19,8
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2022T4;23,3
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2022T3;23,5
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2022T2;31,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2022T1;17,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2021T4;25,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2021T3;19,6
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2021T2;24,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2021T1;25,3
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2020T4;27,7
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2020T3;22,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2020T2;29,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2020T1;29
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2019T4;29,8
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2019T3;31,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2019T2;32,8
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2019T1;23,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2018T4;21,2
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2018T3;24,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2018T2;26,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2018T1;28,5
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2017T4;27,2
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2017T3;28,5
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2017T2;24,7
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2017T1;22,9
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2016T4;27,3
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2016T3;23,8
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2016T2;22,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2016T1;17,5
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2015T4;19,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2015T3;21,8
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2015T2;22,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2015T1;24,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2014T4;18,5
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2014T3;23,3
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2014T2;25,7
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2014T1;18,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2013T4;20,5
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2013T3;22,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2013T2;20,2
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2013T1;22,3
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2012T4;31,3
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2012T3;28,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2012T2;18,6
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2012T1;17,5
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2011T4;21,9
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2011T3;16,8
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2011T2;22,2
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2011T1;22,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2010T4;22,2
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2010T3;24,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2010T2;23,6
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2010T1;19,2
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2009T4;20
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2009T3;16,5
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2009T2;19,6
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2009T1;22,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2008T4;24,7
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2008T3;21,9
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2008T2;25,7
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2008T1;19,9
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2007T4;29
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2007T3;23,2
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2007T2;23,9
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2007T1;28,3
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2006T4;23,4
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2006T3;28,7
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2006T2;27,6
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2006T1;32,6
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2005T4;31,7
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2005T3;31,1
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2005T2;29
Mujeres;De 50 a 54 años;Otros motivos de tener jornada parcial;2005T1;30,3
Mujeres;De 50 a 54 años;No sabe el motivo;2025T4;0,2
Mujeres;De 50 a 54 años;No sabe el motivo;2025T3;0,1
Mujeres;De 50 a 54 años;No sabe el motivo;2025T2;0,8
Mujeres;De 50 a 54 años;No sabe el motivo;2025T1;0,9
Mujeres;De 50 a 54 años;No sabe el motivo;2024T4;1,6
Mujeres;De 50 a 54 años;No sabe el motivo;2024T3;0,9
Mujeres;De 50 a 54 años;No sabe el motivo;2024T2;1,5
Mujeres;De 50 a 54 años;No sabe el motivo;2024T1;3,5
Mujeres;De 50 a 54 años;No sabe el motivo;2023T4;..
Mujeres;De 50 a 54 años;No sabe el motivo;2023T3;0,6
Mujeres;De 50 a 54 años;No sabe el motivo;2023T2;1,7
Mujeres;De 50 a 54 años;No sabe el motivo;2023T1;0,6
Mujeres;De 50 a 54 años;No sabe el motivo;2022T4;2,4
Mujeres;De 50 a 54 años;No sabe el motivo;2022T3;0,3
Mujeres;De 50 a 54 años;No sabe el motivo;2022T2;1,4
Mujeres;De 50 a 54 años;No sabe el motivo;2022T1;0,8
Mujeres;De 50 a 54 años;No sabe el motivo;2021T4;0,6
Mujeres;De 50 a 54 años;No sabe el motivo;2021T3;0,2
Mujeres;De 50 a 54 años;No sabe el motivo;2021T2;1,2
Mujeres;De 50 a 54 años;No sabe el motivo;2021T1;0,2
Mujeres;De 50 a 54 años;No sabe el motivo;2020T4;0,3
Mujeres;De 50 a 54 años;No sabe el motivo;2020T3;0,9
Mujeres;De 50 a 54 años;No sabe el motivo;2020T2;0,8
Mujeres;De 50 a 54 años;No sabe el motivo;2020T1;1
Mujeres;De 50 a 54 años;No sabe el motivo;2019T4;1,5
Mujeres;De 50 a 54 años;No sabe el motivo;2019T3;2,5
Mujeres;De 50 a 54 años;No sabe el motivo;2019T2;0,5
Mujeres;De 50 a 54 años;No sabe el motivo;2019T1;1,7
Mujeres;De 50 a 54 años;No sabe el motivo;2018T4;1
Mujeres;De 50 a 54 años;No sabe el motivo;2018T3;3
Mujeres;De 50 a 54 años;No sabe el motivo;2018T2;1,3
Mujeres;De 50 a 54 años;No sabe el motivo;2018T1;1,4
Mujeres;De 50 a 54 años;No sabe el motivo;2017T4;0,5
Mujeres;De 50 a 54 años;No sabe el motivo;2017T3;1
Mujeres;De 50 a 54 años;No sabe el motivo;2017T2;2
Mujeres;De 50 a 54 años;No sabe el motivo;2017T1;1,1
Mujeres;De 50 a 54 años;No sabe el motivo;2016T4;0,7
Mujeres;De 50 a 54 años;No sabe el motivo;2016T3;0,4
Mujeres;De 50 a 54 años;No sabe el motivo;2016T2;1,2
Mujeres;De 50 a 54 años;No sabe el motivo;2016T1;1,2
Mujeres;De 50 a 54 años;No sabe el motivo;2015T4;1,1
Mujeres;De 50 a 54 años;No sabe el motivo;2015T3;0,5
Mujeres;De 50 a 54 años;No sabe el motivo;2015T2;0,8
Mujeres;De 50 a 54 años;No sabe el motivo;2015T1;0,2
Mujeres;De 50 a 54 años;No sabe el motivo;2014T4;1
Mujeres;De 50 a 54 años;No sabe el motivo;2014T3;0,3
Mujeres;De 50 a 54 años;No sabe el motivo;2014T2;..
Mujeres;De 50 a 54 años;No sabe el motivo;2014T1;0,6
Mujeres;De 50 a 54 años;No sabe el motivo;2013T4;0,3
Mujeres;De 50 a 54 años;No sabe el motivo;2013T3;0,3
Mujeres;De 50 a 54 años;No sabe el motivo;2013T2;0,8
Mujeres;De 50 a 54 años;No sabe el motivo;2013T1;0,2
Mujeres;De 50 a 54 años;No sabe el motivo;2012T4;0,8
Mujeres;De 50 a 54 años;No sabe el motivo;2012T3;0,5
Mujeres;De 50 a 54 años;No sabe el motivo;2012T2;1,7
Mujeres;De 50 a 54 años;No sabe el motivo;2012T1;1,1
Mujeres;De 50 a 54 años;No sabe el motivo;2011T4;0,5
Mujeres;De 50 a 54 años;No sabe el motivo;2011T3;0,1
Mujeres;De 50 a 54 años;No sabe el motivo;2011T2;2,1
Mujeres;De 50 a 54 años;No sabe el motivo;2011T1;0,4
Mujeres;De 50 a 54 años;No sabe el motivo;2010T4;0,5
Mujeres;De 50 a 54 años;No sabe el motivo;2010T3;0,7
Mujeres;De 50 a 54 años;No sabe el motivo;2010T2;0,5
Mujeres;De 50 a 54 años;No sabe el motivo;2010T1;1,1
Mujeres;De 50 a 54 años;No sabe el motivo;2009T4;..
Mujeres;De 50 a 54 años;No sabe el motivo;2009T3;1,2
Mujeres;De 50 a 54 años;No sabe el motivo;2009T2;1,6
Mujeres;De 50 a 54 años;No sabe el motivo;2009T1;0,3
Mujeres;De 50 a 54 años;No sabe el motivo;2008T4;0,7
Mujeres;De 50 a 54 años;No sabe el motivo;2008T3;0,5
Mujeres;De 50 a 54 años;No sabe el motivo;2008T2;0,4
Mujeres;De 50 a 54 años;No sabe el motivo;2008T1;0,9
Mujeres;De 50 a 54 años;No sabe el motivo;2007T4;1,1
Mujeres;De 50 a 54 años;No sabe el motivo;2007T3;1,7
Mujeres;De 50 a 54 años;No sabe el motivo;2007T2;0,5
Mujeres;De 50 a 54 años;No sabe el motivo;2007T1;1,8
Mujeres;De 50 a 54 años;No sabe el motivo;2006T4;0,7
Mujeres;De 50 a 54 años;No sabe el motivo;2006T3;0,4
Mujeres;De 50 a 54 años;No sabe el motivo;2006T2;0,1
Mujeres;De 50 a 54 años;No sabe el motivo;2006T1;0,7
Mujeres;De 50 a 54 años;No sabe el motivo;2005T4;1,7
Mujeres;De 50 a 54 años;No sabe el motivo;2005T3;0,8
Mujeres;De 50 a 54 años;No sabe el motivo;2005T2;0,5
Mujeres;De 50 a 54 años;No sabe el motivo;2005T1;0,8
Mujeres;De 55 a 59 años;Total;2025T4;234,6
Mujeres;De 55 a 59 años;Total;2025T3;219,3
Mujeres;De 55 a 59 años;Total;2025T2;230,7
Mujeres;De 55 a 59 años;Total;2025T1;236
Mujeres;De 55 a 59 años;Total;2024T4;244
Mujeres;De 55 a 59 años;Total;2024T3;208
Mujeres;De 55 a 59 años;Total;2024T2;226,6
Mujeres;De 55 a 59 años;Total;2024T1;227,3
Mujeres;De 55 a 59 años;Total;2023T4;222
Mujeres;De 55 a 59 años;Total;2023T3;179,9
Mujeres;De 55 a 59 años;Total;2023T2;193,4
Mujeres;De 55 a 59 años;Total;2023T1;210,8
Mujeres;De 55 a 59 años;Total;2022T4;204,9
Mujeres;De 55 a 59 años;Total;2022T3;195
Mujeres;De 55 a 59 años;Total;2022T2;189,1
Mujeres;De 55 a 59 años;Total;2022T1;193
Mujeres;De 55 a 59 años;Total;2021T4;196,3
Mujeres;De 55 a 59 años;Total;2021T3;185,1
Mujeres;De 55 a 59 años;Total;2021T2;206
Mujeres;De 55 a 59 años;Total;2021T1;202,2
Mujeres;De 55 a 59 años;Total;2020T4;207,5
Mujeres;De 55 a 59 años;Total;2020T3;184,7
Mujeres;De 55 a 59 años;Total;2020T2;180,6
Mujeres;De 55 a 59 años;Total;2020T1;191,5
Mujeres;De 55 a 59 años;Total;2019T4;193,4
Mujeres;De 55 a 59 años;Total;2019T3;179,4
Mujeres;De 55 a 59 años;Total;2019T2;192,7
Mujeres;De 55 a 59 años;Total;2019T1;196,3
Mujeres;De 55 a 59 años;Total;2018T4;201,2
Mujeres;De 55 a 59 años;Total;2018T3;175
Mujeres;De 55 a 59 años;Total;2018T2;179,7
Mujeres;De 55 a 59 años;Total;2018T1;180,8
Mujeres;De 55 a 59 años;Total;2017T4;176,5
Mujeres;De 55 a 59 años;Total;2017T3;153,7
Mujeres;De 55 a 59 años;Total;2017T2;160,9
Mujeres;De 55 a 59 años;Total;2017T1;154,5
Mujeres;De 55 a 59 años;Total;2016T4;157
Mujeres;De 55 a 59 años;Total;2016T3;150,6
Mujeres;De 55 a 59 años;Total;2016T2;156,2
Mujeres;De 55 a 59 años;Total;2016T1;163,4
Mujeres;De 55 a 59 años;Total;2015T4;162,3
Mujeres;De 55 a 59 años;Total;2015T3;151,7
Mujeres;De 55 a 59 años;Total;2015T2;154
Mujeres;De 55 a 59 años;Total;2015T1;164
Mujeres;De 55 a 59 años;Total;2014T4;158,8
Mujeres;De 55 a 59 años;Total;2014T3;138,8
Mujeres;De 55 a 59 años;Total;2014T2;142,5
Mujeres;De 55 a 59 años;Total;2014T1;152,4
Mujeres;De 55 a 59 años;Total;2013T4;149
Mujeres;De 55 a 59 años;Total;2013T3;127,5
Mujeres;De 55 a 59 años;Total;2013T2;127,1
Mujeres;De 55 a 59 años;Total;2013T1;122,4
Mujeres;De 55 a 59 años;Total;2012T4;119,3
Mujeres;De 55 a 59 años;Total;2012T3;123
Mujeres;De 55 a 59 años;Total;2012T2;126,2
Mujeres;De 55 a 59 años;Total;2012T1;122,7
Mujeres;De 55 a 59 años;Total;2011T4;123,1
Mujeres;De 55 a 59 años;Total;2011T3;113,5
Mujeres;De 55 a 59 años;Total;2011T2;122,3
Mujeres;De 55 a 59 años;Total;2011T1;115,4
Mujeres;De 55 a 59 años;Total;2010T4;103,7
Mujeres;De 55 a 59 años;Total;2010T3;104,4
Mujeres;De 55 a 59 años;Total;2010T2;110,1
Mujeres;De 55 a 59 años;Total;2010T1;117
Mujeres;De 55 a 59 años;Total;2009T4;116,5
Mujeres;De 55 a 59 años;Total;2009T3;110,4
Mujeres;De 55 a 59 años;Total;2009T2;120,6
Mujeres;De 55 a 59 años;Total;2009T1;122,3
Mujeres;De 55 a 59 años;Total;2008T4;123,3
Mujeres;De 55 a 59 años;Total;2008T3;100,6
Mujeres;De 55 a 59 años;Total;2008T2;111,8
Mujeres;De 55 a 59 años;Total;2008T1;109,6
Mujeres;De 55 a 59 años;Total;2007T4;111,1
Mujeres;De 55 a 59 años;Total;2007T3;96,4
Mujeres;De 55 a 59 años;Total;2007T2;105,1
Mujeres;De 55 a 59 años;Total;2007T1;112,4
Mujeres;De 55 a 59 años;Total;2006T4;104,2
Mujeres;De 55 a 59 años;Total;2006T3;98,6
