Sexo;Edad;Motivos de la jornada parcial;Periodo;Total
Ambos sexos;Total;Otras obligaciones familiares o personales;2012T4;126
Ambos sexos;Total;Otras obligaciones familiares o personales;2012T3;120,7
Ambos sexos;Total;Otras obligaciones familiares o personales;2012T2;150,6
Ambos sexos;Total;Otras obligaciones familiares o personales;2012T1;137,3
Ambos sexos;Total;Otras obligaciones familiares o personales;2011T4;147,3
Ambos sexos;Total;Otras obligaciones familiares o personales;2011T3;150,3
Ambos sexos;Total;Otras obligaciones familiares o personales;2011T2;158,8
Ambos sexos;Total;Otras obligaciones familiares o personales;2011T1;165,1
Ambos sexos;Total;Otras obligaciones familiares o personales;2010T4;176,8
Ambos sexos;Total;Otras obligaciones familiares o personales;2010T3;186,5
Ambos sexos;Total;Otras obligaciones familiares o personales;2010T2;168,1
Ambos sexos;Total;Otras obligaciones familiares o personales;2010T1;183
Ambos sexos;Total;Otras obligaciones familiares o personales;2009T4;208,3
Ambos sexos;Total;Otras obligaciones familiares o personales;2009T3;202,8
Ambos sexos;Total;Otras obligaciones familiares o personales;2009T2;240,7
Ambos sexos;Total;Otras obligaciones familiares o personales;2009T1;222,2
Ambos sexos;Total;Otras obligaciones familiares o personales;2008T4;233,8
Ambos sexos;Total;Otras obligaciones familiares o personales;2008T3;245,8
Ambos sexos;Total;Otras obligaciones familiares o personales;2008T2;267,6
Ambos sexos;Total;Otras obligaciones familiares o personales;2008T1;293,3
Ambos sexos;Total;Otras obligaciones familiares o personales;2007T4;300,6
Ambos sexos;Total;Otras obligaciones familiares o personales;2007T3;299,4
Ambos sexos;Total;Otras obligaciones familiares o personales;2007T2;323,5
Ambos sexos;Total;Otras obligaciones familiares o personales;2007T1;289,5
Ambos sexos;Total;Otras obligaciones familiares o personales;2006T4;255,6
Ambos sexos;Total;Otras obligaciones familiares o personales;2006T3;252,7
Ambos sexos;Total;Otras obligaciones familiares o personales;2006T2;291,7
Ambos sexos;Total;Otras obligaciones familiares o personales;2006T1;279
Ambos sexos;Total;Otras obligaciones familiares o personales;2005T4;238,3
Ambos sexos;Total;Otras obligaciones familiares o personales;2005T3;218,8
Ambos sexos;Total;Otras obligaciones familiares o personales;2005T2;237,8
Ambos sexos;Total;Otras obligaciones familiares o personales;2005T1;284,6
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2025T4;1.361,9
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2025T3;1.271,9
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2025T2;1.373,5
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2025T1;1.418,6
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2024T4;1.363,6
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2024T3;1.311,5
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2024T2;1.354,7
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2024T1;1.323,6
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2023T4;1.380,1
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2023T3;1.294,6
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2023T2;1.373
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2023T1;1.399,2
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2022T4;1.398,7
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2022T3;1.347,3
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2022T2;1.405,2
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2022T1;1.404,6
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2021T4;1.410,1
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2021T3;1.442
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2021T2;1.556,1
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2021T1;1.404,8
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2020T4;1.494,8
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2020T3;1.348,4
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2020T2;1.257,2
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2020T1;1.449,5
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2019T4;1.501,8
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2019T3;1.463,9
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2019T2;1.561,7
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2019T1;1.508
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2018T4;1.527,1
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2018T3;1.475,8
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2018T2;1.571,4
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2018T1;1.540,4
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2017T4;1.607,3
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2017T3;1.583,3
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2017T2;1.659,2
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2017T1;1.685,2
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2016T4;1.714,9
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2016T3;1.654,2
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2016T2;1.693,2
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2016T1;1.749,2
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2015T4;1.760,1
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2015T3;1.716,3
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2015T2;1.784,9
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2015T1;1.752,2
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2014T4;1.769,1
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2014T3;1.657,9
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2014T2;1.802,2
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2014T1;1.713
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2013T4;1.736,7
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2013T3;1.606,1
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2013T2;1.726,7
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2013T1;1.643,6
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2012T4;1.574,3
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2012T3;1.490
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2012T2;1.470,6
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2012T1;1.424,1
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2011T4;1.356
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2011T3;1.304,7
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2011T2;1.385
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2011T1;1.309
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2010T4;1.272
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2010T3;1.207,2
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2010T2;1.232,8
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2010T1;1.161,1
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2009T4;1.136,3
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2009T3;1.053,7
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2009T2;1.035
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2009T1;987,4
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2008T4;945,3
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2008T3;817,5
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2008T2;817,8
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2008T1;774
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2007T4;744,1
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2007T3;747,1
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2007T2;782,6
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2007T1;806,4
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2006T4;785,2
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2006T3;733,1
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2006T2;783,3
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2006T1;771,6
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2005T4;737
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2005T3;737
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2005T2;780,4
Ambos sexos;Total;No haber podido encontrar trabajo de jornada completa;2005T1;741,6
Ambos sexos;Total;No querer trabajo de jornada completa;2025T4;323,2
Ambos sexos;Total;No querer trabajo de jornada completa;2025T3;321,7
Ambos sexos;Total;No querer trabajo de jornada completa;2025T2;308,2
Ambos sexos;Total;No querer trabajo de jornada completa;2025T1;269,1
Ambos sexos;Total;No querer trabajo de jornada completa;2024T4;282,6
Ambos sexos;Total;No querer trabajo de jornada completa;2024T3;261
Ambos sexos;Total;No querer trabajo de jornada completa;2024T2;276,1
Ambos sexos;Total;No querer trabajo de jornada completa;2024T1;275,6
Ambos sexos;Total;No querer trabajo de jornada completa;2023T4;232,3
Ambos sexos;Total;No querer trabajo de jornada completa;2023T3;247,3
Ambos sexos;Total;No querer trabajo de jornada completa;2023T2;284,5
Ambos sexos;Total;No querer trabajo de jornada completa;2023T1;225,8
Ambos sexos;Total;No querer trabajo de jornada completa;2022T4;226,7
Ambos sexos;Total;No querer trabajo de jornada completa;2022T3;275
Ambos sexos;Total;No querer trabajo de jornada completa;2022T2;252,6
Ambos sexos;Total;No querer trabajo de jornada completa;2022T1;250,1
Ambos sexos;Total;No querer trabajo de jornada completa;2021T4;220,1
Ambos sexos;Total;No querer trabajo de jornada completa;2021T3;222,6
Ambos sexos;Total;No querer trabajo de jornada completa;2021T2;206,7
Ambos sexos;Total;No querer trabajo de jornada completa;2021T1;209,7
Ambos sexos;Total;No querer trabajo de jornada completa;2020T4;268
Ambos sexos;Total;No querer trabajo de jornada completa;2020T3;267,1
Ambos sexos;Total;No querer trabajo de jornada completa;2020T2;240,7
Ambos sexos;Total;No querer trabajo de jornada completa;2020T1;293,1
Ambos sexos;Total;No querer trabajo de jornada completa;2019T4;308,5
Ambos sexos;Total;No querer trabajo de jornada completa;2019T3;287,1
Ambos sexos;Total;No querer trabajo de jornada completa;2019T2;290,5
Ambos sexos;Total;No querer trabajo de jornada completa;2019T1;286,3
Ambos sexos;Total;No querer trabajo de jornada completa;2018T4;272,4
Ambos sexos;Total;No querer trabajo de jornada completa;2018T3;269,6
Ambos sexos;Total;No querer trabajo de jornada completa;2018T2;274,8
Ambos sexos;Total;No querer trabajo de jornada completa;2018T1;255
Ambos sexos;Total;No querer trabajo de jornada completa;2017T4;233,8
Ambos sexos;Total;No querer trabajo de jornada completa;2017T3;223,8
Ambos sexos;Total;No querer trabajo de jornada completa;2017T2;233,3
Ambos sexos;Total;No querer trabajo de jornada completa;2017T1;227,6
Ambos sexos;Total;No querer trabajo de jornada completa;2016T4;235,6
Ambos sexos;Total;No querer trabajo de jornada completa;2016T3;205,4
Ambos sexos;Total;No querer trabajo de jornada completa;2016T2;218,3
Ambos sexos;Total;No querer trabajo de jornada completa;2016T1;204,1
Ambos sexos;Total;No querer trabajo de jornada completa;2015T4;212,6
Ambos sexos;Total;No querer trabajo de jornada completa;2015T3;194
Ambos sexos;Total;No querer trabajo de jornada completa;2015T2;187,2
Ambos sexos;Total;No querer trabajo de jornada completa;2015T1;213,7
Ambos sexos;Total;No querer trabajo de jornada completa;2014T4;201,3
Ambos sexos;Total;No querer trabajo de jornada completa;2014T3;194,7
Ambos sexos;Total;No querer trabajo de jornada completa;2014T2;187,2
Ambos sexos;Total;No querer trabajo de jornada completa;2014T1;176,1
Ambos sexos;Total;No querer trabajo de jornada completa;2013T4;176,2
Ambos sexos;Total;No querer trabajo de jornada completa;2013T3;175,2
Ambos sexos;Total;No querer trabajo de jornada completa;2013T2;168,8
Ambos sexos;Total;No querer trabajo de jornada completa;2013T1;179
Ambos sexos;Total;No querer trabajo de jornada completa;2012T4;171
Ambos sexos;Total;No querer trabajo de jornada completa;2012T3;167,7
Ambos sexos;Total;No querer trabajo de jornada completa;2012T2;195,4
Ambos sexos;Total;No querer trabajo de jornada completa;2012T1;209
Ambos sexos;Total;No querer trabajo de jornada completa;2011T4;215,8
Ambos sexos;Total;No querer trabajo de jornada completa;2011T3;217,8
Ambos sexos;Total;No querer trabajo de jornada completa;2011T2;231,7
Ambos sexos;Total;No querer trabajo de jornada completa;2011T1;242,7
Ambos sexos;Total;No querer trabajo de jornada completa;2010T4;221,1
Ambos sexos;Total;No querer trabajo de jornada completa;2010T3;226,8
Ambos sexos;Total;No querer trabajo de jornada completa;2010T2;236,2
Ambos sexos;Total;No querer trabajo de jornada completa;2010T1;247,7
Ambos sexos;Total;No querer trabajo de jornada completa;2009T4;247,5
Ambos sexos;Total;No querer trabajo de jornada completa;2009T3;245,3
Ambos sexos;Total;No querer trabajo de jornada completa;2009T2;243,2
Ambos sexos;Total;No querer trabajo de jornada completa;2009T1;243,6
Ambos sexos;Total;No querer trabajo de jornada completa;2008T4;265,7
Ambos sexos;Total;No querer trabajo de jornada completa;2008T3;276,5
Ambos sexos;Total;No querer trabajo de jornada completa;2008T2;283,4
Ambos sexos;Total;No querer trabajo de jornada completa;2008T1;314,8
Ambos sexos;Total;No querer trabajo de jornada completa;2007T4;310,9
Ambos sexos;Total;No querer trabajo de jornada completa;2007T3;304
Ambos sexos;Total;No querer trabajo de jornada completa;2007T2;301,7
Ambos sexos;Total;No querer trabajo de jornada completa;2007T1;268,5
Ambos sexos;Total;No querer trabajo de jornada completa;2006T4;269
Ambos sexos;Total;No querer trabajo de jornada completa;2006T3;270
Ambos sexos;Total;No querer trabajo de jornada completa;2006T2;265,4
Ambos sexos;Total;No querer trabajo de jornada completa;2006T1;240,1
Ambos sexos;Total;No querer trabajo de jornada completa;2005T4;246,2
Ambos sexos;Total;No querer trabajo de jornada completa;2005T3;258,5
Ambos sexos;Total;No querer trabajo de jornada completa;2005T2;294,4
Ambos sexos;Total;No querer trabajo de jornada completa;2005T1;221,7
Ambos sexos;Total;Otros motivos de tener jornada parcial;2025T4;281,2
Ambos sexos;Total;Otros motivos de tener jornada parcial;2025T3;302,9
Ambos sexos;Total;Otros motivos de tener jornada parcial;2025T2;263,9
Ambos sexos;Total;Otros motivos de tener jornada parcial;2025T1;295,6
Ambos sexos;Total;Otros motivos de tener jornada parcial;2024T4;287,4
Ambos sexos;Total;Otros motivos de tener jornada parcial;2024T3;283,3
Ambos sexos;Total;Otros motivos de tener jornada parcial;2024T2;280,9
Ambos sexos;Total;Otros motivos de tener jornada parcial;2024T1;310,8
Ambos sexos;Total;Otros motivos de tener jornada parcial;2023T4;280,8
Ambos sexos;Total;Otros motivos de tener jornada parcial;2023T3;309,8
Ambos sexos;Total;Otros motivos de tener jornada parcial;2023T2;284,7
Ambos sexos;Total;Otros motivos de tener jornada parcial;2023T1;259,6
Ambos sexos;Total;Otros motivos de tener jornada parcial;2022T4;297,7
Ambos sexos;Total;Otros motivos de tener jornada parcial;2022T3;290,2
Ambos sexos;Total;Otros motivos de tener jornada parcial;2022T2;314,2
Ambos sexos;Total;Otros motivos de tener jornada parcial;2022T1;302,9
Ambos sexos;Total;Otros motivos de tener jornada parcial;2021T4;282,5
Ambos sexos;Total;Otros motivos de tener jornada parcial;2021T3;281
Ambos sexos;Total;Otros motivos de tener jornada parcial;2021T2;325,4
Ambos sexos;Total;Otros motivos de tener jornada parcial;2021T1;333,1
Ambos sexos;Total;Otros motivos de tener jornada parcial;2020T4;347,1
Ambos sexos;Total;Otros motivos de tener jornada parcial;2020T3;355,2
Ambos sexos;Total;Otros motivos de tener jornada parcial;2020T2;327,4
Ambos sexos;Total;Otros motivos de tener jornada parcial;2020T1;306,5
Ambos sexos;Total;Otros motivos de tener jornada parcial;2019T4;318,9
Ambos sexos;Total;Otros motivos de tener jornada parcial;2019T3;295,6
Ambos sexos;Total;Otros motivos de tener jornada parcial;2019T2;306,1
Ambos sexos;Total;Otros motivos de tener jornada parcial;2019T1;298,3
Ambos sexos;Total;Otros motivos de tener jornada parcial;2018T4;308
Ambos sexos;Total;Otros motivos de tener jornada parcial;2018T3;292,6
Ambos sexos;Total;Otros motivos de tener jornada parcial;2018T2;290,5
Ambos sexos;Total;Otros motivos de tener jornada parcial;2018T1;286,8
Ambos sexos;Total;Otros motivos de tener jornada parcial;2017T4;294,7
Ambos sexos;Total;Otros motivos de tener jornada parcial;2017T3;311,4
Ambos sexos;Total;Otros motivos de tener jornada parcial;2017T2;304,7
Ambos sexos;Total;Otros motivos de tener jornada parcial;2017T1;299,3
Ambos sexos;Total;Otros motivos de tener jornada parcial;2016T4;275
Ambos sexos;Total;Otros motivos de tener jornada parcial;2016T3;264,6
Ambos sexos;Total;Otros motivos de tener jornada parcial;2016T2;268,2
Ambos sexos;Total;Otros motivos de tener jornada parcial;2016T1;282,1
Ambos sexos;Total;Otros motivos de tener jornada parcial;2015T4;276,2
Ambos sexos;Total;Otros motivos de tener jornada parcial;2015T3;289,7
Ambos sexos;Total;Otros motivos de tener jornada parcial;2015T2;275,3
Ambos sexos;Total;Otros motivos de tener jornada parcial;2015T1;279
Ambos sexos;Total;Otros motivos de tener jornada parcial;2014T4;272,4
Ambos sexos;Total;Otros motivos de tener jornada parcial;2014T3;276,5
