Sexo;Ocupación CNO-11;Tiempo que llevan trabajando en el empleo actual;Periodo;Total
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2017T1;117,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2016T4;122,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2016T3;118,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2016T2;121,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2016T1;119,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2015T4;109,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2015T3;104,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2015T2;99,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2015T1;92,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2014T4;96,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2014T3;103
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2014T2;110,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2014T1;98,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2013T4;87,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2013T3;77,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2013T2;78,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2013T1;84,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2012T4;84,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2012T3;88,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2012T2;90
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2012T1;89,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2011T4;103,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2011T3;90,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2011T2;85,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 6 a 11 meses;2011T1;82,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2025T4;196,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2025T3;218
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2025T2;186,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2025T1;188,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2024T4;182
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2024T3;184,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2024T2;187,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2024T1;181,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2023T4;152,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2023T3;174,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2023T2;183
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2023T1;162
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2022T4;147,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2022T3;133,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2022T2;132,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2022T1;106,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2021T4;117,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2021T3;118
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2021T2;125
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2021T1;114,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2020T4;129,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2020T3;155,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2020T2;132,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2020T1;139,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2019T4;155,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2019T3;169,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2019T2;161,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2019T1;132,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2018T4;142,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2018T3;149,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2018T2;150,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2018T1;149,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2017T4;137,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2017T3;148,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2017T2;165,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2017T1;143
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2016T4;148,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2016T3;145,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2016T2;139,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2016T1;131,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2015T4;129,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2015T3;133,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2015T2;136,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2015T1;137,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2014T4;142
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2014T3;141
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2014T2;124,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2014T1;110,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2013T4;104,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2013T3;117
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2013T2;117,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2013T1;119,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2012T4;127,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2012T3;130,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2012T2;122
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2012T1;124,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2011T4;121,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2011T3;130
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2011T2;128,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 1 a menos de 2 años;2011T1;132,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2025T4;117,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2025T3;120,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2025T2;108,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2025T1;121,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2024T4;131,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2024T3;123,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2024T2;123,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2024T1;120,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2023T4;114,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2023T3;110,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2023T2;93,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2023T1;83,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2022T4;96,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2022T3;93,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2022T2;100
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2022T1;104,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2021T4;110,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2021T3;110,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2021T2;97,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2021T1;109,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2020T4;101,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2020T3;106
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2020T2;109,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2020T1;111,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2019T4;115,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2019T3;115,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2019T2;117,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2019T1;113,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2018T4;106,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2018T3;102,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2018T2;110,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2018T1;90,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2017T4;102,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2017T3;103
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2017T2;95,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2017T1;86,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2016T4;80,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2016T3;83,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2016T2;85,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2016T1;77,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2015T4;93,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2015T3;99,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2015T2;103,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2015T1;96,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2014T4;93,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2014T3;95,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2014T2;94
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2014T1;89,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2013T4;109,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2013T3;99,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2013T2;101
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2013T1;100,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2012T4;102,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2012T3;105
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2012T2;102,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2012T1;92,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2011T4;93,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2011T3;94,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2011T2;83,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 2 a menos de 3 años;2011T1;98
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2025T4;261,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2025T3;265,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2025T2;258,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2025T1;217,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2024T4;236,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2024T3;262,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2024T2;250,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2024T1;224,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2023T4;257,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2023T3;266,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2023T2;255,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2023T1;261
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2022T4;258
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2022T3;269,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2022T2;272,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2022T1;241,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2021T4;251,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2021T3;264
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2021T2;241,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2021T1;241,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2020T4;260,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2020T3;264,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2020T2;233,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2020T1;253,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2019T4;258,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2019T3;265,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2019T2;253,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2019T1;239,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2018T4;228,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2018T3;242,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2018T2;216,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2018T1;197
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2017T4;193
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2017T3;202,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2017T2;204
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2017T1;191
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2016T4;202,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2016T3;208,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2016T2;207,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2016T1;201,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2015T4;208,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2015T3;224,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2015T2;208,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2015T1;204,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2014T4;212
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2014T3;245,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2014T2;239,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2014T1;228,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2013T4;242,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2013T3;261,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2013T2;246,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2013T1;232,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2012T4;233,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2012T3;232,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2012T2;222,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2012T1;229
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2011T4;248,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2011T3;263,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2011T2;262
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;De 3 a menos de 6 años;2011T1;260,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2025T4;952,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2025T3;963,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2025T2;928,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2025T1;939,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2024T4;963,9
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2024T3;977,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2024T2;975,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2024T1;974,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2023T4;968,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2023T3;959,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2023T2;938,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2023T1;919,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2022T4;920,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2022T3;935,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2022T2;935,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2022T1;938,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2021T4;929,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2021T3;951,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2021T2;940,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2021T1;929,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2020T4;934,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2020T3;928,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2020T2;944,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2020T1;975,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2019T4;945,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2019T3;948,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2019T2;935,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2019T1;946,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2018T4;944,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2018T3;969,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2018T2;966,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2018T1;952,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2017T4;960,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2017T3;954,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2017T2;944,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2017T1;942,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2016T4;927,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2016T3;964,4
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2016T2;966,3
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2016T1;955,6
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2015T4;961
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2015T3;995,8
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2015T2;973,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2015T1;959,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2014T4;949,2
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2014T3;951,7
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2014T2;914,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2014T1;883,1
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2013T4;885
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2013T3;898
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2013T2;877,5
Hombres;5 Trabajadores de los servicios de restauración, personales, protección y vendedores;6 años o más;2013T1;874,4
