Sexo;Edad;Tipo de administración;Periodo;Total
Mujeres;De 30 a 34 años;Central;2010T2;19,2
Mujeres;De 30 a 34 años;Central;2010T1;20,3
Mujeres;De 30 a 34 años;Central;2009T4;18,1
Mujeres;De 30 a 34 años;Central;2009T3;19,5
Mujeres;De 30 a 34 años;Central;2009T2;21,9
Mujeres;De 30 a 34 años;Central;2009T1;22,3
Mujeres;De 30 a 34 años;Central;2008T4;18,6
Mujeres;De 30 a 34 años;Central;2008T3;19,3
Mujeres;De 30 a 34 años;Central;2008T2;21,9
Mujeres;De 30 a 34 años;Central;2008T1;20,8
Mujeres;De 30 a 34 años;Central;2007T4;19,8
Mujeres;De 30 a 34 años;Central;2007T3;17,7
Mujeres;De 30 a 34 años;Central;2007T2;18,5
Mujeres;De 30 a 34 años;Central;2007T1;16,7
Mujeres;De 30 a 34 años;Central;2006T4;15,8
Mujeres;De 30 a 34 años;Central;2006T3;12,9
Mujeres;De 30 a 34 años;Central;2006T2;13,1
Mujeres;De 30 a 34 años;Central;2006T1;13,2
Mujeres;De 30 a 34 años;Central;2005T4;15,8
Mujeres;De 30 a 34 años;Central;2005T3;13,8
Mujeres;De 30 a 34 años;Central;2005T2;19,1
Mujeres;De 30 a 34 años;Central;2005T1;20,4
Mujeres;De 30 a 34 años;Central;2004T4;14,9
Mujeres;De 30 a 34 años;Central;2004T3;14
Mujeres;De 30 a 34 años;Central;2004T2;10,9
Mujeres;De 30 a 34 años;Central;2004T1;15,9
Mujeres;De 30 a 34 años;Central;2003T4;15,2
Mujeres;De 30 a 34 años;Central;2003T3;17,3
Mujeres;De 30 a 34 años;Central;2003T2;16,7
Mujeres;De 30 a 34 años;Central;2003T1;20,9
Mujeres;De 30 a 34 años;Central;2002T4;19,6
Mujeres;De 30 a 34 años;Central;2002T3;22,2
Mujeres;De 30 a 34 años;Central;2002T2;21,1
Mujeres;De 30 a 34 años;Central;2002T1;22,7
Mujeres;De 30 a 34 años;Seguridad Social;2025T4;2,8
Mujeres;De 30 a 34 años;Seguridad Social;2025T3;4,8
Mujeres;De 30 a 34 años;Seguridad Social;2025T2;1,4
Mujeres;De 30 a 34 años;Seguridad Social;2025T1;1,2
Mujeres;De 30 a 34 años;Seguridad Social;2024T4;1,7
Mujeres;De 30 a 34 años;Seguridad Social;2024T3;1,3
Mujeres;De 30 a 34 años;Seguridad Social;2024T2;1,1
Mujeres;De 30 a 34 años;Seguridad Social;2024T1;1,1
Mujeres;De 30 a 34 años;Seguridad Social;2023T4;3,8
Mujeres;De 30 a 34 años;Seguridad Social;2023T3;2,6
Mujeres;De 30 a 34 años;Seguridad Social;2023T2;0,7
Mujeres;De 30 a 34 años;Seguridad Social;2023T1;1
Mujeres;De 30 a 34 años;Seguridad Social;2022T4;0,3
Mujeres;De 30 a 34 años;Seguridad Social;2022T3;1,6
Mujeres;De 30 a 34 años;Seguridad Social;2022T2;1,4
Mujeres;De 30 a 34 años;Seguridad Social;2022T1;2
Mujeres;De 30 a 34 años;Seguridad Social;2021T4;2,3
Mujeres;De 30 a 34 años;Seguridad Social;2021T3;1
Mujeres;De 30 a 34 años;Seguridad Social;2021T2;1,4
Mujeres;De 30 a 34 años;Seguridad Social;2021T1;0,3
Mujeres;De 30 a 34 años;Seguridad Social;2020T4;0,1
Mujeres;De 30 a 34 años;Seguridad Social;2020T3;..
Mujeres;De 30 a 34 años;Seguridad Social;2020T2;..
Mujeres;De 30 a 34 años;Seguridad Social;2020T1;..
Mujeres;De 30 a 34 años;Seguridad Social;2019T4;..
Mujeres;De 30 a 34 años;Seguridad Social;2019T3;0,2
Mujeres;De 30 a 34 años;Seguridad Social;2019T2;..
Mujeres;De 30 a 34 años;Seguridad Social;2019T1;..
Mujeres;De 30 a 34 años;Seguridad Social;2018T4;..
Mujeres;De 30 a 34 años;Seguridad Social;2018T3;0,8
Mujeres;De 30 a 34 años;Seguridad Social;2018T2;0,3
Mujeres;De 30 a 34 años;Seguridad Social;2018T1;..
Mujeres;De 30 a 34 años;Seguridad Social;2017T4;0,9
Mujeres;De 30 a 34 años;Seguridad Social;2017T3;0,3
Mujeres;De 30 a 34 años;Seguridad Social;2017T2;0,1
Mujeres;De 30 a 34 años;Seguridad Social;2017T1;0,6
Mujeres;De 30 a 34 años;Seguridad Social;2016T4;0,5
Mujeres;De 30 a 34 años;Seguridad Social;2016T3;0,5
Mujeres;De 30 a 34 años;Seguridad Social;2016T2;0,2
Mujeres;De 30 a 34 años;Seguridad Social;2016T1;0,9
Mujeres;De 30 a 34 años;Seguridad Social;2015T4;0,3
Mujeres;De 30 a 34 años;Seguridad Social;2015T3;1,4
Mujeres;De 30 a 34 años;Seguridad Social;2015T2;1,7
Mujeres;De 30 a 34 años;Seguridad Social;2015T1;1,2
Mujeres;De 30 a 34 años;Seguridad Social;2014T4;1
Mujeres;De 30 a 34 años;Seguridad Social;2014T3;1,4
Mujeres;De 30 a 34 años;Seguridad Social;2014T2;1,5
Mujeres;De 30 a 34 años;Seguridad Social;2014T1;0,8
Mujeres;De 30 a 34 años;Seguridad Social;2013T4;0,2
Mujeres;De 30 a 34 años;Seguridad Social;2013T3;0,2
Mujeres;De 30 a 34 años;Seguridad Social;2013T2;..
Mujeres;De 30 a 34 años;Seguridad Social;2013T1;0,2
Mujeres;De 30 a 34 años;Seguridad Social;2012T4;..
Mujeres;De 30 a 34 años;Seguridad Social;2012T3;0,7
Mujeres;De 30 a 34 años;Seguridad Social;2012T2;0,4
Mujeres;De 30 a 34 años;Seguridad Social;2012T1;0,7
Mujeres;De 30 a 34 años;Seguridad Social;2011T4;1,3
Mujeres;De 30 a 34 años;Seguridad Social;2011T3;1,8
Mujeres;De 30 a 34 años;Seguridad Social;2011T2;1,9
Mujeres;De 30 a 34 años;Seguridad Social;2011T1;2,1
Mujeres;De 30 a 34 años;Seguridad Social;2010T4;2,4
Mujeres;De 30 a 34 años;Seguridad Social;2010T3;0,8
Mujeres;De 30 a 34 años;Seguridad Social;2010T2;0,2
Mujeres;De 30 a 34 años;Seguridad Social;2010T1;1,6
Mujeres;De 30 a 34 años;Seguridad Social;2009T4;0,4
Mujeres;De 30 a 34 años;Seguridad Social;2009T3;1,2
Mujeres;De 30 a 34 años;Seguridad Social;2009T2;1,3
Mujeres;De 30 a 34 años;Seguridad Social;2009T1;2,4
Mujeres;De 30 a 34 años;Seguridad Social;2008T4;2,4
Mujeres;De 30 a 34 años;Seguridad Social;2008T3;3,1
Mujeres;De 30 a 34 años;Seguridad Social;2008T2;3,3
Mujeres;De 30 a 34 años;Seguridad Social;2008T1;1,8
Mujeres;De 30 a 34 años;Seguridad Social;2007T4;2
Mujeres;De 30 a 34 años;Seguridad Social;2007T3;2,7
Mujeres;De 30 a 34 años;Seguridad Social;2007T2;1,7
Mujeres;De 30 a 34 años;Seguridad Social;2007T1;8
Mujeres;De 30 a 34 años;Seguridad Social;2006T4;28,9
Mujeres;De 30 a 34 años;Seguridad Social;2006T3;32,7
Mujeres;De 30 a 34 años;Seguridad Social;2006T2;30,7
Mujeres;De 30 a 34 años;Seguridad Social;2006T1;29
Mujeres;De 30 a 34 años;Seguridad Social;2005T4;26,4
Mujeres;De 30 a 34 años;Seguridad Social;2005T3;31,4
Mujeres;De 30 a 34 años;Seguridad Social;2005T2;27,4
Mujeres;De 30 a 34 años;Seguridad Social;2005T1;23,7
Mujeres;De 30 a 34 años;Seguridad Social;2004T4;23,7
Mujeres;De 30 a 34 años;Seguridad Social;2004T3;23,6
Mujeres;De 30 a 34 años;Seguridad Social;2004T2;25,9
Mujeres;De 30 a 34 años;Seguridad Social;2004T1;26,1
Mujeres;De 30 a 34 años;Seguridad Social;2003T4;24,1
Mujeres;De 30 a 34 años;Seguridad Social;2003T3;26,6
Mujeres;De 30 a 34 años;Seguridad Social;2003T2;29,3
Mujeres;De 30 a 34 años;Seguridad Social;2003T1;27,9
Mujeres;De 30 a 34 años;Seguridad Social;2002T4;26,3
Mujeres;De 30 a 34 años;Seguridad Social;2002T3;24,5
Mujeres;De 30 a 34 años;Seguridad Social;2002T2;23,1
Mujeres;De 30 a 34 años;Seguridad Social;2002T1;27,1
Mujeres;De 30 a 34 años;Comunidad Autónoma;2025T4;153,1
Mujeres;De 30 a 34 años;Comunidad Autónoma;2025T3;119,6
Mujeres;De 30 a 34 años;Comunidad Autónoma;2025T2;124,8
Mujeres;De 30 a 34 años;Comunidad Autónoma;2025T1;130,3
Mujeres;De 30 a 34 años;Comunidad Autónoma;2024T4;135,3
Mujeres;De 30 a 34 años;Comunidad Autónoma;2024T3;138,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2024T2;155,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2024T1;154,3
Mujeres;De 30 a 34 años;Comunidad Autónoma;2023T4;162
Mujeres;De 30 a 34 años;Comunidad Autónoma;2023T3;144,9
Mujeres;De 30 a 34 años;Comunidad Autónoma;2023T2;151,6
Mujeres;De 30 a 34 años;Comunidad Autónoma;2023T1;135,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2022T4;122,7
Mujeres;De 30 a 34 años;Comunidad Autónoma;2022T3;115
Mujeres;De 30 a 34 años;Comunidad Autónoma;2022T2;128,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2022T1;132,9
Mujeres;De 30 a 34 años;Comunidad Autónoma;2021T4;130,1
Mujeres;De 30 a 34 años;Comunidad Autónoma;2021T3;121,1
Mujeres;De 30 a 34 años;Comunidad Autónoma;2021T2;122,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2021T1;125,6
Mujeres;De 30 a 34 años;Comunidad Autónoma;2020T4;120,8
Mujeres;De 30 a 34 años;Comunidad Autónoma;2020T3;106
Mujeres;De 30 a 34 años;Comunidad Autónoma;2020T2;102,8
Mujeres;De 30 a 34 años;Comunidad Autónoma;2020T1;105,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2019T4;99,4
Mujeres;De 30 a 34 años;Comunidad Autónoma;2019T3;101,1
Mujeres;De 30 a 34 años;Comunidad Autónoma;2019T2;99,2
Mujeres;De 30 a 34 años;Comunidad Autónoma;2019T1;89,1
Mujeres;De 30 a 34 años;Comunidad Autónoma;2018T4;96,3
Mujeres;De 30 a 34 años;Comunidad Autónoma;2018T3;91,2
Mujeres;De 30 a 34 años;Comunidad Autónoma;2018T2;98,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2018T1;95,6
Mujeres;De 30 a 34 años;Comunidad Autónoma;2017T4;90,2
Mujeres;De 30 a 34 años;Comunidad Autónoma;2017T3;89,7
Mujeres;De 30 a 34 años;Comunidad Autónoma;2017T2;94,4
Mujeres;De 30 a 34 años;Comunidad Autónoma;2017T1;92,9
Mujeres;De 30 a 34 años;Comunidad Autónoma;2016T4;100
Mujeres;De 30 a 34 años;Comunidad Autónoma;2016T3;97,9
Mujeres;De 30 a 34 años;Comunidad Autónoma;2016T2;112,8
Mujeres;De 30 a 34 años;Comunidad Autónoma;2016T1;118,4
Mujeres;De 30 a 34 años;Comunidad Autónoma;2015T4;105,6
Mujeres;De 30 a 34 años;Comunidad Autónoma;2015T3;103,9
Mujeres;De 30 a 34 años;Comunidad Autónoma;2015T2;93,2
Mujeres;De 30 a 34 años;Comunidad Autónoma;2015T1;86,1
Mujeres;De 30 a 34 años;Comunidad Autónoma;2014T4;87,8
Mujeres;De 30 a 34 años;Comunidad Autónoma;2014T3;96,2
Mujeres;De 30 a 34 años;Comunidad Autónoma;2014T2;98,3
Mujeres;De 30 a 34 años;Comunidad Autónoma;2014T1;100,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2013T4;106,4
Mujeres;De 30 a 34 años;Comunidad Autónoma;2013T3;115,3
Mujeres;De 30 a 34 años;Comunidad Autónoma;2013T2;117,8
Mujeres;De 30 a 34 años;Comunidad Autónoma;2013T1;132,7
Mujeres;De 30 a 34 años;Comunidad Autónoma;2012T4;146,3
Mujeres;De 30 a 34 años;Comunidad Autónoma;2012T3;134,9
Mujeres;De 30 a 34 años;Comunidad Autónoma;2012T2;138,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2012T1;133,4
Mujeres;De 30 a 34 años;Comunidad Autónoma;2011T4;139,3
Mujeres;De 30 a 34 años;Comunidad Autónoma;2011T3;136,7
Mujeres;De 30 a 34 años;Comunidad Autónoma;2011T2;143,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2011T1;151,3
Mujeres;De 30 a 34 años;Comunidad Autónoma;2010T4;155,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2010T3;154,1
Mujeres;De 30 a 34 años;Comunidad Autónoma;2010T2;144,9
Mujeres;De 30 a 34 años;Comunidad Autónoma;2010T1;150,1
Mujeres;De 30 a 34 años;Comunidad Autónoma;2009T4;143,7
Mujeres;De 30 a 34 años;Comunidad Autónoma;2009T3;144,4
Mujeres;De 30 a 34 años;Comunidad Autónoma;2009T2;143,7
Mujeres;De 30 a 34 años;Comunidad Autónoma;2009T1;143,8
Mujeres;De 30 a 34 años;Comunidad Autónoma;2008T4;136,8
Mujeres;De 30 a 34 años;Comunidad Autónoma;2008T3;128,4
Mujeres;De 30 a 34 años;Comunidad Autónoma;2008T2;140,3
Mujeres;De 30 a 34 años;Comunidad Autónoma;2008T1;137,7
Mujeres;De 30 a 34 años;Comunidad Autónoma;2007T4;132,9
Mujeres;De 30 a 34 años;Comunidad Autónoma;2007T3;121,4
Mujeres;De 30 a 34 años;Comunidad Autónoma;2007T2;125,7
Mujeres;De 30 a 34 años;Comunidad Autónoma;2007T1;126,6
Mujeres;De 30 a 34 años;Comunidad Autónoma;2006T4;100,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2006T3;93,6
Mujeres;De 30 a 34 años;Comunidad Autónoma;2006T2;103,6
Mujeres;De 30 a 34 años;Comunidad Autónoma;2006T1;99,6
Mujeres;De 30 a 34 años;Comunidad Autónoma;2005T4;94,2
Mujeres;De 30 a 34 años;Comunidad Autónoma;2005T3;81,3
Mujeres;De 30 a 34 años;Comunidad Autónoma;2005T2;81,9
Mujeres;De 30 a 34 años;Comunidad Autónoma;2005T1;93,2
Mujeres;De 30 a 34 años;Comunidad Autónoma;2004T4;101,2
Mujeres;De 30 a 34 años;Comunidad Autónoma;2004T3;102,7
Mujeres;De 30 a 34 años;Comunidad Autónoma;2004T2;103,7
Mujeres;De 30 a 34 años;Comunidad Autónoma;2004T1;104,3
Mujeres;De 30 a 34 años;Comunidad Autónoma;2003T4;99,9
Mujeres;De 30 a 34 años;Comunidad Autónoma;2003T3;90
Mujeres;De 30 a 34 años;Comunidad Autónoma;2003T2;87,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2003T1;83,4
Mujeres;De 30 a 34 años;Comunidad Autónoma;2002T4;87,5
Mujeres;De 30 a 34 años;Comunidad Autónoma;2002T3;91,8
Mujeres;De 30 a 34 años;Comunidad Autónoma;2002T2;90,2
Mujeres;De 30 a 34 años;Comunidad Autónoma;2002T1;84,1
Mujeres;De 30 a 34 años;Local;2025T4;21,7
Mujeres;De 30 a 34 años;Local;2025T3;20,4
Mujeres;De 30 a 34 años;Local;2025T2;15,7
Mujeres;De 30 a 34 años;Local;2025T1;15,4
Mujeres;De 30 a 34 años;Local;2024T4;21,8
Mujeres;De 30 a 34 años;Local;2024T3;13,6
Mujeres;De 30 a 34 años;Local;2024T2;19,3
Mujeres;De 30 a 34 años;Local;2024T1;20,7
Mujeres;De 30 a 34 años;Local;2023T4;24,6
Mujeres;De 30 a 34 años;Local;2023T3;19,1
Mujeres;De 30 a 34 años;Local;2023T2;16,3
Mujeres;De 30 a 34 años;Local;2023T1;13,7
Mujeres;De 30 a 34 años;Local;2022T4;19,1
Mujeres;De 30 a 34 años;Local;2022T3;20,2
Mujeres;De 30 a 34 años;Local;2022T2;17,1
Mujeres;De 30 a 34 años;Local;2022T1;21
Mujeres;De 30 a 34 años;Local;2021T4;22,4
Mujeres;De 30 a 34 años;Local;2021T3;28,9
Mujeres;De 30 a 34 años;Local;2021T2;20,5
Mujeres;De 30 a 34 años;Local;2021T1;22,2
Mujeres;De 30 a 34 años;Local;2020T4;23,2
Mujeres;De 30 a 34 años;Local;2020T3;16,9
Mujeres;De 30 a 34 años;Local;2020T2;15,8
Mujeres;De 30 a 34 años;Local;2020T1;17
Mujeres;De 30 a 34 años;Local;2019T4;18,8
Mujeres;De 30 a 34 años;Local;2019T3;18,3
Mujeres;De 30 a 34 años;Local;2019T2;22,7
Mujeres;De 30 a 34 años;Local;2019T1;26,7
Mujeres;De 30 a 34 años;Local;2018T4;21,6
Mujeres;De 30 a 34 años;Local;2018T3;21,1
Mujeres;De 30 a 34 años;Local;2018T2;17
Mujeres;De 30 a 34 años;Local;2018T1;18,3
Mujeres;De 30 a 34 años;Local;2017T4;18,6
Mujeres;De 30 a 34 años;Local;2017T3;18,1
Mujeres;De 30 a 34 años;Local;2017T2;18,4
Mujeres;De 30 a 34 años;Local;2017T1;14,3
Mujeres;De 30 a 34 años;Local;2016T4;14,5
Mujeres;De 30 a 34 años;Local;2016T3;16,6
Mujeres;De 30 a 34 años;Local;2016T2;22,2
Mujeres;De 30 a 34 años;Local;2016T1;19,8
Mujeres;De 30 a 34 años;Local;2015T4;21
Mujeres;De 30 a 34 años;Local;2015T3;19
Mujeres;De 30 a 34 años;Local;2015T2;16,1
Mujeres;De 30 a 34 años;Local;2015T1;16
Mujeres;De 30 a 34 años;Local;2014T4;18,6
Mujeres;De 30 a 34 años;Local;2014T3;18,9
Mujeres;De 30 a 34 años;Local;2014T2;25,5
Mujeres;De 30 a 34 años;Local;2014T1;24
Mujeres;De 30 a 34 años;Local;2013T4;30
Mujeres;De 30 a 34 años;Local;2013T3;28,5
Mujeres;De 30 a 34 años;Local;2013T2;34,8
Mujeres;De 30 a 34 años;Local;2013T1;32,2
Mujeres;De 30 a 34 años;Local;2012T4;31,5
Mujeres;De 30 a 34 años;Local;2012T3;29,2
Mujeres;De 30 a 34 años;Local;2012T2;35,1
Mujeres;De 30 a 34 años;Local;2012T1;39,7
Mujeres;De 30 a 34 años;Local;2011T4;33,7
Mujeres;De 30 a 34 años;Local;2011T3;36
Mujeres;De 30 a 34 años;Local;2011T2;43,8
Mujeres;De 30 a 34 años;Local;2011T1;35,9
Mujeres;De 30 a 34 años;Local;2010T4;39,6
Mujeres;De 30 a 34 años;Local;2010T3;36,6
Mujeres;De 30 a 34 años;Local;2010T2;35,9
Mujeres;De 30 a 34 años;Local;2010T1;38,9
Mujeres;De 30 a 34 años;Local;2009T4;39,1
Mujeres;De 30 a 34 años;Local;2009T3;47,4
Mujeres;De 30 a 34 años;Local;2009T2;52,3
Mujeres;De 30 a 34 años;Local;2009T1;49,8
Mujeres;De 30 a 34 años;Local;2008T4;48,6
Mujeres;De 30 a 34 años;Local;2008T3;44,6
Mujeres;De 30 a 34 años;Local;2008T2;45,1
Mujeres;De 30 a 34 años;Local;2008T1;42,6
Mujeres;De 30 a 34 años;Local;2007T4;44,5
Mujeres;De 30 a 34 años;Local;2007T3;44,3
Mujeres;De 30 a 34 años;Local;2007T2;41
Mujeres;De 30 a 34 años;Local;2007T1;43
Mujeres;De 30 a 34 años;Local;2006T4;42,5
Mujeres;De 30 a 34 años;Local;2006T3;42,9
Mujeres;De 30 a 34 años;Local;2006T2;40,5
Mujeres;De 30 a 34 años;Local;2006T1;39,5
Mujeres;De 30 a 34 años;Local;2005T4;38,6
Mujeres;De 30 a 34 años;Local;2005T3;38,5
Mujeres;De 30 a 34 años;Local;2005T2;44
Mujeres;De 30 a 34 años;Local;2005T1;51,3
Mujeres;De 30 a 34 años;Local;2004T4;47,7
Mujeres;De 30 a 34 años;Local;2004T3;48
Mujeres;De 30 a 34 años;Local;2004T2;46,3
Mujeres;De 30 a 34 años;Local;2004T1;47,6
Mujeres;De 30 a 34 años;Local;2003T4;53,6
Mujeres;De 30 a 34 años;Local;2003T3;50,9
Mujeres;De 30 a 34 años;Local;2003T2;47,6
Mujeres;De 30 a 34 años;Local;2003T1;45,8
Mujeres;De 30 a 34 años;Local;2002T4;42,3
Mujeres;De 30 a 34 años;Local;2002T3;37,2
Mujeres;De 30 a 34 años;Local;2002T2;31,1
Mujeres;De 30 a 34 años;Local;2002T1;39,4
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2025T4;3,9
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2025T3;3,4
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2025T2;4,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2025T1;4,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2024T4;4,9
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2024T3;3,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2024T2;3,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2024T1;5,4
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2023T4;3,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2023T3;4,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2023T2;4,4
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2023T1;3,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2022T4;1,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2022T3;2,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2022T2;1,2
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2022T1;1,6
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2021T4;3,4
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2021T3;2,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2021T2;1,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2021T1;2,9
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2020T4;5,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2020T3;4,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2020T2;2,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2020T1;2,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2019T4;2,3
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2019T3;2,3
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2019T2;1,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2019T1;3
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2018T4;2,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2018T3;2,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2018T2;2,3
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2018T1;2
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2017T4;2,4
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2017T3;3,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2017T2;1,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2017T1;3,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2016T4;2,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2016T3;3,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2016T2;4,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2016T1;4
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2015T4;5,4
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2015T3;4,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2015T2;3,3
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2015T1;3,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2014T4;5,4
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2014T3;2,9
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2014T2;5,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2014T1;6,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2013T4;9,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2013T3;6,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2013T2;7,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2013T1;7,6
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2012T4;7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2012T3;7,6
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2012T2;7,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2012T1;6,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2011T4;6,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2011T3;5,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2011T2;4,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2011T1;5,2
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2010T4;6,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2010T3;6,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2010T2;5,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2010T1;5,6
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2009T4;12,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2009T3;11,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2009T2;10,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2009T1;8,2
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2008T4;9,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2008T3;12,3
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2008T2;6,9
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2008T1;5,1
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2007T4;2,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2007T3;4,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2007T2;4,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2007T1;4,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2006T4;4,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2006T3;6
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2006T2;4,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2006T1;6,2
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2005T4;8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2005T3;4,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2005T2;3,3
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2005T1;4
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2004T4;6,3
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2004T3;7,9
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2004T2;9,6
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2004T1;9,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2003T4;5,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2003T3;7,4
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2003T2;5,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2003T1;4,8
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2002T4;4,6
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2002T3;7,5
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2002T2;6,7
Mujeres;De 30 a 34 años;Empresa e Institución Pública;2002T1;5,2
Mujeres;De 30 a 34 años;Otro tipo;2025T4;4,9
Mujeres;De 30 a 34 años;Otro tipo;2025T3;2
Mujeres;De 30 a 34 años;Otro tipo;2025T2;1,1
Mujeres;De 30 a 34 años;Otro tipo;2025T1;3,7
Mujeres;De 30 a 34 años;Otro tipo;2024T4;..
Mujeres;De 30 a 34 años;Otro tipo;2024T3;2,1
Mujeres;De 30 a 34 años;Otro tipo;2024T2;0,8
